date,metric,value
2026-03-31,自由现金流量,16824815000
2026-03-31,资产合计,174464603000
2026-03-31,资本回报率(ROIC),0.0838
2026-03-31,流动资产合计,106715000
2026-03-31,应收账款,26868879000
2026-03-31,流动比率,1.7627
2026-03-31,有息负债率,0.1297
2026-03-31,长期负债合计,6951514000
2026-03-31,毛利率(GM),0.2768
2026-03-31,所有者权益合计,91706756000
2026-03-31,经营活动产生的现金流量净额对净利润的比率,2.245
2026-03-31,营业收入,24042362000
2026-03-31,基本每股收益,0.2711
2026-03-31,货币资金,176727985279.14
2026-03-31,速动比率,1.4207
2026-03-31,经营活动产生的现金流量净额,3540722000
2026-03-31,负债合计,82757847000
2026-03-31,归属于母公司普通股股东的净利润,2480743000
2026-03-31,总资产收益率(ROA),0.0518
2026-03-31,资产负债率,0.4744
2026-03-31,净利润率,0.0918
2026-03-31,净资产收益率(ROE),0.1015
2026-03-31,流动负债合计,2743212000
