date,自由现金流量,资产合计,资本回报率(ROIC),流动资产合计,应收账款,流动比率,有息负债率,长期负债合计,毛利率(GM),所有者权益合计,经营活动产生的现金流量净额对净利润的比率,营业收入,基本每股收益,货币资金,速动比率,经营活动产生的现金流量净额,负债合计,归属于母公司普通股股东的净利润,总资产收益率(ROA),资产负债率,净利润率,净资产收益率(ROE),流动负债合计
2026-03-31,16824815000,174464603000,0.0838,106715000,26868879000,1.7627,0.1297,6951514000,0.2768,91706756000,2.245,24042362000,0.2711,176727985279.14,1.4207,3540722000,82757847000,2480743000,0.0518,0.4744,0.0918,0.1015,2743212000
