date,资产负债率,营业收入,基本每股收益,总资产收益率(ROA),净资产收益率(ROE),速动比率,净利润率,有息负债率,自由现金流量,毛利率(GM),流动比率,经营活动产生的现金流量净额,归属于母公司普通股股东的净利润,经营活动产生的现金流量净额对净利润的比率
2026-03-31,0.3264,19496398084,5.18,0.3676,0.5393,1.4087,0.3174,0.0304,7827738011,0.4427,2.4613,3367573677,5734501527,0.7466
