date,速动比率,流动资产合计,营业收入,自由现金流量,货币资金,净利润率,长期负债合计,经营活动产生的现金流量净额,所有者权益合计,毛利率(GM),负债合计,资本回报率(ROIC),有息负债率,流动比率,应收账款,基本每股收益,净资产收益率(ROE),资产合计,总资产收益率(ROA),归属于母公司普通股股东的净利润,流动负债合计,经营活动产生的现金流量净额对净利润的比率,资产负债率
2026-03-31,2.8547,528212738,12435776568,11703255443,292706576905.5,0.4206,1818800000,3595810327,84771629409,0.4943,22642851932,0.253,0.0789,3.4225,7700936967,1.59,0.275,107414481341,0.2114,4651517988,2764250762,0.8677,0.2108
