date,市值(元),PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,股息率,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值
2026-05-12,198993301173.0,1.5896,0.0000,3.2976,2.6243,2.2533,0.6702,0.3348,1.0098,0.7901,0.5958,0.0545,10.6312,0.0140,17.6022,14.5110,12.5493
2026-05-11,201525261178.5,1.6098,0.0012,3.2976,2.6243,2.2534,0.6787,0.3481,1.0098,0.7901,0.5958,0.0538,10.7665,0.0194,17.6022,14.5110,12.5493
2026-05-08,200587498213.5,1.6023,0.0004,3.2964,2.6236,2.2534,0.6756,0.3424,1.0095,0.7901,0.5957,0.0540,10.7164,0.0173,17.5937,14.5010,12.5396
2026-05-07,201056379696.0,1.6060,0.0004,3.2964,2.6240,2.2534,0.6772,0.3471,1.0095,0.7901,0.5957,0.0539,10.7415,0.0182,17.5937,14.5060,12.5493
2026-05-06,202369247847.0,1.6165,0.0008,3.2976,2.6243,2.2534,0.6816,0.3518,1.0098,0.7901,0.5957,0.0536,10.8116,0.0219,17.6022,14.5110,12.5493
2026-04-30,201900366364.5,1.6128,0.0004,3.2964,2.6231,2.2533,0.6800,0.3505,1.0095,0.7900,0.5954,0.0537,10.7865,0.0214,17.5937,14.4979,12.5377
2026-04-29,202931905626.0,1.6210,0.0008,3.2964,2.6236,2.2534,0.6835,0.3568,1.0095,0.7901,0.5954,0.0534,10.8417,0.0235,17.5937,14.5010,12.5396
2026-04-28,200118616731.0,1.5985,0.0000,3.2964,2.6236,2.2534,0.6740,0.3408,1.0095,0.7901,0.5949,0.0542,10.6914,0.0165,17.5937,14.5010,12.5396
2026-04-27,192428960418.0,1.6212,0.0004,3.2964,2.6236,2.2534,0.6365,0.2756,1.0095,0.7901,0.5949,0.0563,9.8415,0.0004,17.5937,14.5010,12.5396
2026-04-24,192053855232.0,1.6180,0.0000,3.2964,2.6226,2.2532,0.6352,0.2749,1.0095,0.7899,0.5949,0.0564,9.8223,0.0000,17.5937,14.4948,12.5365
2026-04-23,192522736714.5,1.6219,0.0000,3.2964,2.6231,2.2533,0.6368,0.2771,1.0095,0.7900,0.5949,0.0563,9.8463,0.0000,17.5937,14.4979,12.5377
2026-04-22,193929381162.0,1.6338,0.0004,3.2964,2.6236,2.2534,0.6414,0.2880,1.0095,0.7901,0.5949,0.0559,9.9182,0.0004,17.5937,14.5010,12.5396
2026-04-21,195336025609.5,1.6457,0.0017,3.2964,2.6236,2.2534,0.6461,0.2995,1.0095,0.7901,0.5949,0.0555,9.9902,0.0017,17.5937,14.5010,12.5396
2026-04-20,194773367830.5,1.6409,0.0012,3.2964,2.6236,2.2534,0.6442,0.2962,1.0095,0.7901,0.5949,0.0557,9.9614,0.0012,17.5937,14.5010,12.5396
2026-04-17,195523578202.5,1.6472,0.0012,3.2964,2.6226,2.2532,0.6467,0.3013,1.0095,0.7899,0.5949,0.0554,9.9998,0.0012,17.5937,14.4948,12.5365
2026-04-16,197492880429.0,1.6638,0.0025,3.2964,2.6231,2.2533,0.6532,0.3134,1.0095,0.7900,0.5949,0.0549,10.1005,0.0029,17.5937,14.4979,12.5377
2026-04-15,197399104132.5,1.6630,0.0021,3.2964,2.6236,2.2534,0.6529,0.3127,1.0095,0.7901,0.5949,0.0549,10.0957,0.0025,17.5937,14.5010,12.5396
2026-04-14,196367564871.0,1.6543,0.0017,3.2964,2.6236,2.2534,0.6495,0.3086,1.0095,0.7901,0.5949,0.0552,10.0429,0.0021,17.5937,14.5010,12.5396
2026-04-13,194492038941.0,1.6385,0.0004,3.2964,2.6236,2.2534,0.6433,0.2954,1.0095,0.7901,0.5949,0.0557,9.9470,0.0004,17.5937,14.5010,12.5396
2026-04-10,195804907092.0,1.6496,0.0008,3.2964,2.6226,2.2532,0.6476,0.3050,1.0095,0.7899,0.5949,0.0554,10.0142,0.0008,17.5937,14.4948,12.5365
2026-04-09,194585815237.5,1.6393,0.0004,3.2964,2.6231,2.2533,0.6436,0.2965,1.0095,0.7900,0.5949,0.0557,9.9518,0.0004,17.5937,14.4979,12.5377
2026-04-08,198524419690.5,1.6725,0.0008,3.2964,2.6236,2.2534,0.6566,0.3177,1.0095,0.7901,0.5949,0.0546,10.1532,0.0012,17.5937,14.5010,12.5396
2026-04-07,193835604865.5,1.6330,0.0000,3.2964,2.6236,2.2534,0.6411,0.2917,1.0095,0.7901,0.5949,0.0559,9.9134,0.0000,17.5937,14.5010,12.5396
2026-04-03,198336867097.5,1.6709,0.0000,3.2964,2.6226,2.2532,0.6560,0.3166,1.0095,0.7899,0.5949,0.0547,10.1437,0.0004,17.5937,14.4948,12.5365
2026-04-02,200493721917.0,1.6891,0.0000,3.2964,2.6231,2.2533,0.6631,0.3287,1.0095,0.7900,0.5949,0.0541,10.2540,0.0008,17.5937,14.4979,12.5377
2026-04-01,204338550073.5,1.7215,0.0008,3.2964,2.6236,2.2534,0.6758,0.3449,1.0095,0.7901,0.5949,0.0531,10.4506,0.0041,17.5937,14.5010,12.5396
2026-03-31,200493721917.0,1.6891,0.0000,3.2964,2.6236,2.2534,0.6631,0.3292,1.0095,0.7901,0.5949,0.0541,10.2540,0.0008,17.5937,14.5010,12.5396
2026-03-30,202463024143.5,1.7057,0.0000,3.2964,2.6236,2.2534,0.6696,0.3387,1.0095,0.7901,0.5949,0.0535,10.3547,0.0021,17.5937,14.5010,12.5396
2026-03-27,208464707119.5,1.7563,0.0000,3.2964,2.6226,2.2532,0.6895,0.3656,1.0095,0.7899,0.5949,0.0520,10.6616,0.0074,17.5937,14.4948,12.5365
2026-03-26,216717021211.5,1.8515,0.0000,3.2964,2.6231,2.2533,0.6835,0.3579,1.0095,0.7900,0.5949,0.0534,10.3399,0.0008,17.5937,14.4979,12.5377
2026-03-25,221218283443.5,1.8899,0.0008,3.2964,2.6236,2.2534,0.6977,0.3767,1.0095,0.7901,0.5949,0.0523,10.5546,0.0045,17.5937,14.5010,12.5396
2026-03-24,218967652327.5,1.8707,0.0000,3.2964,2.6236,2.2534,0.6906,0.3684,1.0095,0.7901,0.5949,0.0529,10.4472,0.0025,17.5937,14.5010,12.5396
2026-03-23,219811638996.0,1.8779,0.0000,3.2964,2.6236,2.2534,0.6933,0.3700,1.0095,0.7901,0.5949,0.0527,10.4875,0.0025,17.5937,14.5010,12.5396
2026-03-20,229845702721.5,1.9636,0.0095,3.2964,2.6226,2.2534,0.7249,0.4019,1.0095,0.7899,0.5949,0.0504,10.9663,0.0190,17.5937,14.4948,12.5493
2026-03-19,230220807907.5,1.9668,0.0107,3.2964,2.6231,2.2534,0.7261,0.4037,1.0095,0.7900,0.5949,0.0503,10.9841,0.0198,17.5937,14.4979,12.5515
2026-03-18,233878083471.0,1.9981,0.0215,3.2964,2.6236,2.2539,0.7376,0.4121,1.0095,0.7901,0.5949,0.0495,11.1586,0.0301,17.5937,14.5010,12.5570
2026-03-17,235190951622.0,2.0093,0.0239,3.2964,2.6236,2.2539,0.7418,0.4187,1.0095,0.7901,0.5949,0.0492,11.2213,0.0322,17.5937,14.5010,12.5593
2026-03-16,233784307174.5,1.9973,0.0210,3.2964,2.6236,2.2539,0.7373,0.4125,1.0095,0.7901,0.5949,0.0495,11.1542,0.0297,17.5937,14.5010,12.5602
2026-03-13,235190951622.0,2.0093,0.0235,3.2964,2.6226,2.2534,0.7418,0.4196,1.0095,0.7899,0.5949,0.0492,11.2213,0.0317,17.5937,14.4948,12.5570
2026-03-12,236691372366.0,2.0221,0.0297,3.2964,2.6231,2.2539,0.7465,0.4260,1.0095,0.7900,0.5949,0.0489,11.2929,0.0363,17.5937,14.4979,12.5593
2026-03-11,236222490883.5,2.0181,0.0272,3.2964,2.6236,2.2539,0.7450,0.4233,1.0095,0.7901,0.5949,0.0490,11.2705,0.0347,17.5937,14.5010,12.5602
2026-03-10,233221649395.5,1.9925,0.0198,3.2964,2.6236,2.2539,0.7356,0.4121,1.0095,0.7901,0.5949,0.0497,11.1273,0.0285,17.5937,14.5010,12.5602
2026-03-09,228814163460.0,1.9548,0.0058,3.2964,2.6236,2.2539,0.7217,0.4043,1.0095,0.7901,0.5949,0.0506,10.9170,0.0153,17.5937,14.5010,12.5602
2026-03-06,233127873099.0,1.9917,0.0185,3.2964,2.6226,2.2534,0.7353,0.4126,1.0095,0.7899,0.5949,0.0497,11.1228,0.0276,17.5937,14.4948,12.5570
2026-03-05,230877241983.0,1.9725,0.0124,3.2964,2.6231,2.2539,0.7282,0.4082,1.0095,0.7900,0.5949,0.0502,11.0155,0.0206,17.5937,14.4979,12.5593
2026-03-04,230127031611.0,1.9660,0.0095,3.2964,2.6236,2.2539,0.7258,0.4068,1.0095,0.7901,0.5949,0.0503,10.9797,0.0190,17.5937,14.5010,12.5602
2026-03-03,235190951622.0,2.0093,0.0215,3.2964,2.6236,2.2539,0.7418,0.4204,1.0095,0.7901,0.5949,0.0492,11.2213,0.0297,17.5937,14.5010,12.5635
2026-03-02,237441582738.0,2.0285,0.0293,3.2964,2.6236,2.2539,0.7489,0.4274,1.0095,0.7901,0.5949,0.0488,11.3287,0.0347,17.5937,14.5010,12.5635
2026-02-27,241005082005.0,2.0590,0.0429,3.2964,2.6226,2.2534,0.7601,0.4439,1.0095,0.7899,0.5949,0.0480,11.4987,0.0425,17.5937,14.4948,12.5593
2026-02-26,243443265714.0,2.0798,0.0569,3.2964,2.6231,2.2539,0.7678,0.4590,1.0095,0.7900,0.5949,0.0476,11.6150,0.0520,17.5937,14.4979,12.5602
2026-02-25,244849910161.5,2.0918,0.0697,3.2964,2.6231,2.2539,0.7722,0.4656,1.0095,0.7900,0.5946,0.0473,11.6821,0.0581,17.5937,14.4979,12.5602
2026-02-24,244005923493.0,2.0846,0.0598,3.2964,2.6231,2.2539,0.7696,0.4623,1.0095,0.7900,0.5945,0.0475,11.6419,0.0548,17.5937,14.4979,12.5602
2026-02-13,241005082005.0,2.0590,0.0436,3.2958,2.6219,2.2531,0.7601,0.4470,1.0094,0.7893,0.5946,0.0480,11.4987,0.0432,17.5871,14.4824,12.5391
2026-02-12,242786831638.5,2.0742,0.0514,3.2958,2.6219,2.2532,0.7657,0.4562,1.0094,0.7896,0.5946,0.0477,11.5837,0.0481,17.5871,14.4824,12.5396
2026-02-11,244099699789.5,2.0854,0.0593,3.2958,2.6220,2.2533,0.7699,0.4638,1.0094,0.7898,0.5946,0.0474,11.6463,0.0539,17.5871,14.4824,12.5493
2026-02-10,245225015347.5,2.0950,0.0716,3.2958,2.6220,2.2534,0.7734,0.4681,1.0094,0.7899,0.5946,0.0472,11.7000,0.0589,17.5871,14.4827,12.5515
2026-02-09,243443265714.0,2.0798,0.0568,3.2958,2.6220,2.2534,0.7678,0.4617,1.0094,0.7899,0.5946,0.0476,11.6150,0.0519,17.5871,14.4829,12.5570
2026-02-06,244474804975.5,2.0886,0.0635,3.2964,2.6223,2.2534,0.7711,0.4652,1.0095,0.7899,0.5945,0.0474,11.6642,0.0544,17.5937,14.4889,12.5570
2026-02-05,246912988684.5,2.1094,0.0816,3.2964,2.6226,2.2534,0.7787,0.4757,1.0095,0.7899,0.5945,0.0469,11.7806,0.0664,17.5937,14.4948,12.5593
2026-02-04,244193476086.0,2.0862,0.0594,3.2964,2.6226,2.2534,0.7702,0.4650,1.0095,0.7899,0.5945,0.0474,11.6508,0.0536,17.5937,14.4948,12.5593
2026-02-03,236316267180.0,2.0189,0.0260,3.2964,2.6226,2.2534,0.7453,0.4299,1.0095,0.7899,0.5945,0.0490,11.2750,0.0330,17.5937,14.4948,12.5593
2026-02-02,234440741250.0,2.0029,0.0206,3.2964,2.6226,2.2534,0.7394,0.4233,1.0095,0.7899,0.5945,0.0494,11.1855,0.0289,17.5937,14.4948,12.5593
2026-01-30,235472280511.5,2.0117,0.0227,3.2964,2.6223,2.2534,0.7427,0.4277,1.0095,0.7899,0.5945,0.0492,11.2347,0.0301,17.5937,14.4889,12.5593
2026-01-29,238754450889.0,2.0397,0.0330,3.2964,2.6226,2.2539,0.7530,0.4361,1.0095,0.7899,0.5945,0.0485,11.3913,0.0367,17.5937,14.4948,12.5602
2026-01-28,235659833104.5,2.0133,0.0231,3.2964,2.6231,2.2539,0.7433,0.4289,1.0095,0.7900,0.5945,0.0491,11.2437,0.0301,17.5937,14.4979,12.5635
2026-01-27,239129556075.0,2.0430,0.0342,3.2964,2.6236,2.2539,0.7542,0.4381,1.0095,0.7901,0.5945,0.0484,11.4092,0.0367,17.5937,14.5010,12.5635
2026-01-26,240067319040.0,2.0510,0.0367,3.2964,2.6240,2.2544,0.7572,0.4441,1.0095,0.7901,0.5945,0.0482,11.4539,0.0380,17.5937,14.5060,12.5636
2026-01-23,240817529412.0,2.0574,0.0405,3.2976,2.6243,2.2544,0.7595,0.4463,1.0098,0.7901,0.5944,0.0481,11.4897,0.0400,17.6022,14.5110,12.5636
2026-01-22,242786831638.5,2.0742,0.0483,3.2976,2.6244,2.2544,0.7657,0.4568,1.0098,0.7903,0.5944,0.0477,11.5837,0.0450,17.6022,14.5113,12.5638
2026-01-21,242786831638.5,2.0742,0.0483,3.2976,2.6245,2.2565,0.7657,0.4570,1.0098,0.7905,0.5944,0.0477,11.5837,0.0450,17.6022,14.5116,12.5692
2026-01-20,247381870167.0,2.1135,0.0814,3.2976,2.6248,2.2565,0.7802,0.4771,1.0098,0.7906,0.5944,0.0468,11.8029,0.0645,17.6022,14.5116,12.5718
2026-01-19,243255713121.0,2.0782,0.0521,3.2976,2.6252,2.2571,0.7672,0.4603,1.0098,0.7907,0.5944,0.0476,11.6061,0.0467,17.6022,14.5116,12.5739
2026-01-16,241005082005.0,2.0590,0.0405,3.3020,2.6253,2.2571,0.7601,0.4485,1.0100,0.7908,0.5943,0.0480,11.4987,0.0401,17.6085,14.5116,12.5739
2026-01-15,242130397563.0,2.0686,0.0451,3.3020,2.6255,2.2572,0.7637,0.4545,1.0100,0.7909,0.5943,0.0478,11.5524,0.0426,17.6085,14.5116,12.5814
2026-01-14,243161936824.5,2.0774,0.0509,3.3020,2.6255,2.2582,0.7669,0.4588,1.0100,0.7909,0.5943,0.0476,11.6016,0.0455,17.6085,14.5117,12.5827
2026-01-13,242880607935.0,2.0750,0.0485,3.3020,2.6255,2.2592,0.7660,0.4573,1.0100,0.7909,0.5943,0.0477,11.5882,0.0443,17.6085,14.5118,12.6014
2026-01-12,245693896830.0,2.0990,0.0684,3.3020,2.6257,2.2592,0.7749,0.4683,1.0100,0.7910,0.5943,0.0471,11.7224,0.0530,17.6085,14.5127,12.6023
2026-01-09,244287252382.5,2.0870,0.0551,3.3021,2.6259,2.2592,0.7705,0.4631,1.0102,0.7912,0.5942,0.0474,11.6553,0.0477,17.6190,14.5135,12.6023
2026-01-08,244943686458.0,2.0926,0.0614,3.3021,2.6260,2.2592,0.7725,0.4645,1.0102,0.7914,0.5942,0.0473,11.6866,0.0502,17.6190,14.5135,12.6023
2026-01-07,246631659795.0,2.1070,0.0718,3.3021,2.6260,2.2592,0.7779,0.4714,1.0102,0.7915,0.5942,0.0470,11.7671,0.0560,17.6190,14.5135,12.6059
2026-01-06,247569422760.0,2.1151,0.0797,3.3021,2.6260,2.2599,0.7808,0.4761,1.0102,0.7915,0.5942,0.0468,11.8119,0.0627,17.6190,14.5150,12.6175
2026-01-05,246819212388.0,2.1086,0.0735,3.3021,2.6260,2.2609,0.7785,0.4722,1.0102,0.7916,0.5942,0.0469,11.7761,0.0569,17.6190,14.5164,12.6181
2025-12-31,244662357568.5,2.0902,0.0582,3.3033,2.6266,2.2609,0.7717,0.4645,1.0102,0.7917,0.5940,0.0473,11.6732,0.0478,17.6221,14.5177,12.6181
2025-12-30,248882290911.0,2.1263,0.0844,3.3033,2.6272,2.2609,0.7850,0.4834,1.0102,0.7918,0.5940,0.0465,11.8745,0.0682,17.6221,14.5190,12.6209
2025-12-29,249257396097.0,2.1295,0.0873,3.3033,2.6274,2.2616,0.7861,0.4873,1.0102,0.7919,0.5940,0.0465,11.8924,0.0711,17.6221,14.5195,12.6230
2025-12-26,250757816841.0,2.1423,0.0944,3.3033,2.6276,2.2623,0.7909,0.4975,1.0102,0.7919,0.5940,0.0462,11.9640,0.0824,17.6221,14.5200,12.6234
2025-12-25,252070684992.0,2.1535,0.0990,3.3033,2.6276,2.2627,0.7950,0.5069,1.0102,0.7920,0.5940,0.0459,12.0266,0.0920,17.6221,14.5201,12.6234
2025-12-24,251695579806.0,2.1503,0.0987,3.3059,2.6276,2.2627,0.7938,0.5054,1.0112,0.7919,0.5940,0.0460,12.0087,0.0887,17.6226,14.5203,12.6234
2025-12-23,255165302776.5,2.1800,0.1195,3.3059,2.6288,2.2629,0.8048,0.5235,1.0112,0.7919,0.5940,0.0454,12.1743,0.1187,17.6226,14.5211,12.6254
2025-12-22,256290618334.5,2.1896,0.1279,3.3059,2.6300,2.2630,0.8083,0.5304,1.0112,0.7918,0.5940,0.0452,12.2280,0.1258,17.6226,14.5219,12.6262
2025-12-19,257978591671.5,2.2040,0.1405,3.3059,2.6302,2.2637,0.8136,0.5444,1.0112,0.7917,0.5940,0.0449,12.3085,0.1392,17.6226,14.5239,12.6313
2025-12-18,257040828706.5,2.1960,0.1334,3.3059,2.6304,2.2637,0.8107,0.5371,1.0112,0.7916,0.5940,0.0451,12.2638,0.1326,17.6226,14.5259,12.6313
2025-12-17,257791039078.5,2.2024,0.1389,3.3060,2.6305,2.2637,0.8131,0.5436,1.0114,0.7915,0.5936,0.0449,12.2996,0.1373,17.6366,14.5264,12.6313
2025-12-16,254977750183.5,2.1783,0.1185,3.3060,2.6305,2.2642,0.8042,0.5221,1.0114,0.7915,0.5936,0.0454,12.1653,0.1173,17.6366,14.5269,12.6328
2025-12-15,256515394277.5,2.1915,0.1299,3.3060,2.6306,2.2642,0.8090,0.5340,1.0114,0.7914,0.5936,0.0451,12.2387,0.1261,17.6366,14.5269,12.6335
2025-12-12,252670008111.0,2.1586,0.1044,3.3060,2.6307,2.2655,0.7969,0.5134,1.0114,0.7912,0.5936,0.0458,12.0552,0.0977,17.6366,14.5269,12.6338
2025-12-11,249012201757.5,2.1274,0.0857,3.3060,2.6312,2.2663,0.7854,0.4877,1.0114,0.7910,0.5936,0.0465,11.8807,0.0694,17.6366,14.5299,12.6414
2025-12-10,250419050355.0,2.1394,0.0928,3.3074,2.6317,2.2663,0.7898,0.4967,1.0116,0.7912,0.5933,0.0462,11.9478,0.0782,17.6571,14.5328,12.6414
2025-12-09,250512840261.5,2.1402,0.0933,3.3074,2.6324,2.2664,0.7901,0.4977,1.0116,0.7914,0.5933,0.0462,11.9523,0.0799,17.6571,14.5346,12.6457
2025-12-08,254827175960.5001,2.1771,0.1155,3.3074,2.6330,2.2665,0.8037,0.5213,1.0116,0.7915,0.5933,0.0454,12.1582,0.1146,17.6571,14.5365,12.6459
2025-12-05,258297402501.0,2.2067,0.1386,3.3074,2.6330,2.2667,0.8147,0.5446,1.0116,0.7914,0.5933,0.0448,12.3237,0.1373,17.6571,14.5373,12.6525
2025-12-04,258900788018.4,2.2119,0.1474,3.3074,2.6331,2.2669,0.8166,0.5498,1.0116,0.7912,0.5933,0.0447,12.3525,0.1470,17.6571,14.5381,12.6548
2025-12-03,261996340918.62,2.2383,0.1718,3.3076,2.6335,2.2669,0.8263,0.5689,1.0118,0.7910,0.5918,0.0442,12.5002,0.1755,17.6620,14.5401,12.6548
2025-12-02,260401662151.8401,2.2247,0.1572,3.3076,2.6339,2.2674,0.8213,0.5587,1.0118,0.7909,0.5918,0.0445,12.4241,0.1605,17.6620,14.5421,12.6548
2025-12-01,257681327784.98,2.2014,0.1358,3.3076,2.6343,2.2675,0.8127,0.5413,1.0118,0.7908,0.5918,0.0449,12.2943,0.1342,17.6620,14.5434,12.6583
2025-11-28,258713178751.72,2.2103,0.1439,3.3076,2.6347,2.2680,0.8160,0.5478,1.0118,0.7907,0.5918,0.0448,12.3436,0.1430,17.6620,14.5446,12.6587
2025-11-27,258806983385.06,2.2111,0.1456,3.3076,2.6348,2.2681,0.8163,0.5485,1.0118,0.7906,0.5918,0.0447,12.3480,0.1435,17.6620,14.5456,12.6590
2025-11-26,257024695351.6,2.1958,0.1310,3.3109,2.6348,2.2681,0.8106,0.5374,1.0123,0.7905,0.5918,0.0451,12.2630,0.1301,17.6638,14.5466,12.6590
2025-11-25,252615877584.62,2.1582,0.1029,3.3109,2.6363,2.2689,0.7967,0.5136,1.0123,0.7903,0.5918,0.0458,12.0526,0.0958,17.6638,14.5504,12.6650
2025-11-24,252522072951.2801,2.1574,0.1025,3.3109,2.6378,2.2689,0.7964,0.5130,1.0123,0.7901,0.5918,0.0459,12.0482,0.0950,17.6638,14.5541,12.6670
2025-11-21,253460119284.68,2.1654,0.1068,3.3109,2.6379,2.2697,0.7994,0.5166,1.0123,0.7900,0.5918,0.0457,12.0929,0.1017,17.6638,14.5541,12.6673
2025-11-20,251302612717.86,2.1469,0.0959,3.3109,2.6380,2.2701,0.7926,0.5055,1.0123,0.7899,0.5918,0.0461,11.9900,0.0854,17.6638,14.5541,12.6707
2025-11-19,248769887617.68,2.1253,0.0850,3.3119,2.6386,2.2701,0.7846,0.4889,1.0127,0.7899,0.5916,0.0465,11.8691,0.0682,17.6705,14.5587,12.6707
2025-11-18,247081404217.56,2.1109,0.0766,3.3119,2.6392,2.2706,0.7793,0.4790,1.0127,0.7899,0.5916,0.0469,11.7886,0.0589,17.6705,14.5633,12.6721
2025-11-17,249238910784.38,2.1293,0.0867,3.3119,2.6392,2.2707,0.7861,0.4918,1.0127,0.7900,0.5916,0.0465,11.8915,0.0703,17.6705,14.5636,12.6831
2025-11-14,252615877584.62,2.1582,0.1011,3.3119,2.6392,2.2709,0.7967,0.5131,1.0127,0.7901,0.5916,0.0458,12.0526,0.0939,17.6705,14.5639,12.6841
2025-11-13,256461867551.56,2.1910,0.1243,3.3119,2.6393,2.2711,0.8089,0.5327,1.0127,0.7900,0.5916,0.0452,12.2361,0.1214,17.6705,14.5659,12.6843
2025-11-12,255148602684.8,2.1798,0.1147,3.3121,2.6395,2.2711,0.8047,0.5236,1.0130,0.7899,0.5916,0.0454,12.1735,0.1138,17.6710,14.5678,12.6843
2025-11-11,252146854417.92,2.1542,0.0970,3.3121,2.6396,2.2719,0.7953,0.5108,1.0130,0.7899,0.5916,0.0459,12.0303,0.0903,17.6710,14.5681,12.6931
2025-11-10,254210556351.4,2.1718,0.1093,3.3121,2.6398,2.2723,0.8018,0.5207,1.0130,0.7899,0.5916,0.0456,12.1287,0.1059,17.6710,14.5683,12.6962
2025-11-07,249520324684.4,2.1317,0.0874,3.3121,2.6402,2.2729,0.7870,0.4947,1.0130,0.7896,0.5916,0.0464,11.9050,0.0718,17.6710,14.5689,12.7009
2025-11-06,252897291484.64,2.1149,0.0790,3.3121,2.6406,2.2732,0.7976,0.5139,1.0130,0.7899,0.5916,0.0458,12.0661,0.0950,17.6710,14.5695,12.7009
2025-11-05,250458371017.8,2.0946,0.0638,3.3121,2.6409,2.2732,0.7899,0.5002,1.0130,0.7896,0.5913,0.0462,11.9497,0.0777,17.6738,14.5709,12.7009
2025-11-04,249989347851.1,2.0906,0.0600,3.3121,2.6411,2.2739,0.7885,0.4983,1.0130,0.7893,0.5913,0.0463,11.9273,0.0748,17.6738,14.5723,12.7071
2025-11-03,250645980284.48,2.0961,0.0647,3.3121,2.6411,2.2741,0.7905,0.5011,1.0130,0.7896,0.5913,0.0462,11.9587,0.0791,17.6738,14.5742,12.7079
2025-10-31,251490221984.54,2.1032,0.0694,3.3121,2.6411,2.2741,0.7932,0.5072,1.0130,0.7893,0.5913,0.0460,11.9989,0.0829,17.6738,14.5761,12.7145
2025-10-30,242109758650.54,2.1072,0.0711,3.3121,2.6414,2.2748,0.7890,0.4998,1.0130,0.7892,0.5913,0.0478,11.8950,0.0707,17.6738,14.5767,12.7166
2025-10-29,240139861350.4,2.0901,0.0588,3.3141,2.6417,2.2748,0.7826,0.4865,1.0130,0.7893,0.5910,0.0482,11.7982,0.0601,17.6753,14.5774,12.7166
2025-10-28,239670838183.7,2.0860,0.0542,3.3141,2.6420,2.2749,0.7811,0.4850,1.0130,0.7896,0.5910,0.0483,11.7752,0.0572,17.6753,14.5797,12.7203
2025-10-27,242954000350.6,2.1146,0.0758,3.3141,2.6422,2.2759,0.7918,0.5030,1.0130,0.7899,0.5910,0.0477,11.9365,0.0746,17.6753,14.5820,12.7203
