date,metric,value
2026-03-31,营业收入,129131041000
2026-03-31,毛利率(GM),0.2621
2026-03-31,所有者权益合计,394232291000
2026-03-31,货币资金,1833384199089.3
2026-03-31,长期负债合计,76221312000
2026-03-31,资产负债率,0.6232
2026-03-31,速动比率,1.2995
2026-03-31,资本回报率(ROIC),0.1836
2026-03-31,流动资产合计,417210000
2026-03-31,负债合计,652096744000
2026-03-31,自由现金流量,89808505000
2026-03-31,净利润率,0.1809
2026-03-31,归属于母公司普通股股东的净利润,20737710000
2026-03-31,流动负债合计,45549672000
2026-03-31,资产合计,1046329036000
2026-03-31,有息负债率,0.1215
2026-03-31,流动比率,1.5956
2026-03-31,经营活动产生的现金流量净额对净利润的比率,1.5832
2026-03-31,经营活动产生的现金流量净额,33680852000
2026-03-31,应收账款,77710096000
2026-03-31,基本每股收益,4.58
2026-03-31,净资产收益率(ROE),0.2478
2026-03-31,总资产收益率(ROA),0.0907
