date,营业收入,毛利率(GM),所有者权益合计,货币资金,长期负债合计,资产负债率,速动比率,资本回报率(ROIC),流动资产合计,负债合计,自由现金流量,净利润率,归属于母公司普通股股东的净利润,流动负债合计,资产合计,有息负债率,流动比率,经营活动产生的现金流量净额对净利润的比率,经营活动产生的现金流量净额,应收账款,基本每股收益,净资产收益率(ROE),总资产收益率(ROA)
2026-03-31,129131041000,0.2621,394232291000,1833384199089.3,76221312000,0.6232,1.2995,0.1836,417210000,652096744000,89808505000,0.1809,20737710000,45549672000,1046329036000,0.1215,1.5956,1.5832,33680852000,77710096000,4.58,0.2478,0.0907
