date,基本每股收益,累积同比,归属于母公司普通股股东的净利润,营业收入
2026-03-31,4.58,0.4403,20737710000,129131041000
2025-12-31,16.14,0.3938,72201282000,423701834000
2025-09-30,11.02,0.3455,49034109000,283071987000
2025-06-30,6.92,0.3308,30485139000,178886253000
2025-03-31,3.18,0.3305,13962558000,84704589000
2024-12-31,11.58,0.1511,50744682000,362012554000
2024-09-30,8.1894,0.1541,36001073800,259044748600
2024-06-30,5.2017,0.102,22864987400,166766833600
2024-03-31,2.3909,0.067,10509923207,79770778618
2023-12-31,11.79,0.6428,44121248300,400917044900
2023-09-30,7.0958,0.7097,31145473555,294677250596
2023-06-30,4.7201,1.4114,20717264497,189246041326
2023-03-31,4.0332,5.2637,9822265100,89038465300
2022-12-31,12.9178,0.8787,30729163500,328593987500
2022-09-30,7.4704,1.2324,17591591705,210340240501
2022-06-30,3.5233,0.8146,8168034648,112971257933
2022-03-31,0.6439,-0.2392,1492804600,48678419100
2021-12-31,6.876,1.7568,15931317852,130355796360
2021-09-30,3.3464,1.1954,7751145659,73361545522
2021-06-30,1.9416,1.1981,4483787564,44074560629
2021-03-31,0.8463,1.4847,1954417237,19166685224
2020-12-31,2.4942,0.1913,5583338710,50319487697
2020-09-30,1.5243,-0.0474,3356875044,31522480930
2020-06-30,0.8833,-0.0869,1937281091,18829453133
2020-03-31,0.3406,-0.2935,742043183,9030794052
2019-12-31,2.0937,0.2757,4560307433,45788020642
2019-09-30,1.6002,0.3641,3464305268,32855706536
2019-06-30,0.9674,1.0764,2102435143,20263844170
2019-03-31,0.48,1.2857,1047233227,9981855666
2018-12-31,1.6412,-0.1828,3387035208,29611265434
2018-09-30,1.17,-0.1203,2378500010,19135923760
2018-06-30,0.4659,-0.5095,910954288,9359580668
2018-03-31,0.212,12.2169,413347159,3711641231
2017-12-31,2.0084,0.0719,3877954870,19996860806
2017-09-30,1.33,,2570510205,11970899899
2017-06-30,0.9499,,1811112197,6294695149
2017-03-31,-0.0189,,-11687915,1454385692
2016-12-31,1.8736,1.416,2851821419,14878985098
