date,市值(元),PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,股息率,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值
2026-06-02,166797380487.18,1.7999,0.4121,2.2292,1.8661,1.6308,0.0256,1.8415,0.0813,3.2321,2.4690,2.0526,19.8154,0.3717,36.9751,24.1532,14.2043
2026-06-01,166153730176.59,1.7930,0.3981,2.2292,1.8661,1.6308,0.0257,1.8344,0.0792,3.2321,2.4690,2.0526,19.7389,0.3705,37.1717,24.1532,14.2043
2026-05-29,164958379599.78,1.7801,0.3751,2.2292,1.8656,1.6308,0.0259,1.8212,0.0763,3.2321,2.4690,2.0514,19.5969,0.3685,37.4273,24.1705,14.2043
2026-05-28,164590579422.3,1.7761,0.3736,2.2292,1.8658,1.6308,0.0259,1.8172,0.0759,3.2321,2.4690,2.0517,19.5532,0.3670,37.4273,24.2028,14.2043
2026-05-27,169831731951.39,1.8327,0.4592,2.2292,1.8661,1.6308,0.0251,1.8750,0.0924,3.2321,2.4690,2.0526,20.1759,0.3746,37.4273,24.2351,14.2043
2026-05-26,173601683770.56,1.8733,0.5140,2.2292,1.8661,1.6308,0.0246,1.9167,0.1060,3.2321,2.4690,2.0526,20.6238,0.3775,37.5177,24.2353,14.2043
2026-05-25,173141933548.71,1.8684,0.5058,2.2292,1.8656,1.6308,0.0247,1.9116,0.1015,3.2321,2.4690,2.0526,20.5691,0.3767,37.6127,24.2353,14.2043
2026-05-22,174337284125.52,1.8813,0.5256,2.2292,1.8652,1.6308,0.0245,1.9248,0.1142,3.2321,2.4690,2.0514,20.7111,0.3772,37.9053,24.2404,14.2043
2026-05-21,174337284125.52,1.8813,0.5258,2.2292,1.8651,1.6308,0.0245,1.9248,0.1142,3.2321,2.4690,2.0517,20.7111,0.3773,37.9053,24.2443,14.2043
2026-05-20,178383086077.8,1.9249,0.5755,2.2292,1.8650,1.6308,0.0239,1.9694,0.1399,3.2321,2.4690,2.0526,21.1918,0.3833,37.9053,24.2483,14.2043
2026-05-19,177555535678.47,1.9160,0.5689,2.2292,1.8648,1.6308,0.0240,1.9603,0.1353,3.2321,2.4690,2.0526,21.0935,0.3824,37.9471,24.2526,14.2043
2026-05-18,178291136033.43,1.9239,0.5751,2.2292,1.8648,1.6308,0.0239,1.9684,0.1390,3.2321,2.4690,2.0526,21.1809,0.3824,37.9735,24.2533,14.2043
2026-05-15,188129790781.02,2.0301,0.6603,2.2292,1.8619,1.6308,0.0227,2.0771,0.2246,3.2321,2.4690,2.0514,22.3497,0.4081,38.1142,24.2621,14.2043
