date,基本每股收益,累积同比,营业收入,归属于母公司普通股股东的净利润
2026-03-31,0.2603,-0.0273,12513846247,2117951995
2025-12-31,0.9166,0.0573,53014434927,7393381322
2025-09-30,0.8135,-0.0578,40572491647,6517030546
2025-06-30,0.4763,-0.0284,25696904637,3794528035
2025-03-31,0.2676,0.0019,13121801284,2078173519
2024-12-31,0.8669,-0.0097,57819279281,6643033266
2024-09-30,0.8634,0.0877,44395208099,6577795629
2024-06-30,0.4902,0.1253,27101636544,3743702443
2024-03-31,0.2671,0.2689,14107816667,2035488979
2023-12-31,0.8754,0.6786,56711862470,6704936954
2023-09-30,0.7938,0.4862,42548712586,6051980713
2023-06-30,0.4356,0.4414,26366537416,3336922611
2023-03-31,0.2105,0.5851,13255789154,1613692031
2022-12-31,0.5213,0.6144,50489243624,4079375650
2022-09-30,0.5342,0.1185,38170789628,4126335551
2022-06-30,0.3022,-0.0541,22693994083,2347976202
2022-03-31,0.1328,-0.1981,11042015520,1037552667
2021-12-31,0.3202,-0.5879,43681745822,2436891837
2021-09-30,0.4756,-0.3611,32310181593,3461274196
2021-06-30,0.319,-0.2717,19288873831,2336834246
2021-03-31,0.1656,-0.2122,9194080949,1219371458
2020-12-31,0.777,0.1588,39320364094,5515627276
2020-09-30,0.7444,0.2337,29676002860,5210932944
2020-06-30,0.438,0.367,17470336116,3075779958
2020-03-31,0.2102,0.427,7584831638,1477728662
2019-12-31,0.6705,0.0718,42433460266,4755460882
2019-09-30,0.6034,0.1389,32246058972,4332672877
2019-06-30,0.3204,0.3846,19609475054,2276029341
2019-03-31,0.1473,0.0222,10115143589,1049957151
2018-12-31,0.6256,0.3135,41011372736,4364098426
2018-09-30,0.5298,0.2177,30287409359,3595335878
2018-06-30,0.2314,0.2173,17786476420,1570506929
2018-03-31,0.1441,0.0518,9397154644,989237776
2017-12-31,0.4763,-0.1747,31645284236,3232300016
2017-09-30,0.4351,-0.134,24205181217,2952819231
2017-06-30,0.1901,-0.132,13963103341,1290029978
2017-03-31,0.137,-0.251,7630739662,930007097
2016-12-31,0.5771,-0.2784,29270802965,3916447642
2016-09-30,0.5024,-0.2484,22139965802,3409231825
