date,metric,value
2026-03-31,所有者权益合计,127918370603
2026-03-31,毛利率(GM),0.4145
2026-03-31,货币资金,113343638749.92
2026-03-31,经营活动产生的现金流量净额,6878714894
2026-03-31,营业收入,12513846247
2026-03-31,基本每股收益,0.2603
2026-03-31,经营活动产生的现金流量净额对净利润的比率,2.315
2026-03-31,速动比率,0.6655
2026-03-31,流动负债合计,59759038
2026-03-31,负债合计,188589543407
2026-03-31,总资产收益率(ROA),0.043
2026-03-31,净资产收益率(ROE),0.1086
2026-03-31,净利润率,0.2569
2026-03-31,资产负债率,0.5958
2026-03-31,资产合计,316507914011
2026-03-31,流动资产合计,0
2026-03-31,应收账款,11124355399
2026-03-31,资本回报率(ROIC),0.0592
2026-03-31,自由现金流量,9829604597
2026-03-31,流动比率,0.6881
2026-03-31,长期负债合计,117505443417
2026-03-31,归属于母公司普通股股东的净利润,2117951995
2026-03-31,有息负债率,0.5012
