date,所有者权益合计,毛利率(GM),货币资金,经营活动产生的现金流量净额,营业收入,基本每股收益,经营活动产生的现金流量净额对净利润的比率,速动比率,流动负债合计,负债合计,总资产收益率(ROA),净资产收益率(ROE),净利润率,资产负债率,资产合计,流动资产合计,应收账款,资本回报率(ROIC),自由现金流量,流动比率,长期负债合计,归属于母公司普通股股东的净利润,有息负债率
2026-03-31,127918370603,0.4145,113343638749.92,6878714894,12513846247,0.2603,2.315,0.6655,59759038,188589543407,0.043,0.1086,0.2569,0.5958,316507914011,0,11124355399,0.0592,9829604597,0.6881,117505443417,2117951995,0.5012
