date,流动负债合计,资产合计,经营活动产生的现金流量净额对净利润的比率,应收账款,流动比率,资本回报率(ROIC),资产负债率,归属于母公司普通股股东的净利润,基本每股收益,毛利率(GM),所有者权益合计,长期负债合计,货币资金,营业收入,经营活动产生的现金流量净额,速动比率,负债合计,流动资产合计,有息负债率,净资产收益率(ROE),自由现金流量,净利润率,总资产收益率(ROA)
2026-03-31,54424433000,902076965000,1.8831,44222213000,0.8154,0.0888,0.7094,4084551000,0.448,0.1744,262120423000,60570442000,959585043716.25,150225314000,2790305000,0.4703,639956542000,928185000,0.1667,0.1115,-86038596000,0.0361,0.0325
