date,流动资产合计,归属于母公司普通股股东的净利润,资本回报率(ROIC),自由现金流量,资产合计,长期负债合计,流动比率,所有者权益合计,毛利率(GM),资产负债率,应收账款,负债合计,净利润率,基本每股收益,营业收入,货币资金,流动负债合计,总资产收益率(ROA),速动比率,经营活动产生的现金流量净额,净资产收益率(ROE),经营活动产生的现金流量净额对净利润的比率,有息负债率
2026-03-31,213538106,39118628,0.0018,14549176063,833472158288,141957303468,1.6101,273376413743,0.1348,0.672,5362004014,560095744545,0.0033,0.004,23666898476,75824830558.11,127286486743,0.0006,0.5985,-3770704389,0.0019,28.1261,0.298
