日期,理杏仁前复权(元),前复权(元),后复权(元),股价(元),市值(元),流通市值(元),自由流通市值(元),行业中位数,PB,PB 分位点,PB 80%分位点值,PB 50%分位点值,PB 20%分位点值
2026-07-03,=27.0500,=27.0500,=27.0500,=27.0500,=661865289217.8,=661865289218.0,=374161120336.95,,=2.9041,,,,
2026-07-02,=26.9500,=26.9500,=26.9500,=26.9500,=659418467446.2,=659418467446.0,=372777899929.05,,=2.8934,,,,
2026-07-01,=26.6400,=26.6400,=26.6400,=26.6400,=651833319954.24,=651833319954.0,=368489916664.56,,=2.8601,,,,
2026-06-30,=26.4700,=26.4700,=26.4700,=26.4700,=647673722942.52,=647673722943.0,=366138441971.13,,=2.8419,,,,
2026-06-29,=26.8400,=26.8400,=26.8400,=26.8400,=656726963497.44,=656726963497.0,=371256357480.36,,=2.8816,,,,
2026-06-26,=26.6500,=26.6500,=26.6500,=26.6500,=652078002131.4,=652078002131.0,=368628238705.35,,=2.8612,,,,
2026-06-25,=26.2200,=26.2200,=26.2200,=26.2200,=641556668513.52,=641556668514.0,=362680390951.38,,=2.8150,,,,
2026-06-24,=26.6000,=26.6000,=26.6000,=26.6000,=650854591245.6,=650854591246.0,=367936628501.4,,=2.8558,,,,
2026-06-23,=26.8700,=26.8700,=26.8700,=26.8700,=657461010028.92,=657461010029.0,=371671323602.7301,,=2.8848,,,,
2026-06-22,=26.9400,=26.9400,=26.9400,=26.9400,=659173785269.04,=659173785269.0,=372639577888.26,,=2.8923,,,,
2026-06-18,=26.6600,=26.6600,=26.6600,=26.6600,=652322684308.56,=652322684309.0,=368766560746.14,,=2.8623,,,,
2026-06-17,=27.0000,=27.0000,=27.0000,=27.0000,=660641878332.0,=660641878332.0,=373469510133.0,,=2.8988,,,,
2026-06-16,=27.1900,=27.1900,=27.1900,=27.1900,=665290839698.04,=665290839698.0,=376097628908.01,,=2.9192,,,,
2026-06-15,=27.5700,=27.5700,=27.5700,=27.5700,=674588762430.12,=674588762430.0,=381353866458.03,,=2.9600,,,,
2026-06-12,=28.2800,=28.2800,=28.2800,=28.2800,=691961197008.48,=691961197008.0,=391174731354.12,,=3.0362,,,,
2026-06-11,=27.8900,=27.8900,=27.8900,=27.8900,=682418592099.24,=682418592099.0,=385780171763.31,,=2.9943,,,,
2026-06-10,=27.6900,=27.6900,=27.6900,=27.6900,=677524948556.04,=677524948556.0,=383013730947.51,,=2.9729,,,,
2026-06-09,=27.6300,=27.6300,=27.6300,=27.6300,=676056855493.08,=676056855493.0,=382183798702.77,,=2.9664,,,,
2026-06-08,=27.5100,=27.5100,=27.5100,=27.5100,=673120669367.16,=673120669367.0,=380523934213.2901,,=2.9535,,,,
2026-06-05,=27.6100,=27.6100,=27.6100,=27.6100,=675567491138.76,=675567491139.0,=381907154621.19,,=2.9643,,,,
2026-06-04,=27.7200,=27.7200,=27.7200,=27.7200,=678258995087.52,=678258995088.0,=383428697069.88,,=2.9761,,,,
2026-06-03,=27.8900,=27.8900,=27.8900,=27.8900,=682418592099.24,=682418592099.0,=385780171763.31,,=2.9943,,,,
2026-06-02,=27.9600,=27.9600,=27.9600,=27.9600,=684131367339.36,=684131367339.0,=386748426048.84,,=3.0018,,,,
2026-06-01,=27.7700,=27.7700,=27.7700,=27.7700,=679482405973.32,=679482405973.0,=384120307273.83,,=2.9814,,,,
2026-05-29,=27.7500,=27.7500,=27.7500,=27.7500,=678993041619.0,=678993041619.0,=383843663192.25,,=2.9793,,,,
2026-05-28,=27.2200,=27.2200,=27.2200,=27.2200,=666024886229.52,=666024886230.0,=376512595030.38,,=2.9224,,,,
2026-05-27,=27.2400,=27.2400,=27.2400,=27.2400,=666514250583.84,=666514250584.0,=376789239111.96,,=2.9245,,,,
2026-05-26,=27.1400,=27.1400,=27.1400,=27.1400,=664067428812.24,=664067428812.0,=375406018704.06,,=2.9138,,,,
2026-05-25,=26.6700,=26.6700,=26.6700,=26.6700,=652567366485.7201,=652567366486.0,=368904882786.9301,,=2.8633,,,,
2026-05-22,=26.5600,=26.5600,=26.5600,=26.5600,=649875862536.96,=649875862537.0,=367383340338.24,,=2.8515,,,,
2026-05-21,=26.6600,=26.6600,=26.6600,=26.6600,=652322684308.56,=652322684309.0,=368766560746.14,,=2.8623,,,,
2026-05-20,=26.9000,=26.9000,=26.9000,=26.9000,=658195056560.4,=658195056560.0,=372086289725.1,,=2.8880,,,,
