date,市值(元),PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,股息率,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值
2026-06-02,94795246819.2,23.8511,0.1815,55.4401,35.6138,25.4783,0.0129,2.5847,0.3890,5.1016,3.1974,2.0788,0.9585,0.3020,2.4883,1.3918,0.7871
2026-06-01,94085170064.0,23.6725,0.1799,55.4401,35.6159,25.5015,0.0130,2.5654,0.3874,5.1016,3.1996,2.0788,0.9513,0.2962,2.4905,1.3920,0.7871
2026-05-29,95256796710.08,23.9672,0.1826,55.4401,35.6138,25.5299,0.0128,2.5973,0.3912,5.1016,3.2027,2.0788,0.9631,0.3054,2.4968,1.3924,0.7871
2026-05-28,100830899238.4,25.3697,0.1979,55.4401,35.6148,25.5624,0.0121,2.6977,0.4091,5.1016,3.2055,2.0788,1.0195,0.3447,2.4968,1.3935,0.7871
2026-05-27,100369349347.52,25.2536,0.1972,55.4401,35.6159,25.5664,0.0122,2.6854,0.4051,5.1016,3.2083,2.0788,1.0148,0.3424,2.4968,1.3946,0.7871
2026-05-26,96925477084.8,24.3871,0.1877,55.4401,35.6159,25.5988,0.0126,2.5933,0.3903,5.1016,3.2124,2.0788,0.9800,0.3156,2.4981,1.3978,0.7871
2026-05-25,90499282450.24,22.7702,0.1757,55.4401,35.6159,25.6142,0.0135,2.4213,0.3333,5.1016,3.2125,2.0788,0.9150,0.2702,2.4994,1.3984,0.7871
2026-05-22,90747809314.56,22.8328,0.1756,55.4401,35.6138,25.6435,0.0135,2.4280,0.3351,5.1016,3.2148,2.0788,0.9175,0.2716,2.5023,1.3998,0.7871
2026-05-21,88472988696.72,22.2604,0.1699,55.4401,35.6148,25.6701,0.0138,2.3671,0.3146,5.1016,3.2148,2.0788,0.8945,0.2557,2.5023,1.4013,0.7871
2026-05-20,88969629371.04,22.3853,0.1704,55.4401,35.6159,25.6941,0.0137,2.3804,0.3177,5.1016,3.2148,2.0788,0.8996,0.2591,2.5023,1.4028,0.7871
2026-05-19,91239986739.36,22.9566,0.1753,55.4401,35.6159,25.7448,0.0134,2.4411,0.3395,5.1016,3.2170,2.0788,0.9225,0.2727,2.5059,1.4034,0.7871
2026-05-18,91559255744.28,23.0369,0.1757,55.4401,35.6159,25.7490,0.0133,2.4497,0.3441,5.1016,3.2212,2.0788,0.9257,0.2764,2.5095,1.4042,0.7871
2026-05-15,89856487718.04,22.6085,0.1719,55.4401,35.6207,25.8058,0.0136,2.4041,0.3252,5.1016,3.2389,2.0788,0.9085,0.2642,2.5154,1.4060,0.7871
2026-05-14,89856487718.04,22.6085,0.1720,55.4401,35.6237,25.9032,0.0136,2.4041,0.3254,5.1016,3.2404,2.0788,0.9085,0.2643,2.5154,1.4060,0.7871
2026-05-13,92729908762.32,23.3315,0.1749,55.4401,35.6267,25.9357,0.0132,2.4810,0.3556,5.1016,3.2418,2.0788,0.9376,0.2822,2.5154,1.4061,0.7871
2026-05-12,89608167380.88,22.5460,0.1716,55.4401,35.6267,25.9438,0.0136,2.3975,0.3226,5.1016,3.2539,2.0788,0.9060,0.2632,2.5171,1.4078,0.7871
2026-05-11,91275461073.24,22.9655,0.1741,55.4401,35.6330,25.9557,0.0134,2.4421,0.3399,5.1016,3.2561,2.0788,0.9229,0.2723,2.5181,1.4088,0.7871
2026-05-08,90459551394.0,22.7602,0.1731,55.4401,35.6466,26.0113,0.0135,2.4203,0.3302,5.1016,3.2848,2.0788,0.9146,0.2671,2.5259,1.4203,0.7871
2026-05-07,89891962051.92,22.6174,0.1715,55.4401,35.6470,26.0368,0.0137,2.4051,0.3254,5.1016,3.2884,2.0788,0.9089,0.2639,2.5259,1.4210,0.7871
2026-05-06,88685834700.0,22.3139,0.1700,55.4401,35.6474,26.0412,0.0139,2.3728,0.3160,5.1016,3.2919,2.0788,0.8967,0.2566,2.5259,1.4216,0.7871
2026-04-30,86912118006.0,21.8677,0.1665,55.4401,35.6708,26.0693,0.0142,2.3253,0.3020,5.1016,3.3052,2.0788,0.8788,0.2505,2.5317,1.4288,0.7871
2026-04-29,87621604683.6,22.0462,0.1674,55.4401,35.6723,26.0817,0.0140,2.3443,0.3075,5.1016,3.3076,2.0788,0.8859,0.2519,2.5317,1.4311,0.7871
2026-04-28,86521900333.32,21.7695,0.1649,55.4401,35.6844,26.0817,0.0142,2.3149,0.2988,5.1016,3.3104,2.0788,0.8748,0.2494,2.5332,1.4321,0.7871
2026-04-27,88969629371.04,22.3853,0.1686,55.4401,35.6876,26.1953,0.0138,2.3804,0.3157,5.1016,3.3108,2.0788,0.8996,0.2572,2.5381,1.4324,0.7871
2026-04-24,86380002997.8,21.7338,0.1619,55.4247,35.6891,26.2603,0.0142,2.3111,0.2974,5.1000,3.3186,2.0796,0.8734,0.2484,2.5463,1.4362,0.7879
2026-04-23,86238105662.28,29.6626,0.2958,55.4401,35.6952,26.2603,0.0120,2.4511,0.3395,5.1016,3.3203,2.0788,0.8675,0.2472,2.5506,1.4362,0.7871
2026-04-22,88082771024.04,30.2971,0.3203,55.4401,35.7013,26.2603,0.0118,2.5036,0.3615,5.1016,3.3220,2.0788,0.8860,0.2506,2.5506,1.4363,0.7871
2026-04-21,87160438343.16,29.9799,0.3092,55.4401,35.7089,26.2603,0.0119,2.4774,0.3483,5.1016,3.3238,2.0788,0.8767,0.2486,2.5522,1.4402,0.7871
2026-04-20,88260142693.44,30.3581,0.3232,55.4401,35.7089,26.2603,0.0117,2.5086,0.3636,5.1016,3.3320,2.0788,0.8878,0.2510,2.5554,1.4412,0.7871
2026-04-17,85812413655.72,29.5162,0.2883,55.4247,35.7013,26.2639,0.0121,2.4390,0.3328,5.1000,3.3370,2.0796,0.8632,0.2451,2.5658,1.4453,0.7879
2026-04-16,85918836657.36,29.5528,0.2901,55.4401,35.7051,26.2603,0.0121,2.4421,0.3354,5.1016,3.3376,2.0788,0.8642,0.2452,2.5668,1.4455,0.7871
2026-04-15,85493144650.8,29.4064,0.2844,55.4401,35.7089,26.2603,0.0121,2.4300,0.3302,5.1016,3.3382,2.0788,0.8600,0.2436,2.5668,1.4456,0.7871
2026-04-14,86876643672.12,29.8823,0.3013,55.4401,35.7089,26.2603,0.0119,2.4693,0.3450,5.1016,3.3438,2.0788,0.8739,0.2469,2.5668,1.4475,0.7871
2026-04-13,86202631328.4,29.6504,0.2931,55.4401,35.7089,26.2603,0.0120,2.4501,0.3376,5.1016,3.3476,2.0788,0.8671,0.2457,2.5671,1.4507,0.7871
