date,经营活动产生的现金流量净额对净利润的比率,资本回报率(ROIC),资产合计,应收账款,毛利率(GM),所有者权益合计,流动负债合计,流动比率,资产负债率,基本每股收益,经营活动产生的现金流量净额,归属于母公司普通股股东的净利润,营业收入,货币资金,速动比率,长期负债合计,有息负债率,总资产收益率(ROA),负债合计,净资产收益率(ROE),自由现金流量,流动资产合计,净利润率
2026-03-31,1.2066,0.0778,92611845839,10801552416,0.1207,38236247271,3552822388,1.0816,0.5871,0.14,-584755267,502998589,18658663450,79280620679.52,0.7944,3486485214,0.2752,0.0458,54375598567,0.1077,-2779457538,0,0.0396
