date,metric,value
2026-03-31,经营活动产生的现金流量净额对净利润的比率,1.2066
2026-03-31,资本回报率(ROIC),0.0778
2026-03-31,资产合计,92611845839
2026-03-31,应收账款,10801552416
2026-03-31,毛利率(GM),0.1207
2026-03-31,所有者权益合计,38236247271
2026-03-31,流动负债合计,3552822388
2026-03-31,流动比率,1.0816
2026-03-31,资产负债率,0.5871
2026-03-31,基本每股收益,0.14
2026-03-31,经营活动产生的现金流量净额,-584755267
2026-03-31,归属于母公司普通股股东的净利润,502998589
2026-03-31,营业收入,18658663450
2026-03-31,货币资金,79280620679.52
2026-03-31,速动比率,0.7944
2026-03-31,长期负债合计,3486485214
2026-03-31,有息负债率,0.2752
2026-03-31,总资产收益率(ROA),0.0458
2026-03-31,负债合计,54375598567
2026-03-31,净资产收益率(ROE),0.1077
2026-03-31,自由现金流量,-2779457538
2026-03-31,流动资产合计,0
2026-03-31,净利润率,0.0396
