date,营业收入,累积同比,基本每股收益,归属于母公司普通股股东的净利润
2026-03-31,18658663450,0.1444,0.14,502998589
2025-12-31,96550169615,-0.0436,1.14,3940313462
2025-09-30,68106589959,-0.0221,0.75,2587468878
2025-06-30,37549493518,-0.0702,0.41,1416856450
2025-03-31,16304933891,-0.1557,0.14,468853937
2024-12-31,100953848156,0.0241,0.79,2665044826
2024-09-30,69645866228,-0.0582,0.69,2345214642
2024-06-30,40382313526,-0.106,0.36,1225071766
2024-03-31,19311868351,-0.1994,0.11,379545537
2023-12-31,98573902273,-0.0603,0.32,1088076731
2023-09-30,73947827670,-0.0028,0.26,892134170
2023-06-30,45172577869,0.036,0.12,421796958
2023-03-31,24122252634,0.1994,0.03,106175128
2022-12-31,104894324162,0.341,0.52,1749181132
2022-09-30,74152750059,0.4047,1.15,3840108190
2022-06-30,43603473882,0.4396,0.62,2078846210
2022-03-31,20111796851,0.4337,0.27,901114519
2021-12-31,78221418618,0.3547,1.29,4274702999
2021-09-30,52789165548,0.52,1,3332523963
2021-06-30,30287797687,0.9449,0.52,1731029760
2021-03-31,14028169301,1.1668,0.29,965953650
2020-12-31,57742742894,0.6429,0.89,2848007270
2020-09-30,34730352069,0.439,0.63,2016340691
2020-06-30,15573024682,0.1471,0.25,780745928
2020-03-31,6474023585,0.1347,0.09,294126282
2019-12-31,35147806428,0.4799,0.4,1280542213
2019-09-30,24134404734,0.5623,0.31,984992924
2019-06-30,13575797933,0.6111,0.16,523814152
2019-03-31,5705494534,0.4102,0.06,203227340
2018-12-31,23750587785,-0.0699,0.27,867722661
2018-09-30,15447866018,-0.105,0.26,856198277
2018-06-30,8426361040,-0.1552,0.14,444916646
2018-03-31,4045738552,-0.1061,0.06,183808537
2017-12-31,25536730614,0.324,0.68,2139226165
2017-09-30,17260042796,0.3693,0.44,1385338757
2017-06-30,9973937504,0.5239,0.23,718842187
2017-03-31,4525923770,0.6833,0.2,299118556
2016-12-31,19287807650,0.4124,1.08,1651496620
2016-09-30,12604865100,0.3857,0.68,1036440812
