date,基本每股收益,累积同比,营业收入,归属于母公司普通股股东的净利润
2026-03-31,0.1724,0.0244,10283797181,4007930878
2025-12-31,0.5837,-0.0936,39611497352,13564589175
2025-09-30,0.4852,-0.0464,29948900398,11272534709
2025-06-30,0.3459,-0.0455,19569225717,8039559323
2025-03-31,0.1683,0.0552,9518353410,3907450687
2024-12-31,0.644,0.1316,38116972286,14954353821
2024-09-30,0.5088,0.0394,29026298540,11810588212
2024-06-30,0.3624,0.1487,19837572518,8415622121
2024-03-31,0.1595,0.0411,8951113976,3696452941
2023-12-31,0.5691,-0.2333,37551570006,13203137529
2023-09-30,0.4895,-0.2695,27433687327,11359058717
2023-06-30,0.3155,-0.3225,16111541335,7327665994
2023-03-31,0.1532,-0.3539,7648688922,3550868043
2022-12-31,0.7423,0.1716,37279806724,17223915521
2022-09-30,0.6701,0.3225,29235573677,15548718926
2022-06-30,0.4657,0.2379,20094438006,10813599769
2022-03-31,0.2371,0.8611,12412641600,5494232906
2021-12-31,0.6336,0.7674,34288697334,14682049061
2021-09-30,0.5067,0.9541,26237762344,11742125593
2021-06-30,0.3762,1.2717,17362678537,8717621017
2021-03-31,0.1274,0.7719,7685310646,2953262425
2020-12-31,0.3585,-0.0834,26119460820,8307143208
2020-09-30,0.2593,-0.112,19214860072,6009561113
2020-06-30,0.1656,-0.1224,12038672650,3838704247
2020-03-31,0.0719,-0.1327,5398535324,1666503559
2019-12-31,0.3911,-0.118,36101631985,9062278384
2019-09-30,0.292,0.3243,26610004576,6766942245
2019-06-30,0.1887,0.2916,17198832229,4373200457
2019-03-31,0.0829,0.1643,8158765322,1922231042
2018-12-31,0.4434,-0.1093,38042544621,10276342534
2018-09-30,0.2205,0.073,26083892275,5109122994
2018-06-30,0.1461,0.0041,17509798031,3386511357
2018-03-31,0.0712,0.4442,8643783337,1650974110
2017-12-31,0.4978,0.6627,37423946227,11536191567
2017-09-30,0.2055,0.2032,25215351179,4763294170
2017-06-30,0.1455,0.1557,16718310110,3372807282
2017-03-31,0.0493,-0.0627,7992518198,1141577613
2016-12-31,0.2994,0.0494,31359178524,6939077201
2016-09-30,0.1708,-0.1339,22812670906,3958005195
