date,流动比率,长期负债合计,净资产收益率(ROE),总资产收益率(ROA),应收账款,资产合计,经营活动产生的现金流量净额对净利润的比率,经营活动产生的现金流量净额,流动资产合计,归属于母公司普通股股东的净利润,资产负债率,自由现金流量,流动负债合计,速动比率,毛利率(GM),所有者权益合计,营业收入,货币资金,净利润率,资本回报率(ROIC),基本每股收益,有息负债率,负债合计
2026-03-31,2.2551,29384415236,0.0967,0.0683,4669044266,228542753593,0.8073,3336656591,64561864,4007930878,0.2909,7184920160,313718009,1.9564,0.3676,162070440721,10283797181,118494998965.36,0.3759,0.0777,0.1724,0.2173,66472312872
