日期,理杏仁前复权(元),前复权(元),后复权(元),股价(元),市值(元),流通市值(元),自由流通市值(元),行业中位数,PE-TTM,PE-TTM 分位点,PE-TTM 80%分位点值,PE-TTM 50%分位点值,PE-TTM 20%分位点值
2026-07-03,=124.1200,=124.1200,=124.1200,=124.1200,=370343938078.6001,=306983544134.0,=306983544133.52,,=18.3975,,,,
2026-07-02,=121.3000,=121.3000,=121.3000,=121.3000,=361929742901.5,=300008893840.0,=300008893839.8,,=17.9795,,,,
2026-07-01,=125.2000,=125.2000,=125.2000,=125.2000,=373566395806.0,=309654686799.0,=309654686799.2,,=18.5576,,,,
2026-06-30,=124.5100,=124.5100,=124.5100,=124.5100,=371507603369.05,=307948123429.0,=307948123429.46,,=18.4553,,,,
2026-06-29,=126.1700,=126.1700,=126.1700,=126.1700,=376460640246.35,=312053768638.0,=312053768637.82,,=18.7013,,,,
2026-06-26,=118.1800,=118.1800,=118.1800,=118.1800,=352620420577.9,=292292259472.0,=292292259472.28,,=17.5170,,,,
2026-06-25,=117.2200,=117.2200,=117.2200,=117.2200,=349756013709.1,=289917910436.0,=289917910436.12,,=17.3747,,,,
2026-06-24,=115.4000,=115.4000,=115.4000,=115.4000,=344325575687.0,=285416540388.0,=285416540388.4,,=17.1050,,,,
2026-06-23,=106.3100,=106.3100,=106.3100,=106.3100,=317203223148.05,=262934422952.0,=262934422952.26,,=15.7576,,,,
2026-06-22,=106.8300,=106.8300,=106.8300,=106.8300,=318754776868.65,=264220528680.0,=264220528680.18,,=15.8347,,,,
2026-06-18,=102.7200,=102.7200,=102.7200,=102.7200,=306491534961.6,=254055346869.0,=254055346869.12,,=15.2255,,,,
2026-06-17,=98.2000,=98.2000,=98.2000,=98.2000,=293004952621.0,=242876120157.0,=242876120157.2,,=14.5555,,,,
2026-06-16,=98.1600,=98.1600,=98.1600,=98.1600,=292885602334.8,=242777188947.0,=242777188947.36,,=14.5496,,,,
2026-06-15,=99.3700,=99.3700,=99.3700,=99.3700,=296495948492.3501,=245769858045.0,=245769858045.02,,=14.7290,,,,
2026-06-12,=99.7100,=99.7100,=99.7100,=99.7100,=297510425925.05,=246610773329.0,=246610773328.66,,=14.7794,,,,
2026-06-11,=97.0700,=97.0700,=97.0700,=97.0700,=289633307035.85,=240081313479.0,=240081313479.22,,=14.3880,,,,
2026-06-10,=97.0400,=97.0400,=97.0400,=97.0400,=289543794321.2,=240007115072.0,=240007115071.8401,,=14.3836,,,,
2026-06-09,=93.4800,=93.4800,=93.4800,=93.4800,=278921618849.4,=231202237396.0,=231202237396.08,,=13.8559,,,,
2026-06-08,=96.0000,=96.0000,=96.0000,=96.0000,=286440686880.0,=237434903616.0,=237434903616.0,,=14.2294,,,,
2026-06-05,=96.5600,=96.5600,=96.5600,=96.5600,=288111590886.8,=238819940554.0,=238819940553.76,,=14.3124,,,,
