date,资本回报率(ROIC),长期负债合计,流动比率,自由现金流量,应收账款,归属于母公司普通股股东的净利润,资产负债率,资产合计,流动资产合计,净利润率,经营活动产生的现金流量净额对净利润的比率,流动负债合计,负债合计,速动比率,毛利率(GM),净资产收益率(ROE),所有者权益合计,基本每股收益,总资产收益率(ROA),经营活动产生的现金流量净额,有息负债率,营业收入,货币资金
2026-03-31,0.0855,43492048000,1.1528,14849600000,9158885000,3844352000,0.4531,374333201000,3156562000,0.1489,1.6419,2737445000,169611154000,1.0276,0.2778,0.1068,204722047000,0.29,0.0587,5747394000,0.1934,34188624000,228049010480
