date,货币资金,总资产收益率(ROA),营业收入,归属于母公司普通股股东的净利润,流动资产合计,净资产收益率(ROE),自由现金流量,速动比率,毛利率(GM),所有者权益合计,长期负债合计,资产负债率,负债合计,经营活动产生的现金流量净额,净利润率,资产合计,基本每股收益,流动比率,应收账款,流动负债合计,有息负债率,资本回报率(ROIC),经营活动产生的现金流量净额对净利润的比率
2026-03-31,110200615380.18,0.0317,56782594376,4483918670,60875602,0.0914,4508435548,0.4537,0.1856,207007369858,159129797786,0.6632,407690988572,12436770516,0.0844,614698358430,0.25,0.5174,48481664612,628134470,0.5249,0.0481,3.2674
