date,基本每股收益,累积同比,归属于母公司普通股股东的净利润,营业收入
2026-03-31,0.25,-0.0741,4483918670,56782594376
2025-12-31,0.74,0.6087,14409553809,229288057955
2025-09-30,0.81,0.5283,14840905124,172974894698
2025-06-30,0.5,0.3158,9261884951,112032082664
2025-03-31,0.27,0.08,4972738942,60334914635
2024-12-31,0.46,0.3143,10135493813,245550923498
2024-09-30,0.53,-0.197,10412915465,184395715008
2024-06-30,0.38,0.2258,7453818372,118805857937
2024-03-31,0.25,1.5,4596138134,65366884717
2023-12-31,0.35,1.5738,8445560446,254396694532
2023-09-30,0.66,2.8857,12563618458,191321713923
2023-06-30,0.31,2.1923,6308284637,126032267458
2023-03-31,0.1,2.1111,2250283365,65269368192
2022-12-31,-0.61,0.2078,-7387119286,246724789201
2022-09-30,-0.35,-7.75,-3942298192,183952785144
2022-06-30,-0.26,-2.1818,-3008687276,116869061918
2022-03-31,-0.09,-1.5294,-956338198,65250379565
2021-12-31,-0.79,-5.3889,-10264365567,204605083056
2021-09-30,-0.05,-1.1,782886659,145005454078
2021-06-30,0.21,-0.3438,4282135954,95115588347
2021-03-31,0.17,0.5455,3126672348,49909188093
2020-12-31,0.18,2,4564989863,169439187471
2020-09-30,0.5,0.5625,9133456650,121823399760
2020-06-30,0.32,0.3913,5732920707,79121704124
2020-03-31,0.11,-0.3125,2060247568,40351319168
2019-12-31,0.06,-0.1429,1686459523,173484800604
2019-09-30,0.32,1.6667,5389071929,127232482273
2019-06-30,0.23,0.7692,3819998892,83417373675
2019-03-31,0.16,1,2655793776,45651700763
2018-12-31,0.07,-0.3636,1438881447,169861164810
2018-09-30,0.12,-0.3684,1988919775,125989106036
2018-06-30,0.13,1.6,2128710393,82404918640
2018-03-31,0.08,1,1218968123,43255634634
2017-12-31,0.11,-0.8382,1793150950,152459443954
2017-09-30,0.19,-0.7397,2860339024,111074350642
2017-06-30,0.05,-0.902,787572539,71433688713
2017-03-31,0.04,-0.8788,651979268,37577079025
2016-12-31,0.58,-0.3895,8814290887,113814235972
2016-09-30,0.62,-0.3261,9388699756,83220630924
