date,市值(元),PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,股息率
2026-05-11,117421738325.32,9.0997,,,,,2.0110,,,,,1.6761,,,,,0.5202,,,,,8.4350,,,,,0.0535
2026-05-08,113968157786.34,8.8321,,,,,1.9518,,,,,1.6268,,,,,0.5049,,,,,8.1869,,,,,0.0551
2026-05-07,114125138719.93,8.8442,,,,,1.9545,,,,,1.6290,,,,,0.5056,,,,,8.1982,,,,,0.0550
2026-05-06,112241367516.85,8.6982,,,,,1.9222,,,,,1.6021,,,,,0.4972,,,,,8.0629,,,,,0.0559
2026-04-30,109729672579.41,8.5036,,,,,1.8792,,,,,1.5663,,,,,0.4861,,,,,7.8825,,,,,0.0572
2026-04-29,110200615380.18,8.5401,,,,,1.8873,,,,,1.5730,,,,,0.4882,,,,,7.9163,,,,,0.0570
2026-04-28,108473825110.69,8.0461,,,,,2.0450,,,,,1.6706,,,,,0.4731,,,,,7.5279,,,,,0.0579
2026-04-27,109101748845.05,8.0927,,,,,2.0568,,,,,1.6803,,,,,0.4758,,,,,7.5715,,,,,0.0576
2026-04-24,109572691645.82,8.1276,,,,,2.0657,,,,,1.6875,,,,,0.4779,,,,,7.6042,,,,,0.0573
2026-04-23,109729672579.41,8.1392,,,,,2.0686,,,,,1.6900,,,,,0.4786,,,,,7.6151,,,,,0.0572
2026-04-22,109415710712.23,8.1160,,,,,2.0627,,,,,1.6851,,,,,0.4772,,,,,7.5933,,,,,0.0574
2026-04-21,110200615380.18,8.1742,,,,,2.0775,,,,,1.6972,,,,,0.4806,,,,,7.6477,,,,,0.0570
2026-04-20,108473825110.69,8.0461,,,,,2.0450,,,,,1.6706,,,,,0.4731,,,,,7.5279,,,,,0.0579
2026-04-17,108944767911.46,8.0810,,,,,2.0538,,,,,1.6779,,,,,0.4751,,,,,7.5606,,,,,0.0576
2026-04-16,109729672579.41,8.1392,,,,,2.0686,,,,,1.6900,,,,,0.4786,,,,,7.6151,,,,,0.0572
2026-04-15,109886653513.0,8.1509,,,,,2.0716,,,,,1.6924,,,,,0.4793,,,,,7.6260,,,,,0.0571
2026-04-14,109101748845.05,8.0927,,,,,2.0568,,,,,1.6803,,,,,0.4758,,,,,7.5715,,,,,0.0576
2026-04-13,108630806044.28,8.0577,,,,,2.0479,,,,,1.6730,,,,,0.4738,,,,,7.5388,,,,,0.0578
2026-04-10,107374958575.56,7.9646,,,,,2.0242,,,,,1.6537,,,,,0.4683,,,,,7.4517,,,,,0.0585
2026-04-09,107217977641.97,7.9529,,,,,2.0213,,,,,1.6513,,,,,0.4676,,,,,7.4408,,,,,0.0586
2026-04-08,107688920442.74,7.9879,,,,,2.0302,,,,,1.6585,,,,,0.4697,,,,,7.4734,,,,,0.0583
2026-04-07,105491187372.48,7.8249,,,,,1.9887,,,,,1.6247,,,,,0.4601,,,,,7.3209,,,,,0.0595
2026-04-03,108159863243.51,8.0228,,,,,2.0390,,,,,1.6658,,,,,0.4717,,,,,7.5061,,,,,0.0581
2026-04-02,110357596313.77,8.1858,,,,,2.0805,,,,,1.6996,,,,,0.4813,,,,,7.6586,,,,,0.0569
2026-04-01,110828539114.54,8.2208,,,,,2.0893,,,,,1.7069,,,,,0.4834,,,,,7.6913,,,,,0.0567
2026-03-31,110200615380.18,8.1742,,,,,2.0775,,,,,1.6972,,,,,0.4806,,,,,7.6477,,,,,0.0570
2026-03-30,112398348450.44,8.3372,,,,,2.1189,,,,,1.7311,,,,,0.4902,,,,,7.8003,,,,,0.0559
2026-03-27,117578719258.91,8.7215,,,,,2.2166,,,,,1.8108,,,,,0.5128,,,,,8.1598,,,,,0.0534
2026-03-26,118206642993.27,8.7680,,,,,2.2284,,,,,1.8205,,,,,0.5155,,,,,8.2034,,,,,0.0531
2026-03-25,120561356997.12,8.9427,,,,,2.2728,,,,,1.8568,,,,,0.5258,,,,,8.3668,,,,,0.0521
2026-03-24,118049662059.68,8.1294,,,,,2.1496,,,,,1.7658,,,,,0.5042,,,,,8.1059,,,,,0.0359
2026-03-23,115224005255.06,7.9348,,,,,2.0982,,,,,1.7235,,,,,0.4921,,,,,7.9118,,,,,0.0368
2026-03-20,118363623926.86,8.1510,,,,,2.1553,,,,,1.7705,,,,,0.5055,,,,,8.1274,,,,,0.0358
2026-03-19,117421738325.32,8.0862,,,,,2.1382,,,,,1.7564,,,,,0.5015,,,,,8.0628,,,,,0.0361
2026-03-18,117578719258.91,8.0970,,,,,2.1411,,,,,1.7587,,,,,0.5022,,,,,8.0735,,,,,0.0360
2026-03-17,117578719258.91,8.0970,,,,,2.1411,,,,,1.7587,,,,,0.5022,,,,,8.0735,,,,,0.0360
2026-03-16,119933433262.76,8.2591,,,,,2.1839,,,,,1.7939,,,,,0.5123,,,,,8.2352,,,,,0.0353
2026-03-13,123230032868.15,8.4862,,,,,2.2440,,,,,1.8433,,,,,0.5263,,,,,8.4616,,,,,0.0344
2026-03-12,123700975668.92,8.5186,,,,,2.2525,,,,,1.8503,,,,,0.5283,,,,,8.4939,,,,,0.0343
2026-03-11,121032299797.89,8.3348,,,,,2.2039,,,,,1.8104,,,,,0.5169,,,,,8.3107,,,,,0.0350
2026-03-10,118049662059.68,8.1294,,,,,2.1496,,,,,1.7658,,,,,0.5042,,,,,8.1059,,,,,0.0359
2026-03-09,118991547661.22,8.1943,,,,,2.1668,,,,,1.7799,,,,,0.5082,,,,,8.1705,,,,,0.0356
2026-03-06,119462490461.99,8.2267,,,,,2.1754,,,,,1.7869,,,,,0.5102,,,,,8.2029,,,,,0.0355
2026-03-05,117421738325.32,8.0862,,,,,2.1382,,,,,1.7564,,,,,0.5015,,,,,8.0628,,,,,0.0361
2026-03-04,116008909923.01,7.9889,,,,,2.1125,,,,,1.7352,,,,,0.4955,,,,,7.9657,,,,,0.0365
2026-03-03,116636833657.37,8.0321,,,,,2.1239,,,,,1.7446,,,,,0.4982,,,,,8.0089,,,,,0.0363
2026-03-02,116165890856.6,7.9997,,,,,2.1153,,,,,1.7376,,,,,0.4962,,,,,7.9765,,,,,0.0365
2026-02-27,113654195919.16,7.8267,,,,,2.0696,,,,,1.7000,,,,,0.4854,,,,,7.8041,,,,,0.0373
2026-02-26,111299481915.31,7.6646,,,,,2.0267,,,,,1.6648,,,,,0.4754,,,,,7.6424,,,,,0.0381
2026-02-25,109572691645.82,7.5457,,,,,1.9953,,,,,1.6390,,,,,0.4680,,,,,7.5238,,,,,0.0387
2026-02-24,110671558180.95,7.6213,,,,,2.0153,,,,,1.6554,,,,,0.4727,,,,,7.5993,,,,,0.0383
2026-02-13,109415710712.23,7.5348,,,,,1.9924,,,,,1.6366,,,,,0.4673,,,,,7.5130,,,,,0.0387
2026-02-12,109415710712.23,7.5348,,,,,1.9924,,,,,1.6366,,,,,0.4673,,,,,7.5130,,,,,0.0387
2026-02-11,108944767911.46,7.5024,,,,,1.9838,,,,,1.6296,,,,,0.4653,,,,,7.4807,,,,,0.0389
2026-02-10,108944767911.46,7.5024,,,,,1.9838,,,,,1.6296,,,,,0.4653,,,,,7.4807,,,,,0.0389
2026-02-09,109258729778.64,7.5240,,,,,1.9895,,,,,1.6343,,,,,0.4667,,,,,7.5022,,,,,0.0388
2026-02-06,108630806044.28,7.4808,,,,,1.9781,,,,,1.6249,,,,,0.4640,,,,,7.4591,,,,,0.0390
2026-02-05,108787786977.87,7.4916,,,,,1.9810,,,,,1.6272,,,,,0.4646,,,,,7.4699,,,,,0.0390
2026-02-04,109258729778.64,7.5240,,,,,1.9895,,,,,1.6343,,,,,0.4667,,,,,7.5022,,,,,0.0388
2026-02-03,107531939509.15,7.4051,,,,,1.9581,,,,,1.6084,,,,,0.4593,,,,,7.3837,,,,,0.0394
2026-02-02,107531939509.15,7.4051,,,,,1.9581,,,,,1.6084,,,,,0.4593,,,,,7.3837,,,,,0.0394
2026-01-30,110828539114.54,7.6321,,,,,2.0181,,,,,1.6578,,,,,0.4734,,,,,7.6100,,,,,0.0382
2026-01-29,110985520048.13,7.6430,,,,,2.0210,,,,,1.6601,,,,,0.4740,,,,,7.6208,,,,,0.0382
2026-01-28,110985520048.13,7.6430,,,,,2.0210,,,,,1.6601,,,,,0.4740,,,,,7.6208,,,,,0.0382
2026-01-27,113026272184.8,7.7835,,,,,2.0582,,,,,1.6906,,,,,0.4827,,,,,7.7609,,,,,0.0375
2026-01-26,116008909923.01,7.9889,,,,,2.1125,,,,,1.7352,,,,,0.4955,,,,,7.9657,,,,,0.0365
2026-01-23,115380986188.65,7.9456,,,,,2.1010,,,,,1.7259,,,,,0.4928,,,,,7.9226,,,,,0.0367
2026-01-22,116479852723.78,8.0213,,,,,2.1210,,,,,1.7423,,,,,0.4975,,,,,7.9981,,,,,0.0364
2026-01-21,116793814590.96,8.0429,,,,,2.1268,,,,,1.7470,,,,,0.4988,,,,,8.0196,,,,,0.0363
2026-01-20,118363623926.86,8.1510,,,,,2.1553,,,,,1.7705,,,,,0.5055,,,,,8.1274,,,,,0.0358
2026-01-19,117578719258.91,8.0970,,,,,2.1411,,,,,1.7587,,,,,0.5022,,,,,8.0735,,,,,0.0360
2026-01-16,117107776458.14,8.0646,,,,,2.1325,,,,,1.7517,,,,,0.5002,,,,,8.0412,,,,,0.0362
2026-01-15,116165890856.6,7.9997,,,,,2.1153,,,,,1.7376,,,,,0.4962,,,,,7.9765,,,,,0.0365
2026-01-14,115224005255.06,7.9348,,,,,2.0982,,,,,1.7235,,,,,0.4921,,,,,7.9118,,,,,0.0368
2026-01-13,116479852723.78,8.0213,,,,,2.1210,,,,,1.7423,,,,,0.4975,,,,,7.9981,,,,,0.0364
2026-01-12,116008909923.01,7.9889,,,,,2.1125,,,,,1.7352,,,,,0.4955,,,,,7.9657,,,,,0.0365
2026-01-09,115851928989.42,7.9781,,,,,2.1096,,,,,1.7329,,,,,0.4948,,,,,7.9550,,,,,0.0366
2026-01-08,116008909923.01,7.9889,,,,,2.1125,,,,,1.7352,,,,,0.4955,,,,,7.9657,,,,,0.0365
2026-01-07,116479852723.78,8.0213,,,,,2.1210,,,,,1.7423,,,,,0.4975,,,,,7.9981,,,,,0.0364
2026-01-06,116793814590.96,8.0429,,,,,2.1268,,,,,1.7470,,,,,0.4988,,,,,8.0196,,,,,0.0363
2026-01-05,116479852723.78,8.0213,,,,,2.1210,,,,,1.7423,,,,,0.4975,,,,,7.9981,,,,,0.0364
2025-12-31,117107776458.14,8.0646,,,,,2.1325,,,,,1.7517,,,,,0.5002,,,,,8.0412,,,,,0.0362
2025-12-30,116008909923.01,7.9889,,,,,2.1125,,,,,1.7352,,,,,0.4955,,,,,7.9657,,,,,0.0365
2025-12-29,120561356997.12,8.3024,,,,,2.1954,,,,,1.8033,,,,,0.5149,,,,,8.2783,,,,,0.0352
2025-12-26,126997575274.31,8.7456,,,,,2.3126,,,,,1.8996,,,,,0.5424,,,,,8.7203,,,,,0.0334
2025-12-25,125427765938.41,8.6375,,,,,2.2840,,,,,1.8761,,,,,0.5357,,,,,8.6125,,,,,0.0338
2025-12-24,125270785004.82,8.6267,,,,,2.2811,,,,,1.8738,,,,,0.5350,,,,,8.6017,,,,,0.0338
2025-12-23,124485880336.87,8.5726,,,,,2.2668,,,,,1.8620,,,,,0.5317,,,,,8.5478,,,,,0.0340
2025-12-22,123073051934.56,8.4754,,,,,2.2411,,,,,1.8409,,,,,0.5257,,,,,8.4508,,,,,0.0344
2025-12-19,122759090067.38,8.4537,,,,,2.2354,,,,,1.8362,,,,,0.5243,,,,,8.4292,,,,,0.0345
2025-12-18,123543994735.33,8.5078,,,,,2.2497,,,,,1.8480,,,,,0.5277,,,,,8.4831,,,,,0.0343
2025-12-17,122602109133.79,8.4429,,,,,2.2325,,,,,1.8339,,,,,0.5236,,,,,8.4185,,,,,0.0346
2025-12-16,121660223532.25,8.3781,,,,,2.2154,,,,,1.8198,,,,,0.5196,,,,,8.3538,,,,,0.0348
2025-12-15,123857956602.51,8.5294,,,,,2.2554,,,,,1.8527,,,,,0.5290,,,,,8.5047,,,,,0.0342
2025-12-12,123230032868.15,8.4862,,,,,2.2440,,,,,1.8433,,,,,0.5263,,,,,8.4616,,,,,0.0344
2025-12-11,122759090067.38,8.4537,,,,,2.2354,,,,,1.8362,,,,,0.5243,,,,,8.4292,,,,,0.0345
2025-12-10,122759090067.38,8.4537,,,,,2.2354,,,,,1.8362,,,,,0.5243,,,,,8.4292,,,,,0.0345
2025-12-09,122288147266.61,8.4213,,,,,2.2268,,,,,1.8292,,,,,0.5223,,,,,8.3969,,,,,0.0347
2025-12-08,122445128200.2,8.4321,,,,,2.2297,,,,,1.8315,,,,,0.5230,,,,,8.4077,,,,,0.0346
2025-12-05,123857956602.51,8.5294,,,,,2.2554,,,,,1.8527,,,,,0.5290,,,,,8.5047,,,,,0.0342
2025-12-04,124485880336.87,8.5726,,,,,2.2668,,,,,1.8620,,,,,0.5317,,,,,8.5478,,,,,0.0340
2025-12-03,125427765938.41,8.6375,,,,,2.2840,,,,,1.8761,,,,,0.5357,,,,,8.6125,,,,,0.0338
2025-12-02,123857956602.51,8.5294,,,,,2.2554,,,,,1.8527,,,,,0.5290,,,,,8.5047,,,,,0.0342
2025-12-01,124171918469.69,8.5510,,,,,2.2611,,,,,1.8573,,,,,0.5304,,,,,8.5263,,,,,0.0341
2025-11-28,122131166333.02,8.4105,,,,,2.2239,,,,,1.8268,,,,,0.5216,,,,,8.3861,,,,,0.0347
2025-11-27,124328899403.28,8.5618,,,,,2.2640,,,,,1.8597,,,,,0.5310,,,,,8.5370,,,,,0.0341
2025-11-26,122445128200.2,8.4321,,,,,2.2297,,,,,1.8315,,,,,0.5230,,,,,8.4077,,,,,0.0346
2025-11-25,121032299797.89,8.3348,,,,,2.2039,,,,,1.8104,,,,,0.5169,,,,,8.3107,,,,,0.0350
2025-11-24,120090414196.35,8.2700,,,,,2.1868,,,,,1.7963,,,,,0.5129,,,,,8.2460,,,,,0.0353
2025-11-21,121189280731.48,8.3456,,,,,2.2068,,,,,1.8127,,,,,0.5176,,,,,8.3214,,,,,0.0350
2025-11-20,123387013801.74,8.4970,,,,,2.2468,,,,,1.8456,,,,,0.5270,,,,,8.4724,,,,,0.0344
2025-11-19,124014937536.1,8.5402,,,,,2.2583,,,,,1.8550,,,,,0.5297,,,,,8.5155,,,,,0.0342
2025-11-18,122759090067.38,8.4537,,,,,2.2354,,,,,1.8362,,,,,0.5243,,,,,8.4292,,,,,0.0345
2025-11-17,123543994735.33,8.5078,,,,,2.2497,,,,,1.8480,,,,,0.5277,,,,,8.4831,,,,,0.0343
2025-11-14,124328899403.28,8.5618,,,,,2.2640,,,,,1.8597,,,,,0.5310,,,,,8.5370,,,,,0.0341
2025-11-13,126683613407.13,8.7240,,,,,2.3068,,,,,1.8949,,,,,0.5411,,,,,8.6987,,,,,0.0335
2025-11-12,127939460875.85,8.8105,,,,,2.3297,,,,,1.9137,,,,,0.5464,,,,,8.7849,,,,,0.0331
2025-11-11,128567384610.21,8.8537,,,,,2.3412,,,,,1.9231,,,,,0.5491,,,,,8.8281,,,,,0.0330
2025-11-10,129823232078.93,8.9402,,,,,2.3640,,,,,1.9419,,,,,0.5545,,,,,8.9143,,,,,0.0326
2025-11-07,129509270211.75,8.9186,,,,,2.3583,,,,,1.9372,,,,,0.5532,,,,,8.8927,,,,,0.0327
2025-11-06,129823232078.93,8.9402,,,,,2.3640,,,,,1.9419,,,,,0.5545,,,,,8.9143,,,,,0.0326
2025-11-05,128096441809.44,8.8213,,,,,2.3326,,,,,1.9161,,,,,0.5471,,,,,8.7957,,,,,0.0331
2025-11-04,127625499008.67,8.7889,,,,,2.3240,,,,,1.9090,,,,,0.5451,,,,,8.7634,,,,,0.0332
2025-11-03,128253422743.03,8.8321,,,,,2.3354,,,,,1.9184,,,,,0.5478,,,,,8.8065,,,,,0.0330
2025-10-31,127625499008.67,8.7889,,,,,2.3240,,,,,1.9090,,,,,0.5451,,,,,8.7634,,,,,0.0332
2025-10-30,131550022348.42,9.0591,,,,,2.3955,,,,,1.9677,,,,,0.5619,,,,,9.0329,,,,,0.0322
2025-10-29,129666251145.34,8.9294,,,,,2.3612,,,,,1.9395,,,,,0.5538,,,,,8.9035,,,,,0.0327
2025-10-28,121346261665.07,9.9895,,,,,2.4361,,,,,1.9579,,,,,0.5082,,,,,10.1600,,,,,0.0349
2025-10-27,121660223532.25,10.0154,,,,,2.4424,,,,,1.9630,,,,,0.5095,,,,,10.1863,,,,,0.0348
2025-10-24,118520604860.45,9.7569,,,,,2.3793,,,,,1.9123,,,,,0.4964,,,,,9.9234,,,,,0.0358
2025-10-23,121503242598.66,10.0024,,,,,2.4392,,,,,1.9604,,,,,0.5089,,,,,10.1731,,,,,0.0349
2025-10-22,118834566727.63,9.7827,,,,,2.3856,,,,,1.9174,,,,,0.4977,,,,,9.9497,,,,,0.0357
2025-10-21,117578719258.91,9.6794,,,,,2.3604,,,,,1.8971,,,,,0.4924,,,,,9.8445,,,,,0.0360
2025-10-20,117578719258.91,9.6794,,,,,2.3604,,,,,1.8971,,,,,0.4924,,,,,9.8445,,,,,0.0360
2025-10-17,117421738325.32,9.6664,,,,,2.3573,,,,,1.8946,,,,,0.4918,,,,,9.8314,,,,,0.0361
2025-10-16,117421738325.32,9.6664,,,,,2.3573,,,,,1.8946,,,,,0.4918,,,,,9.8314,,,,,0.0361
2025-10-15,116479852723.78,9.5889,,,,,2.3384,,,,,1.8794,,,,,0.4878,,,,,9.7525,,,,,0.0364
2025-10-14,115224005255.06,9.4855,,,,,2.3131,,,,,1.8591,,,,,0.4826,,,,,9.6474,,,,,0.0368
2025-10-13,114439100587.11,9.4209,,,,,2.2974,,,,,1.8465,,,,,0.4793,,,,,9.5817,,,,,0.0370
2025-10-10,114596081520.7,9.4338,,,,,2.3005,,,,,1.8490,,,,,0.4799,,,,,9.5948,,,,,0.0370
2025-10-09,114282119653.52,9.4080,,,,,2.2942,,,,,1.8439,,,,,0.4786,,,,,9.5685,,,,,0.0371
2025-09-30,110828539114.54,9.1237,,,,,2.2249,,,,,1.7882,,,,,0.4642,,,,,9.2794,,,,,0.0382
2025-09-29,111770424716.08,9.2012,,,,,2.2438,,,,,1.8034,,,,,0.4681,,,,,9.3582,,,,,0.0379
2025-09-26,111927405649.67,9.2141,,,,,2.2470,,,,,1.8059,,,,,0.4688,,,,,9.3714,,,,,0.0379
2025-09-25,112241367516.85,9.2400,,,,,2.2533,,,,,1.8110,,,,,0.4701,,,,,9.3976,,,,,0.0378
2025-09-24,113968157786.34,9.3821,,,,,2.2879,,,,,1.8389,,,,,0.4773,,,,,9.5422,,,,,0.0372
2025-09-23,113654195919.16,9.3563,,,,,2.2816,,,,,1.8338,,,,,0.4760,,,,,9.5159,,,,,0.0373
2025-09-22,113497214985.57,9.3434,,,,,2.2785,,,,,1.8313,,,,,0.4753,,,,,9.5028,,,,,0.0373
2025-09-19,115694948055.83,9.5243,,,,,2.3226,,,,,1.8667,,,,,0.4845,,,,,9.6868,,,,,0.0366
2025-09-18,115851928989.42,9.5372,,,,,2.3258,,,,,1.8693,,,,,0.4852,,,,,9.6999,,,,,0.0366
2025-09-17,118206642993.27,9.7311,,,,,2.3730,,,,,1.9073,,,,,0.4951,,,,,9.8971,,,,,0.0359
2025-09-16,118520604860.45,9.7569,,,,,2.3793,,,,,1.9123,,,,,0.4964,,,,,9.9234,,,,,0.0358
2025-09-15,120090414196.35,9.8861,,,,,2.4108,,,,,1.9376,,,,,0.5029,,,,,10.0548,,,,,0.0353
2025-09-12,121817204465.84,10.0283,,,,,2.4455,,,,,1.9655,,,,,0.5102,,,,,10.1994,,,,,0.0348
2025-09-11,120561356997.12,9.9249,,,,,2.4203,,,,,1.9452,,,,,0.5049,,,,,10.0943,,,,,0.0352
2025-09-10,121346261665.07,9.9895,,,,,2.4361,,,,,1.9579,,,,,0.5082,,,,,10.1600,,,,,0.0349
2025-09-09,121817204465.84,10.0283,,,,,2.4455,,,,,1.9655,,,,,0.5102,,,,,10.1994,,,,,0.0348
2025-09-08,121503242598.66,10.0024,,,,,2.4392,,,,,1.9604,,,,,0.5089,,,,,10.1731,,,,,0.0349
2025-09-05,118520604860.45,9.7569,,,,,2.3793,,,,,1.9123,,,,,0.4964,,,,,9.9234,,,,,0.0358
2025-09-04,116793814590.96,9.6147,,,,,2.3447,,,,,1.8845,,,,,0.4891,,,,,9.7788,,,,,0.0363
2025-09-03,117892681126.09,9.7052,,,,,2.3667,,,,,1.9022,,,,,0.4937,,,,,9.8708,,,,,0.0360
2025-09-02,118520604860.45,9.7569,,,,,2.3793,,,,,1.9123,,,,,0.4964,,,,,9.9234,,,,,0.0358
2025-09-01,117421738325.32,9.6664,,,,,2.3573,,,,,1.8946,,,,,0.4918,,,,,9.8314,,,,,0.0361
2025-08-29,115851928989.42,9.5372,,,,,2.3258,,,,,1.8693,,,,,0.4852,,,,,9.6999,,,,,0.0366
2025-08-28,115067024321.47,9.4726,,,,,2.3100,,,,,1.8566,,,,,0.4819,,,,,9.6342,,,,,0.0368
2025-08-27,115224005255.06,9.4855,,,,,2.3131,,,,,1.8591,,,,,0.4826,,,,,9.6474,,,,,0.0368
2025-08-26,116479852723.78,9.5889,,,,,2.3384,,,,,1.8794,,,,,0.4878,,,,,9.7525,,,,,0.0364
2025-08-25,116950795524.55,9.6277,,,,,2.3478,,,,,1.8870,,,,,0.4898,,,,,9.7920,,,,,0.0362
2025-08-22,114910043387.88,9.4597,,,,,2.3068,,,,,1.8541,,,,,0.4812,,,,,9.6211,,,,,0.0369
2025-08-21,116008909923.01,9.5501,,,,,2.3289,,,,,1.8718,,,,,0.4858,,,,,9.7131,,,,,0.0365
