date,营业收入,累积同比,基本每股收益,归属于母公司普通股股东的净利润
2026-03-31,8025174114,-0.1419,2.52,3708450418
2025-12-31,25731010647,-0.1752,7.36,10830713936
2025-09-30,23127459902,-0.0484,7.31,10762394649
2025-06-30,16453732905,-0.0267,5.21,7662907813
2025-03-31,9352165446,0.0178,3.13,4592780510
2024-12-31,31196248208,0.0319,9.18,13472986476
2024-09-30,24303555187,0.1076,7.89,11593041150
2024-06-30,16904885169,0.1584,5.46,8027538165
2024-03-31,9188402378,0.2074,3.12,4573950130
2023-12-31,30233301388,0.2034,9.02,13246394701
2023-09-30,21942722319,0.2521,7.19,10566121970
2023-06-30,14593051774,0.2511,4.82,7090426787
2023-03-31,7610153819,0.2057,2.53,3712618631
2022-12-31,25123563272,0.2171,7.06,10365383282
2022-09-30,17524835252,0.242,5.59,8217303913
2022-06-30,11664377553,0.2519,3.76,5531926340
2022-03-31,6311964676,0.2615,1.96,2875658916
2021-12-31,20642261724,0.2396,5.43,7955554352
2021-09-30,14109824614,0.2165,4.28,6275501422
2021-06-30,9317097027,0.2204,2.89,4226316722
2021-03-31,5003680377,0.4085,1.48,2166766179
2020-12-31,16652854550,0.0528,4.1,6005723069
2020-09-30,11598978279,0.0106,3.29,4815378967
2020-06-30,7634482902,-0.0472,2.2,3220452190
2020-03-31,3552467494,-0.1479,1.17,1707145860
2019-12-31,15816934273,0.2115,3.17,4641988857
2019-09-30,11476895744,0.239,2.591,3795286669
2019-06-30,8013035020,0.2481,1.877,2749781041
2019-03-31,4169227565,0.2372,1.034,1514560517
2018-12-31,13055465762,0.256,2.38,3485643009
2018-09-30,9262895777,0.2724,1.878,2751035357
2018-06-30,6420333520,0.2549,1.343,1966975622
2018-03-31,3369965694,0.262,0.723,1058558936
2017-12-31,10394867493,0.205,1.798,2557944599
2017-09-30,7280027497,0.2303,1.417,1997394868
2017-06-30,5116014346,0.1941,1.046,1467043515
2017-03-31,2670359546,0.2034,0.569,797468050
2016-12-31,8303996838,0.2034,1.375,1927743516
2016-09-30,5880861432,0.173,1.074,1506376765
