date,所有者权益合计,毛利率(GM),负债合计,自由现金流量,流动资产合计,资本回报率(ROIC),净利润率,经营活动产生的现金流量净额对净利润的比率,营业收入,货币资金,速动比率,有息负债率,长期负债合计,经营活动产生的现金流量净额,基本每股收益,资产合计,净资产收益率(ROE),应收账款,流动负债合计,流动比率,归属于母公司普通股股东的净利润,总资产收益率(ROA),资产负债率
2026-03-31,51733278718,0.864,14433404194,6708790195,0,0.1727,0.4089,0.8377,8025174114,154082884686.84,2.597,0.1011,1652419634,4543022746,2.52,66166682912,0.1956,18974641,2793658686,3.8225,3708450418,0.1501,0.2181
