date,基本每股收益,累积同比,归属于母公司普通股股东的净利润,营业收入
2026-03-31,0.1,-0.0909,2224542173,77061220745
2025-12-31,0.48,0.4118,10345621735,317507793967
2025-09-30,0.37,0.3704,7959428807,232436485309
2025-06-30,0.23,0.0952,4878899277,151372399259
2025-03-31,0.11,0.2222,2434085746,72879660121
2024-12-31,0.34,-0.3704,7361925589,322115845920
2024-09-30,0.27,-0.2895,5882122271,242855678090
2024-06-30,0.21,0.05,4544556734,163251093258
2024-03-31,0.09,0.125,1926223623,80813621073
2023-12-31,0.54,-0.0182,11944052177,344500428315
2023-09-30,0.38,-0.0952,8350419351,255016527318
2023-06-30,0.2,-0.4286,4552374800,169854518475
2023-03-31,0.08,-0.5294,1844953987,78602344011
2022-12-31,0.55,-0.486,12186850692,367778242420
2022-09-30,0.42,-0.5714,9463762952,278252078746
2022-06-30,0.35,-0.4853,7791350648,183654831132
2022-03-31,0.17,-0.2917,3732067296,85979793686
2021-12-31,1.07,0.8772,23631996673,364349298085
2021-09-30,0.98,1.8,21590195387,278222204207
2021-06-30,0.68,2.7778,15078509008,185252045835
2021-03-31,0.24,2.4286,5359008715,83607138720
2020-12-31,0.57,0.0179,12676775744,283674412509
2020-09-30,0.35,-0.125,7858964873,200022646721
2020-06-30,0.18,-0.3571,4002367918,129771799875
2020-03-31,0.07,-0.4167,1536453182,59972773526
2019-12-31,0.56,-0.4167,12423230252,291593978708
2019-09-30,0.4,-0.4366,8874379887,216875605685
2019-06-30,0.28,-0.3778,6187024076,140875946688
2019-03-31,0.12,-0.4783,2725832314,65378240105
2018-12-31,0.97,0.1279,21565163755,304779462646
2018-09-30,0.71,0.3396,15747434222,225320170270
2018-06-30,0.45,0.6071,10009204831,148534090141
2018-03-31,0.23,0.3529,5020535555,67453719152
2017-12-31,0.86,1.0976,19170337570,289092900259
2017-09-30,0.53,0.963,11668343331,251837469527
2017-06-30,0.28,0.6471,6169575197,169932508668
2017-03-31,0.17,1.4286,3786154766,85010052388
2016-12-31,0.55,8.1667,8965514091,185458649583
2016-09-30,0.34,1.4286,5597518068,133435326942
2016-06-30,0.21,0.1053,3468482797,77992799839
