date,metric,value
2026-03-31,净利润率,0.2917
2026-03-31,经营活动产生的现金流量净额对净利润的比率,22.1
2026-03-31,资产负债率,0.9216
2026-03-31,经营活动产生的现金流量净额,63921000000
2026-03-31,净资产收益率(ROE),0.0548
2026-03-31,自由现金流量,453608000000
2026-03-31,总资产收益率(ROA),0.0044
2026-03-31,营业收入,19599000000
2026-03-31,基本每股收益,0.38
2026-03-31,归属于母公司普通股股东的净利润,8098000000
