date,基本每股收益,累积同比,营业收入,归属于母公司普通股股东的净利润
2026-03-31,0.38,0.0556,19599000000,8098000000
2025-12-31,0.78,-0.2844,68036000000,20086000000
2025-09-30,0.96,-0.0103,51588000000,21064000000
2025-06-30,0.69,0.0147,36218000000,15053000000
2025-03-31,0.36,-0.027,17127000000,7672000000
2024-12-31,1.07,0.0094,69917000000,25831000000
2024-09-30,0.95,0.0215,51759000000,20618000000
2024-06-30,0.66,0.0154,35544000000,14579000000
2024-03-31,0.37,0.0571,17690000000,7864000000
2023-12-31,1.06,0.0392,66711000000,25624000000
2023-09-30,0.93,0.0449,49739000000,20233000000
2023-06-30,0.65,0.0484,33414000000,14238000000
2023-03-31,0.35,0,16403000000,7493000000
2022-12-31,1.02,0,66276000000,24760000000
2022-09-30,0.89,0.0595,51390000000,19361000000
2022-06-30,0.62,0.0877,33943000000,13574000000
2022-03-31,0.35,0.0606,17622000000,7353000000
2021-12-31,1.02,0.0408,66275000000,22226000000
2021-09-30,0.84,0.1053,49783000000,18183000000
2021-06-30,0.57,0.0962,33372000000,12583000000
2021-03-31,0.33,0.0313,17265000000,6898000000
2020-12-31,0.98,0,64299000000,21484000000
2020-09-30,0.76,-0.0843,48220000000,16571000000
2020-06-30,0.52,-0.1034,33185000000,11514000000
2020-03-31,0.32,0.0667,17843000000,6667000000
2019-12-31,0.98,0.0769,63129000000,21441000000
2019-09-30,0.83,0.0921,48120000000,18085000000
2019-06-30,0.58,0.0741,32742000000,12869000000
2019-03-31,0.3,0.1111,16978000000,6334000000
2018-12-31,0.91,-0.0808,55488000000,20002000000
2018-09-30,0.76,-0.0732,41117000000,16627000000
2018-06-30,0.54,-0.069,27366000000,11854000000
2018-03-31,0.27,-0.1,13716000000,5785000000
2017-12-31,0.99,0.0313,50353000000,18733000000
2017-09-30,0.82,0,38814000000,15516000000
2017-06-30,0.58,0,26498000000,11079000000
2017-03-31,0.36,0.0286,13606000000,5445000000
2016-12-31,1.16,0.045,47456000000,17802000000
2016-09-30,0.98,0.0538,36296000000,14955000000
