date,净利润率,经营活动产生的现金流量净额对净利润的比率,资产负债率,经营活动产生的现金流量净额,净资产收益率(ROE),自由现金流量,总资产收益率(ROA),营业收入,基本每股收益,归属于母公司普通股股东的净利润
2026-03-31,0.2917,22.1,0.9216,63921000000,0.0548,453608000000,0.0044,19599000000,0.38,8098000000
