date,市值(元),股息率,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值
2026-05-11,85644169696.38,0.0374,18.3097,,,,,2.6400,,,,,20.2329,,,,,2.7508,,,,,2.6504,,,,
2026-05-08,85207627257.66,0.0376,18.2164,,,,,2.6265,,,,,20.1298,,,,,2.7368,,,,,2.6369,,,,
2026-05-07,85193985306.45,0.0376,18.2135,,,,,2.6261,,,,,20.1266,,,,,2.7363,,,,,2.6365,,,,
2026-05-06,85794231159.69,0.0374,18.3418,,,,,2.6446,,,,,20.2684,,,,,2.7556,,,,,2.6551,,,,
2026-04-30,86503612622.61,0.0371,18.4934,,,,,2.6665,,,,,20.4360,,,,,2.7784,,,,,2.6770,,,,
2026-04-29,86230773598.41,0.0372,18.4351,,,,,2.6581,,,,,20.3715,,,,,2.7696,,,,,2.6686,,,,
2026-04-28,86148921891.15,0.0372,18.4176,,,,,2.6555,,,,,20.3522,,,,,2.7670,,,,,2.6661,,,,
2026-04-27,84443677989.9,0.0380,18.4049,,,,,2.7552,,,,,20.4463,,,,,2.8779,,,,,2.6004,,,,
2026-04-24,84143555063.28,0.0381,18.3395,,,,,2.7454,,,,,20.3737,,,,,2.8677,,,,,2.5911,,,,
2026-04-23,84566455550.79,0.0379,18.4317,,,,,2.7592,,,,,20.4761,,,,,2.8821,,,,,2.6042,,,,
2026-04-22,84389110185.06,0.0380,18.3930,,,,,2.7534,,,,,20.4331,,,,,2.8761,,,,,2.5987,,,,
2026-04-21,84607381404.42,0.0379,18.4406,,,,,2.7605,,,,,20.4860,,,,,2.8835,,,,,2.6054,,,,
2026-04-20,84457319941.11,0.0380,18.4079,,,,,2.7556,,,,,20.4496,,,,,2.8784,,,,,2.6008,,,,
2026-04-17,84511887745.95,0.0379,18.4198,,,,,2.7574,,,,,20.4629,,,,,2.8803,,,,,2.6025,,,,
2026-04-16,84661949209.26,0.0379,18.4525,,,,,2.7623,,,,,20.4992,,,,,2.8854,,,,,2.6071,,,,
2026-04-15,84580097502.0,0.0379,18.4347,,,,,2.7596,,,,,20.4794,,,,,2.8826,,,,,2.6046,,,,
2026-04-14,84470961892.32,0.0380,18.4109,,,,,2.7561,,,,,20.4529,,,,,2.8789,,,,,2.6012,,,,
2026-04-13,84934788233.46,0.0377,18.5120,,,,,2.7712,,,,,20.5653,,,,,2.8947,,,,,2.6155,,,,
2026-04-10,85098491647.98,0.0377,18.5476,,,,,2.7766,,,,,20.6049,,,,,2.9002,,,,,2.6206,,,,
2026-04-09,85316762867.34,0.0376,18.5952,,,,,2.7837,,,,,20.6577,,,,,2.9077,,,,,2.6273,,,,
2026-04-08,86558180427.45,0.0370,18.8658,,,,,2.8242,,,,,20.9583,,,,,2.9500,,,,,2.6655,,,,
2026-04-07,85957934574.21,0.0373,18.7350,,,,,2.8046,,,,,20.8130,,,,,2.9295,,,,,2.6470,,,,
2026-04-03,86094354086.31,0.0372,18.7647,,,,,2.8090,,,,,20.8460,,,,,2.9342,,,,,2.6512,,,,
2026-04-02,87294845792.79,0.0367,19.0264,,,,,2.8482,,,,,21.1367,,,,,2.9751,,,,,2.6882,,,,
2026-04-01,86353551159.3,0.0371,18.8212,,,,,2.8175,,,,,20.9088,,,,,2.9430,,,,,2.6592,,,,
2026-03-31,84389110185.06,0.0380,18.3930,,,,,2.7534,,,,,20.4331,,,,,2.8761,,,,,2.5987,,,,
2026-03-30,84825652623.78,0.0378,18.4882,,,,,2.7677,,,,,20.5388,,,,,2.8909,,,,,2.6122,,,,
2026-03-27,85221269208.87,0.0376,18.5744,,,,,2.7806,,,,,20.6346,,,,,2.9044,,,,,2.6243,,,,
2026-03-26,84852936526.2,0.0354,18.3290,,,,,2.7081,,,,,20.2676,,,,,2.8260,,,,,2.6072,,,,
2026-03-25,85494108233.07,0.0351,18.4675,,,,,2.7286,,,,,20.4208,,,,,2.8473,,,,,2.6269,,,,
2026-03-24,84989356038.3,0.0353,18.3584,,,,,2.7124,,,,,20.3002,,,,,2.8305,,,,,2.6114,,,,
2026-03-23,82929421405.59,0.0362,17.9135,,,,,2.6467,,,,,19.8082,,,,,2.7619,,,,,2.5481,,,,
2026-03-20,85344046769.76,0.0352,18.4350,,,,,2.7238,,,,,20.3849,,,,,2.8423,,,,,2.6223,,,,
2026-03-19,85780589208.48,0.0350,18.5293,,,,,2.7377,,,,,20.4892,,,,,2.8569,,,,,2.6357,,,,
2026-03-18,86176205793.57,0.0348,18.6148,,,,,2.7503,,,,,20.5837,,,,,2.8700,,,,,2.6479,,,,
2026-03-17,87035648719.8,0.0345,18.8004,,,,,2.7778,,,,,20.7890,,,,,2.8987,,,,,2.6743,,,,
2026-03-16,87076574573.43,0.0345,18.8093,,,,,2.7791,,,,,20.7987,,,,,2.9000,,,,,2.6756,,,,
2026-03-13,86517254573.82,0.0347,18.6885,,,,,2.7612,,,,,20.6651,,,,,2.8814,,,,,2.6584,,,,
2026-03-12,86230773598.41,0.0348,18.6266,,,,,2.7521,,,,,20.5967,,,,,2.8719,,,,,2.6496,,,,
2026-03-11,86067070183.89,0.0349,18.5912,,,,,2.7468,,,,,20.5576,,,,,2.8664,,,,,2.6445,,,,
2026-03-10,85876082866.95,0.0349,18.5500,,,,,2.7407,,,,,20.5120,,,,,2.8601,,,,,2.6387,,,,
2026-03-09,84934788233.46,0.0353,18.3466,,,,,2.7107,,,,,20.2872,,,,,2.8287,,,,,2.6097,,,,
2026-03-06,85207627257.66,0.0352,18.4056,,,,,2.7194,,,,,20.3523,,,,,2.8378,,,,,2.6181,,,,
2026-03-05,83761580429.4,0.0358,18.0932,,,,,2.6733,,,,,20.0069,,,,,2.7896,,,,,2.5737,,,,
2026-03-04,83788864331.82,0.0358,18.0991,,,,,2.6741,,,,,20.0134,,,,,2.7905,,,,,2.5745,,,,
2026-03-03,84716517014.1,0.0354,18.2995,,,,,2.7037,,,,,20.2350,,,,,2.8214,,,,,2.6030,,,,
2026-03-02,84539171648.37,0.0355,18.2612,,,,,2.6981,,,,,20.1927,,,,,2.8155,,,,,2.5976,,,,
2026-02-27,85221269208.87,0.0352,18.4085,,,,,2.7198,,,,,20.3556,,,,,2.8382,,,,,2.6186,,,,
2026-02-26,85289478964.92,0.0352,18.4233,,,,,2.7220,,,,,20.3719,,,,,2.8405,,,,,2.6206,,,,
2026-02-25,84389110185.06,0.0356,18.2288,,,,,2.6933,,,,,20.1568,,,,,2.8105,,,,,2.5930,,,,
2026-02-24,84102629209.65,0.0357,18.1669,,,,,2.6841,,,,,20.0884,,,,,2.8010,,,,,2.5842,,,,
2026-02-13,83952567746.34,0.0357,18.1345,,,,,2.6794,,,,,20.0526,,,,,2.7960,,,,,2.5796,,,,
2026-02-12,84088987258.44,0.0357,18.1639,,,,,2.6837,,,,,20.0851,,,,,2.8005,,,,,2.5838,,,,
2026-02-11,85030281891.93,0.0353,18.3673,,,,,2.7137,,,,,20.3100,,,,,2.8319,,,,,2.6127,,,,
2026-02-10,85357688720.97,0.0352,18.4380,,,,,2.7242,,,,,20.3882,,,,,2.8428,,,,,2.6227,,,,
2026-02-09,85807873110.9,0.0350,18.5352,,,,,2.7386,,,,,20.4957,,,,,2.8578,,,,,2.6366,,,,
2026-02-06,86012502379.05,0.0349,18.5794,,,,,2.7451,,,,,20.5446,,,,,2.8646,,,,,2.6429,,,,
2026-02-05,86394477012.93,0.0347,18.6619,,,,,2.7573,,,,,20.6358,,,,,2.8773,,,,,2.6546,,,,
2026-02-04,85057565794.35,0.0353,18.3732,,,,,2.7146,,,,,20.3165,,,,,2.8328,,,,,2.6135,,,,
2026-02-03,84389110185.06,0.0356,18.2288,,,,,2.6933,,,,,20.1568,,,,,2.8105,,,,,2.5930,,,,
2026-02-02,83938925795.13,0.0358,18.1315,,,,,2.6789,,,,,20.0493,,,,,2.7955,,,,,2.5791,,,,
2026-01-30,81960842869.68,0.0366,17.7042,,,,,2.6158,,,,,19.5768,,,,,2.7297,,,,,2.5184,,,,
2026-01-29,86721883841.97,0.0346,18.7327,,,,,2.7677,,,,,20.7140,,,,,2.8882,,,,,2.6647,,,,
2026-01-28,82206397991.46,0.0365,17.7573,,,,,2.6236,,,,,19.6355,,,,,2.7378,,,,,2.5259,,,,
2026-01-27,83461457502.78,0.0360,18.0284,,,,,2.6637,,,,,19.9352,,,,,2.7796,,,,,2.5645,,,,
2026-01-26,84430036038.69,0.0355,18.2376,,,,,2.6946,,,,,20.1666,,,,,2.8119,,,,,2.5942,,,,
2026-01-23,84293616526.59,0.0356,18.2081,,,,,2.6902,,,,,20.1340,,,,,2.8074,,,,,2.5900,,,,
2026-01-22,84511887745.95,0.0355,18.2553,,,,,2.6972,,,,,20.1861,,,,,2.8146,,,,,2.5968,,,,
2026-01-21,84375468233.85,0.0356,18.2258,,,,,2.6929,,,,,20.1536,,,,,2.8101,,,,,2.5926,,,,
2026-01-20,85316762867.34,0.0352,18.4291,,,,,2.7229,,,,,20.3784,,,,,2.8414,,,,,2.6215,,,,
2026-01-19,84907504331.04,0.0353,18.3407,,,,,2.7098,,,,,20.2806,,,,,2.8278,,,,,2.6089,,,,
2026-01-16,83829790185.45,0.0358,18.1079,,,,,2.6754,,,,,20.0232,,,,,2.7919,,,,,2.5758,,,,
2026-01-15,84375468233.85,0.0356,18.2258,,,,,2.6929,,,,,20.1536,,,,,2.8101,,,,,2.5926,,,,
2026-01-14,85098491647.98,0.0353,18.3820,,,,,2.7159,,,,,20.3263,,,,,2.8342,,,,,2.6148,,,,
2026-01-13,85480466281.86,0.0351,18.4645,,,,,2.7281,,,,,20.4175,,,,,2.8469,,,,,2.6265,,,,
2026-01-12,86067070183.89,0.0349,18.5912,,,,,2.7468,,,,,20.5576,,,,,2.8664,,,,,2.6445,,,,
2026-01-09,84825652623.78,0.0354,18.3231,,,,,2.7072,,,,,20.2611,,,,,2.8251,,,,,2.6064,,,,
2026-01-08,84443677989.9,0.0355,18.2406,,,,,2.6950,,,,,20.1699,,,,,2.8123,,,,,2.5947,,,,
2026-01-07,84334542380.22,0.0356,18.2170,,,,,2.6915,,,,,20.1438,,,,,2.8087,,,,,2.5913,,,,
2026-01-06,84798368721.36,0.0354,18.3172,,,,,2.7063,,,,,20.2546,,,,,2.8242,,,,,2.6056,,,,
2026-01-05,84239048721.75,0.0356,18.1964,,,,,2.6885,,,,,20.1210,,,,,2.8055,,,,,2.5884,,,,
2025-12-31,83488741405.2,0.0359,18.0343,,,,,2.6646,,,,,19.9418,,,,,2.7805,,,,,2.5653,,,,
2025-12-30,83584235063.67,0.0359,18.0549,,,,,2.6676,,,,,19.9646,,,,,2.7837,,,,,2.5682,,,,
2025-12-29,83707012624.56,0.0359,18.0814,,,,,2.6715,,,,,19.9939,,,,,2.7878,,,,,2.5720,,,,
2025-12-26,84430036038.69,0.0355,18.2376,,,,,2.6946,,,,,20.1666,,,,,2.8119,,,,,2.5942,,,,
2025-12-25,84621023355.63,0.0355,18.2789,,,,,2.7007,,,,,20.2122,,,,,2.8183,,,,,2.6001,,,,
2025-12-24,84430036038.69,0.0355,18.2376,,,,,2.6946,,,,,20.1666,,,,,2.8119,,,,,2.5942,,,,
2025-12-23,84716517014.1,0.0354,18.2995,,,,,2.7037,,,,,20.2350,,,,,2.8214,,,,,2.6030,,,,
2025-12-22,84975714087.09,0.0353,18.3555,,,,,2.7120,,,,,20.2969,,,,,2.8301,,,,,2.6110,,,,
2025-12-19,85234911160.08,0.0352,18.4115,,,,,2.7203,,,,,20.3588,,,,,2.8387,,,,,2.6190,,,,
2025-12-18,85016639940.72,0.0353,18.3643,,,,,2.7133,,,,,20.3067,,,,,2.8314,,,,,2.6123,,,,
2025-12-17,84907504331.04,0.0353,18.3407,,,,,2.7098,,,,,20.2806,,,,,2.8278,,,,,2.6089,,,,
2025-12-16,84852936526.2,0.0354,18.3290,,,,,2.7081,,,,,20.2676,,,,,2.8260,,,,,2.6072,,,,
2025-12-15,84866578477.41,0.0354,18.3319,,,,,2.7085,,,,,20.2709,,,,,2.8264,,,,,2.6077,,,,
2025-12-12,84702875062.89,0.0354,18.2965,,,,,2.7033,,,,,20.2318,,,,,2.8210,,,,,2.6026,,,,
2025-12-11,84170838965.7,0.0357,18.1816,,,,,2.6863,,,,,20.1047,,,,,2.8033,,,,,2.5863,,,,
2025-12-10,84607381404.42,0.0355,18.2759,,,,,2.7003,,,,,20.2090,,,,,2.8178,,,,,2.5997,,,,
2025-12-09,84020777502.39,0.0357,18.1492,,,,,2.6815,,,,,20.0688,,,,,2.7983,,,,,2.5817,,,,
2025-12-08,85371330672.18,0.0352,18.4409,,,,,2.7246,,,,,20.3914,,,,,2.8432,,,,,2.6232,,,,
2025-12-05,86107996037.52,0.0349,18.6001,,,,,2.7481,,,,,20.5674,,,,,2.8678,,,,,2.6458,,,,
2025-12-04,86790093598.02,0.0346,18.7474,,,,,2.7699,,,,,20.7303,,,,,2.8905,,,,,2.6668,,,,
2025-12-03,87444907256.1,0.0343,18.8888,,,,,2.7908,,,,,20.8867,,,,,2.9123,,,,,2.6869,,,,
2025-12-02,87581326768.2,0.0343,18.9183,,,,,2.7952,,,,,20.9193,,,,,2.9168,,,,,2.6911,,,,
2025-12-01,87376697500.05,0.0343,18.8741,,,,,2.7886,,,,,20.8704,,,,,2.9100,,,,,2.6848,,,,
2025-11-28,86694599939.55,0.0346,18.7268,,,,,2.7669,,,,,20.7075,,,,,2.8873,,,,,2.6638,,,,
2025-11-27,87635894573.04,0.0342,18.9301,,,,,2.7969,,,,,20.9323,,,,,2.9187,,,,,2.6927,,,,
2025-11-26,87854165792.4,0.0342,18.9772,,,,,2.8039,,,,,20.9845,,,,,2.9259,,,,,2.6994,,,,
2025-11-25,87785956036.35,0.0342,18.9625,,,,,2.8017,,,,,20.9682,,,,,2.9237,,,,,2.6974,,,,
2025-11-24,87895091646.03,0.0341,18.9861,,,,,2.8052,,,,,20.9942,,,,,2.9273,,,,,2.7007,,,,
2025-11-21,87976943353.29,0.0341,19.0038,,,,,2.8078,,,,,21.0138,,,,,2.9300,,,,,2.7032,,,,
2025-11-20,89041015547.67,0.0337,19.2336,,,,,2.8418,,,,,21.2680,,,,,2.9655,,,,,2.7359,,,,
2025-11-19,88931879937.99,0.0337,19.2100,,,,,2.8383,,,,,21.2419,,,,,2.9618,,,,,2.7326,,,,
2025-11-18,89341138474.29,0.0336,19.2984,,,,,2.8513,,,,,21.3396,,,,,2.9755,,,,,2.7451,,,,
2025-11-17,89654903352.12,0.0335,19.3662,,,,,2.8613,,,,,21.4146,,,,,2.9859,,,,,2.7548,,,,
2025-11-14,90364284815.04,0.0332,19.5195,,,,,2.8840,,,,,21.5840,,,,,3.0095,,,,,2.7766,,,,
2025-11-13,90950888717.07,0.0330,19.6462,,,,,2.9027,,,,,21.7241,,,,,3.0291,,,,,2.7946,,,,
2025-11-12,90691802466.24,0.0331,19.5902,,,,,2.8944,,,,,21.6623,,,,,3.0204,,,,,2.7866,,,,
2025-11-11,90255259494.08,0.0333,19.4959,,,,,2.8805,,,,,21.5580,,,,,3.0059,,,,,2.7732,,,,
2025-11-10,90255259494.08,0.0333,19.4959,,,,,2.8805,,,,,21.5580,,,,,3.0059,,,,,2.7732,,,,
2025-11-07,88577297444.84,0.0339,19.1335,,,,,2.8270,,,,,21.1572,,,,,2.9500,,,,,2.7217,,,,
2025-11-06,88877420738.2,0.0338,19.1983,,,,,2.8365,,,,,21.2289,,,,,2.9600,,,,,2.7309,,,,
2025-11-05,89013840417.0,0.0337,19.2277,,,,,2.8409,,,,,21.2615,,,,,2.9646,,,,,2.7351,,,,
2025-11-04,89000198449.12,0.0337,19.2248,,,,,2.8404,,,,,21.2582,,,,,2.9641,,,,,2.7347,,,,
2025-11-03,89504951260.68,0.0335,19.3338,,,,,2.8566,,,,,21.3788,,,,,2.9809,,,,,2.7502,,,,
2025-10-31,89641370939.48,0.0335,19.3633,,,,,2.8609,,,,,21.4114,,,,,2.9855,,,,,2.7544,,,,
2025-10-30,89627728971.6,0.0335,19.3604,,,,,2.8605,,,,,21.4081,,,,,2.9850,,,,,2.7539,,,,
2025-10-29,89450383389.16,0.0336,19.3220,,,,,2.8548,,,,,21.3657,,,,,2.9791,,,,,2.7485,,,,
2025-10-28,89054766320.64,0.0337,19.2366,,,,,2.8422,,,,,21.2712,,,,,2.9659,,,,,2.7363,,,,
2025-10-27,89982420136.48,0.0334,19.5289,,,,,3.0031,,,,,21.6501,,,,,3.1401,,,,,2.7635,,,,
2025-10-24,90159765718.92,0.0333,19.5674,,,,,3.0091,,,,,21.6927,,,,,3.1463,,,,,2.7690,,,,
2025-10-23,90637234594.72,0.0331,19.6710,,,,,3.0250,,,,,21.8076,,,,,3.1630,,,,,2.7836,,,,
2025-10-22,91087419534.76,0.0329,19.7687,,,,,3.0400,,,,,21.9159,,,,,3.1787,,,,,2.7975,,,,
2025-10-21,91646740217.84,0.0327,19.8901,,,,,3.0587,,,,,22.0505,,,,,3.1982,,,,,2.8146,,,,
2025-10-20,92369764515.48,0.0325,20.0470,,,,,3.0828,,,,,22.2245,,,,,3.2234,,,,,2.8368,,,,
2025-10-17,92219702868.8,0.0325,20.0144,,,,,3.0778,,,,,22.1884,,,,,3.2182,,,,,2.8322,,,,
2025-10-16,92956369134.32,0.0323,20.1743,,,,,3.1024,,,,,22.3656,,,,,3.2439,,,,,2.8549,,,,
2025-10-15,92929085198.56,0.0323,20.1684,,,,,3.1015,,,,,22.3590,,,,,3.2430,,,,,2.8540,,,,
2025-10-14,92369764515.48,0.0325,20.0470,,,,,3.0828,,,,,22.2245,,,,,3.2234,,,,,2.8368,,,,
2025-10-13,91674024153.6,0.0327,19.8960,,,,,3.0596,,,,,22.0571,,,,,3.1992,,,,,2.8155,,,,
2025-10-10,91987789414.84,0.0326,19.9641,,,,,3.0701,,,,,22.1326,,,,,3.2101,,,,,2.8251,,,,
2025-10-09,90828222145.04,0.0330,19.7125,,,,,3.0314,,,,,21.8536,,,,,3.1696,,,,,2.7895,,,,
2025-09-30,89927852264.96,0.0334,19.5170,,,,,3.0013,,,,,21.6369,,,,,3.1382,,,,,2.7619,,,,
2025-09-29,90800938209.28,0.0331,19.7065,,,,,3.0305,,,,,21.8470,,,,,3.1687,,,,,2.7887,,,,
2025-09-26,90800938209.28,0.0331,19.7065,,,,,3.0305,,,,,21.8470,,,,,3.1687,,,,,2.7887,,,,
2025-09-25,90036988008.0,0.0333,19.5407,,,,,3.0050,,,,,21.6632,,,,,3.1420,,,,,2.7652,,,,
2025-09-24,90678160498.36,0.0331,19.6799,,,,,3.0264,,,,,21.8175,,,,,3.1644,,,,,2.7849,,,,
2025-09-23,90023346040.12,0.0333,19.5378,,,,,3.0045,,,,,21.6599,,,,,3.1416,,,,,2.7648,,,,
2025-09-22,91237481181.44,0.0329,19.8013,,,,,3.0450,,,,,21.9520,,,,,3.1839,,,,,2.8021,,,,
2025-09-19,92015073350.6,0.0326,19.9700,,,,,3.0710,,,,,22.1391,,,,,3.2111,,,,,2.8260,,,,
2025-09-18,91605814314.2,0.0328,19.8812,,,,,3.0573,,,,,22.0407,,,,,3.1968,,,,,2.8134,,,,
2025-09-17,92206060900.92,0.0325,20.0115,,,,,3.0774,,,,,22.1851,,,,,3.2177,,,,,2.8318,,,,
2025-09-16,92383406483.36,0.0325,20.0500,,,,,3.0833,,,,,22.2277,,,,,3.2239,,,,,2.8373,,,,
2025-09-15,92233344836.68,0.0325,20.0174,,,,,3.0783,,,,,22.1916,,,,,3.2187,,,,,2.8327,,,,
2025-09-12,92628961905.2,0.0324,20.1033,,,,,3.0915,,,,,22.2868,,,,,3.2325,,,,,2.8448,,,,
2025-09-11,93106430781.0,0.0322,20.2069,,,,,3.1074,,,,,22.4017,,,,,3.2491,,,,,2.8595,,,,
2025-09-10,93010937005.84,0.0323,20.1862,,,,,3.1042,,,,,22.3787,,,,,3.2458,,,,,2.8565,,,,
2025-09-09,93297418331.32,0.0322,20.2483,,,,,3.1138,,,,,22.4477,,,,,3.2558,,,,,2.8653,,,,
2025-09-08,93174640620.4,0.0322,20.2217,,,,,3.1097,,,,,22.4181,,,,,3.2515,,,,,2.8616,,,,
2025-09-05,92669887808.84,0.0324,20.1122,,,,,3.0928,,,,,22.2967,,,,,3.2339,,,,,2.8461,,,,
2025-09-04,92356122547.6,0.0325,20.0441,,,,,3.0824,,,,,22.2212,,,,,3.2230,,,,,2.8364,,,,
2025-09-03,92860875359.16,0.0323,20.1536,,,,,3.0992,,,,,22.3426,,,,,3.2406,,,,,2.8519,,,,
2025-09-02,94184146243.52,0.0319,20.4408,,,,,3.1434,,,,,22.6610,,,,,3.2868,,,,,2.8926,,,,
2025-09-01,94729824958.72,0.0317,20.5592,,,,,3.1616,,,,,22.7923,,,,,3.3058,,,,,2.9093,,,,
2025-08-29,94811676766.0,0.0317,20.5770,,,,,3.1643,,,,,22.8120,,,,,3.3087,,,,,2.9118,,,,
2025-08-28,93324702267.08,0.0322,20.2543,,,,,3.1147,,,,,22.4542,,,,,3.2568,,,,,2.8662,,,,
2025-08-27,94102294436.24,0.0319,20.4230,,,,,3.1406,,,,,22.6413,,,,,3.2839,,,,,2.8901,,,,
2025-08-26,95193651866.64,0.0315,21.3530,,,,,3.4280,,,,,23.5564,,,,,3.5973,,,,,2.9351,,,,
2025-08-25,95070874155.72,0.0316,21.3255,,,,,3.4235,,,,,23.5260,,,,,3.5926,,,,,2.9313,,,,
2025-08-22,93542973753.16,0.0321,20.9827,,,,,3.3685,,,,,23.1479,,,,,3.5349,,,,,2.8842,,,,
2025-08-21,93542973753.16,0.0321,20.9827,,,,,3.3685,,,,,23.1479,,,,,3.5349,,,,,2.8842,,,,
