date,应收账款,流动资产合计,流动比率,经营活动产生的现金流量净额,资产负债率,自由现金流量,资产合计,长期负债合计,总资产收益率(ROA),净资产收益率(ROE),速动比率,资本回报率(ROIC),有息负债率,经营活动产生的现金流量净额对净利润的比率,所有者权益合计,营业收入,毛利率(GM),基本每股收益,货币资金,归属于母公司普通股股东的净利润,流动负债合计,净利润率,负债合计
2026-03-31,126976417,0,1.7057,2996964504,0.3763,3584575577,53368249646,0,0.092,0.1484,1.5475,0.1484,0.0019,1.2053,33286304527,10285128726,0.422,1.319,84389110185.06,1799783004,5879530127,0.1489,20081945119
