date,metric,value
2026-03-31,应收账款,126976417
2026-03-31,流动资产合计,0
2026-03-31,流动比率,1.7057
2026-03-31,经营活动产生的现金流量净额,2996964504
2026-03-31,资产负债率,0.3763
2026-03-31,自由现金流量,3584575577
2026-03-31,资产合计,53368249646
2026-03-31,长期负债合计,0
2026-03-31,总资产收益率(ROA),0.092
2026-03-31,净资产收益率(ROE),0.1484
2026-03-31,速动比率,1.5475
2026-03-31,资本回报率(ROIC),0.1484
2026-03-31,有息负债率,0.0019
2026-03-31,经营活动产生的现金流量净额对净利润的比率,1.2053
2026-03-31,所有者权益合计,33286304527
2026-03-31,营业收入,10285128726
2026-03-31,毛利率(GM),0.422
2026-03-31,基本每股收益,1.319
2026-03-31,货币资金,84389110185.06
2026-03-31,归属于母公司普通股股东的净利润,1799783004
2026-03-31,流动负债合计,5879530127
2026-03-31,净利润率,0.1489
2026-03-31,负债合计,20081945119
