date,经营活动产生的现金流量净额对净利润的比率,经营活动产生的现金流量净额,累积同比,自由现金流量
2026-03-31,0.7583,-76986745000,0.197,17573502000
2025-12-31,0.3835,20537132000,0.2977,-929504000
2025-09-30,0.389,-69478983000,0.0978,9452951000
2025-06-30,0.6642,-82830595000,0.2385,30101635000
2025-03-31,0.2628,-95852099000,0.0077,8961141000
2024-12-31,0.2514,15773535000,0.43,4384932000
2024-09-30,-0.7198,-77009359000,-3.7096,-80847832000
2024-06-30,-1.1822,-108769214000,-9.3001,-117355347000
2024-03-31,-0.2731,-96595019000,-0.4764,-56127359000
2023-12-31,0.15,11030123000,1.8807,-20473329000
2023-09-30,0.5811,-16351463000,0.6887,22457812000
2023-06-30,0.9132,-10560053000,0.8471,47105906000
2023-03-31,0.8678,-65424138000,0.4661,38147931000
2022-12-31,0.0553,3828927000,-0.7263,-19636749000
2022-09-30,0.066,-52493265000,-0.2105,-22780825000
2022-06-30,-0.0605,-68872020000,-0.3845,-34275149000
2022-03-31,-0.778,-122480702000,-1.6755,-92304395000
2021-12-31,0.1848,14361321000,-0.2916,-13959856000
2021-09-30,0.8206,-43357923000,0.5096,17025674000
2021-06-30,0.5272,-49744103000,0.2959,-6583989000
2021-03-31,0.8711,-45781170000,0.4968,18177193000
2020-12-31,0.2857,20271781000,-0.4076,-25948687000
2020-09-30,-0.2411,-88413042000,0.1712,-37802399000
2020-06-30,-0.3433,-70645206000,0.1478,-44447902000
2020-03-31,-0.4409,-90976368000,0.0728,-43062414000
2019-12-31,-0.5414,-34220077000,-4.3187,-52470469000
2019-09-30,-0.51,-106674662000,-0.6422,-54013834000
2019-06-30,-0.1831,-82896698000,-0.3456,-33710496000
2019-03-31,0.0255,-98116699000,-0.0993,-17237742000
2018-12-31,0.1863,10311290000,-0.7627,-7587471000
2018-09-30,-0.6658,-64957000000,0.1368,-47025231000
2018-06-30,-0.9508,-61607774000,-0.0491,-57713364000
2018-03-31,-1.3725,-89250881000,-0.3362,-82027129000
2017-12-31,-0.9316,-43456932000,-1.406,-59863291000
2017-09-30,0.1943,-75254501000,-4.2132,-4313449000
2017-06-30,0.9109,-58726340000,-9.1896,26581773000
2017-03-31,1.8542,-66792361000,-0.7734,65830108000
2016-12-31,2.6,107047858000,0.9605,96181627000
2016-09-30,2.148,23420081000,2.5076,81273157000
