date,资本回报率(ROIC),长期负债合计,自由现金流量,资产合计,毛利率(GM),资产负债率,应收账款,所有者权益合计,流动资产合计,流动比率,负债合计,流动负债合计,净利润率,经营活动产生的现金流量净额,净资产收益率(ROE),经营活动产生的现金流量净额对净利润的比率,基本每股收益,货币资金,总资产收益率(ROA),营业收入,有息负债率,归属于母公司普通股股东的净利润,速动比率
2026-03-31,0.038,539803611000,17573502000,3613674212000,0.0996,0.768,442286697000,838374887000,622518851000,1.2765,2775299325000,386556860000,0.0255,-76986745000,0.0637,0.7583,0.33,207015156124.44,0.0151,511847191000,0.2728,13881336000,0.5658
