date,营业收入,累积同比,归属于母公司普通股股东的净利润,基本每股收益
2026-03-31,218405000000,-0.0618,25022000000,1.43
2025-12-31,1050506000000,0.021,134778000000,7.68
2025-09-30,832940000000,0.0742,132856000000,7.56
2025-06-30,500076000000,0.0103,68047000000,3.87
2025-03-31,232801000000,-0.052,27016000000,1.54
2024-12-31,1028925000000,0.126,126607000000,7.16
2024-09-30,775383000000,0.0999,119182000000,6.73
2024-06-30,494966000000,0.0126,74619000000,4.21
2024-03-31,245569000000,-0.0323,36709000000,2.07
2023-12-31,913789000000,0.038,85665000000,4.84
2023-09-30,704938000000,0.052,87575000000,4.94
2023-06-30,488783000000,0.0765,69841000000,3.94
2023-03-31,253778000000,0.3077,38352000000,2.17
2022-12-31,1110568000000,-0.0592,83774000000,4.8
2022-09-30,870202000000,-0.0381,76463000000,4.38
2022-06-30,612102000000,-0.037,60273000000,3.45
2022-03-31,305940000000,-0.101,20658000000,1.18
2021-12-31,1180444000000,-0.0311,101618000000,5.77
2021-09-30,904629000000,-0.0136,81638000000,4.63
2021-06-30,635649000000,0.009,58005000000,3.29
2021-03-31,340308000000,0.037,27223000000,1.54
2020-12-31,1218315000000,0.0423,143099000000,8
2020-09-30,917070000000,0.0272,103041000000,5.83
2020-06-30,629956000000,-0.0144,68683000000,3.88
2020-03-31,328172000000,-0.1322,26063000000,1.47
2019-12-31,1168867000000,0.1966,149407000000,8.41
2019-09-30,892751000000,0.1864,129567000000,7.29
2019-06-30,639155000000,0.1918,97676000000,5.48
2019-03-31,378161000000,0.2151,45517000000,2.55
2018-12-31,976832000000,0.0965,107404000000,6.02
2018-09-30,750456000000,0.1319,79397000000,4.45
2018-06-30,534814000000,0.1532,58095000000,3.26
2018-03-31,310452000000,0.1682,25702000000,1.44
2017-12-31,890882000000,0.2504,89088000000,4.99
2017-09-30,663006000000,0.214,66318000000,3.72
2017-06-30,463765000000,0.2313,43427000000,2.43
2017-03-31,265643000000,0.2719,23053000000,1.29
2016-12-31,712453000000,0.1491,62394000000,3.5
2016-09-30,546118000000,0.1541,56508000000,3.17
2016-06-30,376657000000,0.1147,40776000000,2.28
