date,metric,value
2026-03-31,流动比率,1.7197
2026-03-31,流动资产合计,218425349
2026-03-31,应收账款,9050793102
2026-03-31,总资产收益率(ROA),0.0023
2026-03-31,资产合计,1176037123943
2026-03-31,经营活动产生的现金流量净额对净利润的比率,7.8048
2026-03-31,自由现金流量,21700216520
2026-03-31,净资产收益率(ROE),0.0084
2026-03-31,经营活动产生的现金流量净额,8673121745
2026-03-31,资产负债率,0.719
2026-03-31,长期负债合计,214075897014
2026-03-31,归属于母公司普通股股东的净利润,915698691
2026-03-31,速动比率,0.571
2026-03-31,营业收入,45730241134
2026-03-31,货币资金,69667980692.76
2026-03-31,基本每股收益,0.08
2026-03-31,毛利率(GM),0.1225
2026-03-31,所有者权益合计,330461318176
2026-03-31,净利润率,0.0095
2026-03-31,有息负债率,0.2913
2026-03-31,流动负债合计,243016827373
2026-03-31,资本回报率(ROIC),0.0069
2026-03-31,负债合计,845575805767
