date,流动比率,流动资产合计,应收账款,总资产收益率(ROA),资产合计,经营活动产生的现金流量净额对净利润的比率,自由现金流量,净资产收益率(ROE),经营活动产生的现金流量净额,资产负债率,长期负债合计,归属于母公司普通股股东的净利润,速动比率,营业收入,货币资金,基本每股收益,毛利率(GM),所有者权益合计,净利润率,有息负债率,流动负债合计,资本回报率(ROIC),负债合计
2026-03-31,1.7197,218425349,9050793102,0.0023,1176037123943,7.8048,21700216520,0.0084,8673121745,0.719,214075897014,915698691,0.571,45730241134,69667980692.76,0.08,0.1225,330461318176,0.0095,0.2913,243016827373,0.0069,845575805767
