date,市值(元),PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,股息率,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值
2026-07-03,56021675196.24,-138705.9660,,,,,0.2895,,,,,-252.8181,,,,,0.2894,,,,,0.0074,0.1870,,,,
2026-07-02,55662561893.7,-137816.8252,,,,,0.2876,,,,,-251.1974,,,,,0.2875,,,,,0.0075,0.1858,,,,
2026-07-01,56500492932.96,-139891.4871,,,,,0.2920,,,,,-254.9789,,,,,0.2919,,,,,0.0074,0.1886,,,,
2026-06-30,55423153025.34,-137224.0647,,,,,0.2864,,,,,-250.1170,,,,,0.2863,,,,,0.0075,0.1850,,,,
2026-06-29,56500492932.96,-139891.4871,,,,,0.2913,,,,,-254.9789,,,,,0.2912,,,,,0.0074,0.1886,,,,
2026-06-26,56859606235.5,-140780.6279,,,,,0.2932,,,,,-256.5995,,,,,0.2931,,,,,0.0073,0.1898,,,,
2026-06-25,57099015103.86,-141373.3884,,,,,0.2944,,,,,-257.6799,,,,,0.2943,,,,,0.0073,0.1906,,,,
2026-06-24,56979310669.68,-141077.0082,,,,,0.2938,,,,,-257.1397,,,,,0.2937,,,,,0.0073,0.1902,,,,
2026-06-23,58894581616.56,-145819.0925,,,,,0.3037,,,,,-265.7831,,,,,0.3036,,,,,0.0071,0.1966,,,,
2026-06-22,59852217090.0,-148190.1346,,,,,0.3086,,,,,-270.1048,,,,,0.3085,,,,,0.0069,0.1998,,,,
2026-06-18,58894581616.56,-145819.0925,,,,,0.3037,,,,,-265.7831,,,,,0.3036,,,,,0.0071,0.1966,,,,
2026-06-17,60809852563.44,-150561.1768,,,,,0.3135,,,,,-274.4264,,,,,0.3134,,,,,0.0068,0.2030,,,,
2026-06-16,60450739260.9,-149672.0360,,,,,0.3117,,,,,-272.8058,,,,,0.3116,,,,,0.0069,0.2018,,,,
2026-06-15,62126601339.42,-153821.3597,,,,,0.3203,,,,,-280.3687,,,,,0.3202,,,,,0.0067,0.2074,,,,
2026-06-12,62366010207.78,-154414.1203,,,,,0.3216,,,,,-281.4492,,,,,0.3215,,,,,0.0067,0.2082,,,,
2026-06-11,61647783602.7,-152635.8387,,,,,0.3179,,,,,-278.2079,,,,,0.3178,,,,,0.0067,0.2058,,,,
2026-06-10,62126601339.42,-153821.3597,,,,,0.3203,,,,,-280.3687,,,,,0.3202,,,,,0.0067,0.2074,,,,
2026-06-09,61887192471.06,-153228.5992,,,,,0.3191,,,,,-279.2883,,,,,0.3190,,,,,0.0068,0.2066,,,,
2026-06-08,63084236812.86,-156192.4019,,,,,0.3253,,,,,-284.6904,,,,,0.3252,,,,,0.0066,0.2106,,,,
2026-06-05,64161576720.48,-158859.8243,,,,,0.3308,,,,,-289.5523,,,,,0.3307,,,,,0.0065,0.2142,,,,
2026-06-04,64400985588.84,-159452.5848,,,,,0.3321,,,,,-290.6327,,,,,0.3320,,,,,0.0065,0.2150,,,,
2026-06-03,65837438799.0,-163009.1481,,,,,0.3395,,,,,-297.1152,,,,,0.3394,,,,,0.0064,0.2197,,,,
2026-06-02,67034483140.8,-165972.9508,,,,,0.3456,,,,,-302.5173,,,,,0.3455,,,,,0.0063,0.2237,,,,
2026-06-01,68710345219.32,-170122.2745,,,,,0.3543,,,,,-310.0803,,,,,0.3542,,,,,0.0061,0.2293,,,,
2026-05-29,69069458521.86,-171011.4153,,,,,0.3561,,,,,-311.7009,,,,,0.3560,,,,,0.0061,0.2305,,,,
2026-05-28,67154187574.98,-166269.3310,,,,,0.3463,,,,,-303.0575,,,,,0.3461,,,,,0.0062,0.2241,,,,
2026-05-27,67872414180.06,-168047.6127,,,,,0.3500,,,,,-306.2988,,,,,0.3498,,,,,0.0062,0.2265,,,,
2026-05-26,70027093995.3,-173382.4575,,,,,0.3611,,,,,-316.0226,,,,,0.3610,,,,,0.0060,0.2337,,,,
2026-05-25,70266502863.66,-173975.2180,,,,,0.3623,,,,,-317.1030,,,,,0.3622,,,,,0.0060,0.2345,,,,
2026-05-22,69667980692.76,-172493.3167,,,,,0.3592,,,,,-314.4019,,,,,0.3591,,,,,0.0060,0.2325,,,,
2026-05-21,70266502863.66,-173975.2180,,,,,0.3623,,,,,-317.1030,,,,,0.3622,,,,,0.0060,0.2345,,,,
2026-05-20,72780295981.44,-180199.2037,,,,,0.3753,,,,,-328.4474,,,,,0.3751,,,,,0.0058,0.2429,,,,
2026-05-19,73857635889.06,-182866.6261,,,,,0.3808,,,,,-333.3093,,,,,0.3807,,,,,0.0057,0.2465,,,,
2026-05-18,72421182678.9,-179310.0629,,,,,0.3734,,,,,-326.8268,,,,,0.3733,,,,,0.0058,0.2417,,,,
2026-05-15,74336453625.78,-184052.1472,,,,,0.3833,,,,,-335.4701,,,,,0.3832,,,,,0.0056,0.2481,,,,
2026-05-14,75653202401.76,-187312.3302,,,,,0.3901,,,,,-341.4124,,,,,0.3899,,,,,0.0055,0.2525,,,,
2026-05-13,77927586651.18,-192943.5553,,,,,0.4018,,,,,-351.6764,,,,,0.4017,,,,,0.0054,0.2601,,,,
2026-05-12,79244335427.16,-196203.7382,,,,,0.4086,,,,,-357.6187,,,,,0.4085,,,,,0.0053,0.2645,,,,
2026-05-11,79483744295.52,-196796.4988,,,,,0.4098,,,,,-358.6991,,,,,0.4097,,,,,0.0053,0.2653,,,,
2026-05-08,76969951177.74,-190572.5131,,,,,0.3969,,,,,-347.3547,,,,,0.3967,,,,,0.0054,0.2569,,,,
2026-05-07,76610837875.2,-189683.3723,,,,,0.3950,,,,,-345.7341,,,,,0.3949,,,,,0.0055,0.2557,,,,
2026-05-06,76610837875.2,-189683.3723,,,,,0.3950,,,,,-345.7341,,,,,0.3949,,,,,0.0055,0.2557,,,,
2026-04-30,73498522586.52,-181977.4853,,,,,0.3790,,,,,-331.6886,,,,,0.3788,,,,,0.0057,0.2453,,,,
2026-04-29,73498522586.52,-181977.4853,,,,,0.3790,,,,,-331.6886,,,,,0.3788,,,,,0.0057,0.2453,,,,
2026-04-28,72181773810.54,-178717.3023,,,,,0.3722,,,,,-325.7463,,,,,0.3721,,,,,0.0058,0.2409,,,,
2026-04-27,69189162956.04,66.8689,,,,,0.3608,,,,,104.9956,,,,,0.3607,,,,,0.0061,0.2245,,,,
2026-04-24,68710345219.32,66.4062,,,,,0.3583,,,,,104.2689,,,,,0.3582,,,,,0.0061,0.2230,,,,
2026-04-23,70266502863.66,67.9102,,,,,0.3664,,,,,106.6304,,,,,0.3663,,,,,0.0060,0.2280,,,,
2026-04-22,70984729468.74,68.6043,,,,,0.3701,,,,,107.7204,,,,,0.3700,,,,,0.0059,0.2304,,,,
2026-04-21,71463547205.46,69.0671,,,,,0.3726,,,,,108.4470,,,,,0.3725,,,,,0.0059,0.2319,,,,
2026-04-20,71104433902.92,68.7200,,,,,0.3708,,,,,107.9020,,,,,0.3706,,,,,0.0059,0.2308,,,,
2026-04-17,72660591547.26,-82.3083,,,,,0.3769,,,,,-48.8073,,,,,0.3767,,,,,0.0278,0.2401,,,,
2026-04-16,71463547205.46,-80.9523,,,,,0.3707,,,,,-48.0032,,,,,0.3705,,,,,0.0282,0.2362,,,,
2026-04-15,71104433902.92,-80.5455,,,,,0.3688,,,,,-47.7620,,,,,0.3687,,,,,0.0284,0.2350,,,,
2026-04-14,71224138337.1,-80.6811,,,,,0.3694,,,,,-47.8424,,,,,0.3693,,,,,0.0283,0.2354,,,,
2026-04-13,68590640785.14,-77.6979,,,,,0.3558,,,,,-46.0735,,,,,0.3556,,,,,0.0294,0.2267,,,,
2026-04-10,67034483140.8,-75.9351,,,,,0.3477,,,,,-45.0282,,,,,0.3476,,,,,0.0301,0.2215,,,,
2026-04-09,66675369838.26,-75.5283,,,,,0.3458,,,,,-44.7869,,,,,0.3457,,,,,0.0303,0.2203,,,,
2026-04-08,68231527482.6,-77.2911,,,,,0.3539,,,,,-45.8322,,,,,0.3538,,,,,0.0296,0.2255,,,,
2026-04-07,65837438799.0,-74.5791,,,,,0.3415,,,,,-44.2241,,,,,0.3414,,,,,0.0306,0.2176,,,,
2026-04-03,65957143233.18,-74.7147,,,,,0.3421,,,,,-44.3045,,,,,0.3420,,,,,0.0306,0.2180,,,,
2026-04-02,68231527482.6,-77.2911,,,,,0.3539,,,,,-45.8322,,,,,0.3538,,,,,0.0296,0.2255,,,,
2026-04-01,70505911732.02,-79.8675,,,,,0.3657,,,,,-47.3600,,,,,0.3656,,,,,0.0286,0.2330,,,,
2026-03-31,69667980692.76,-78.9183,,,,,0.3613,,,,,-46.7971,,,,,0.3612,,,,,0.0290,0.2302,,,,
2026-03-30,69907389561.12,-79.1895,,,,,0.3626,,,,,-46.9579,,,,,0.3625,,,,,0.0289,0.2310,,,,
2026-03-27,70505911732.02,-79.8675,,,,,0.3657,,,,,-47.3600,,,,,0.3656,,,,,0.0286,0.2330,,,,
2026-03-26,70386207297.84,-79.7319,,,,,0.3651,,,,,-47.2796,,,,,0.3649,,,,,0.0287,0.2326,,,,
2026-03-25,71942364942.18,-81.4947,,,,,0.3731,,,,,-48.3249,,,,,0.3730,,,,,0.0280,0.2377,,,,
2026-03-24,71463547205.46,-80.9523,,,,,0.3707,,,,,-48.0032,,,,,0.3705,,,,,0.0282,0.2362,,,,
2026-03-23,70865025034.56,-80.2743,,,,,0.3676,,,,,-47.6012,,,,,0.3674,,,,,0.0285,0.2342,,,,
2026-03-20,73737931454.88,-83.5286,,,,,0.3825,,,,,-49.5310,,,,,0.3823,,,,,0.0274,0.2437,,,,
2026-03-19,74695566928.32,-84.6134,,,,,0.3874,,,,,-50.1742,,,,,0.3873,,,,,0.0270,0.2468,,,,
2026-03-18,76132020138.48,-86.2406,,,,,0.3949,,,,,-51.1391,,,,,0.3947,,,,,0.0265,0.2516,,,,
2026-03-17,77807882217.0,-88.1390,,,,,0.4036,,,,,-52.2648,,,,,0.4034,,,,,0.0259,0.2571,,,,
2026-03-16,77329064480.28,-87.5966,,,,,0.4011,,,,,-51.9432,,,,,0.4009,,,,,0.0261,0.2555,,,,
2026-03-13,77329064480.28,-87.5966,,,,,0.4011,,,,,-51.9432,,,,,0.4009,,,,,0.0261,0.2555,,,,
2026-03-12,76491133441.02,-86.6474,,,,,0.3967,,,,,-51.3803,,,,,0.3966,,,,,0.0264,0.2528,,,,
2026-03-11,76491133441.02,-86.6474,,,,,0.3967,,,,,-51.3803,,,,,0.3966,,,,,0.0264,0.2528,,,,
2026-03-10,76012315704.3,-86.1050,,,,,0.3942,,,,,-51.0587,,,,,0.3941,,,,,0.0265,0.2512,,,,
2026-03-09,76012315704.3,-86.1050,,,,,0.3942,,,,,-51.0587,,,,,0.3941,,,,,0.0265,0.2512,,,,
2026-03-06,78166995519.54,-88.5458,,,,,0.4054,,,,,-52.5061,,,,,0.4053,,,,,0.0258,0.2583,,,,
2026-03-05,78645813256.26,-89.0882,,,,,0.4079,,,,,-52.8277,,,,,0.4078,,,,,0.0256,0.2599,,,,
2026-03-04,78885222124.62,-89.3594,,,,,0.4092,,,,,-52.9885,,,,,0.4090,,,,,0.0256,0.2607,,,,
2026-03-03,79962562032.24,-90.5798,,,,,0.4147,,,,,-53.7122,,,,,0.4146,,,,,0.0252,0.2642,,,,
2026-03-02,81279310808.22,-92.0713,,,,,0.4216,,,,,-54.5966,,,,,0.4214,,,,,0.0248,0.2686,,,,
2026-02-27,81399015242.4,-92.2069,,,,,0.4222,,,,,-54.6771,,,,,0.4220,,,,,0.0248,0.2690,,,,
2026-02-26,81039901939.86,-91.8001,,,,,0.4203,,,,,-54.4358,,,,,0.4202,,,,,0.0249,0.2678,,,,
2026-02-25,83314286189.28,-94.3765,,,,,0.4321,,,,,-55.9636,,,,,0.4320,,,,,0.0242,0.2753,,,,
2026-02-24,81279310808.22,-92.0713,,,,,0.4216,,,,,-54.5966,,,,,0.4214,,,,,0.0248,0.2686,,,,
2026-02-13,80680788637.32,-91.3933,,,,,0.4185,,,,,-54.1946,,,,,0.4183,,,,,0.0250,0.2666,,,,
2026-02-12,81518719676.58,-92.3425,,,,,0.4228,,,,,-54.7575,,,,,0.4227,,,,,0.0247,0.2694,,,,
2026-02-11,82356650715.84,-93.2917,,,,,0.4272,,,,,-55.3203,,,,,0.4270,,,,,0.0245,0.2722,,,,
2026-02-10,82476355150.02,-93.4273,,,,,0.4278,,,,,-55.4007,,,,,0.4276,,,,,0.0245,0.2725,,,,
2026-02-09,84750739399.44,-96.0037,,,,,0.4396,,,,,-56.9285,,,,,0.4394,,,,,0.0238,0.2801,,,,
2026-02-06,83553695057.64,-94.6477,,,,,0.4334,,,,,-56.1244,,,,,0.4332,,,,,0.0241,0.2761,,,,
2026-02-05,85828079307.06,-97.2241,,,,,0.4452,,,,,-57.6521,,,,,0.4450,,,,,0.0235,0.2836,,,,
2026-02-04,86067488175.42,-97.4953,,,,,0.4464,,,,,-57.8129,,,,,0.4462,,,,,0.0234,0.2844,,,,
2026-02-03,81399015242.4,-92.2069,,,,,0.4222,,,,,-54.6771,,,,,0.4220,,,,,0.0248,0.2690,,,,
2026-02-02,79364039861.34,-89.9018,,,,,0.4116,,,,,-53.3101,,,,,0.4115,,,,,0.0254,0.2623,,,,
2026-01-30,81518719676.58,-92.3425,,,,,0.4228,,,,,-54.7575,,,,,0.4227,,,,,0.0247,0.2694,,,,
2026-01-29,85109852701.98,-96.4105,,,,,0.4414,,,,,-57.1697,,,,,0.4413,,,,,0.0237,0.2812,,,,
2026-01-28,81399015242.4,-92.2069,,,,,0.4222,,,,,-54.6771,,,,,0.4220,,,,,0.0248,0.2690,,,,
2026-01-27,79004926558.8,-89.4950,,,,,0.4098,,,,,-53.0689,,,,,0.4096,,,,,0.0255,0.2611,,,,
2026-01-26,79603448729.7,-90.1730,,,,,0.4129,,,,,-53.4709,,,,,0.4127,,,,,0.0253,0.2631,,,,
2026-01-23,80321675334.78,-90.9866,,,,,0.4166,,,,,-53.9534,,,,,0.4165,,,,,0.0251,0.2654,,,,
2026-01-22,78765517690.44,-89.2238,,,,,0.4085,,,,,-52.9081,,,,,0.4084,,,,,0.0256,0.2603,,,,
2026-01-21,77807882217.0,-88.1390,,,,,0.4036,,,,,-52.2648,,,,,0.4034,,,,,0.0259,0.2571,,,,
2026-01-20,78166995519.54,-88.5458,,,,,0.4054,,,,,-52.5061,,,,,0.4053,,,,,0.0258,0.2583,,,,
2026-01-19,74934975796.68,-84.8846,,,,,0.3887,,,,,-50.3351,,,,,0.3885,,,,,0.0269,0.2476,,,,
2026-01-16,74575862494.14,-84.4778,,,,,0.3868,,,,,-50.0938,,,,,0.3867,,,,,0.0270,0.2464,,,,
2026-01-15,76491133441.02,-86.6474,,,,,0.3967,,,,,-51.3803,,,,,0.3966,,,,,0.0264,0.2528,,,,
2026-01-14,75294089099.22,-85.2914,,,,,0.3905,,,,,-50.5763,,,,,0.3904,,,,,0.0268,0.2488,,,,
2026-01-13,77448768914.46,-87.7322,,,,,0.4017,,,,,-52.0236,,,,,0.4016,,,,,0.0260,0.2559,,,,
2026-01-12,77927586651.18,-88.2746,,,,,0.4042,,,,,-52.3452,,,,,0.4040,,,,,0.0259,0.2575,,,,
2026-01-09,78645813256.26,-89.0882,,,,,0.4079,,,,,-52.8277,,,,,0.4078,,,,,0.0256,0.2599,,,,
2026-01-08,78885222124.62,-89.3594,,,,,0.4092,,,,,-52.9885,,,,,0.4090,,,,,0.0256,0.2607,,,,
2026-01-07,76491133441.02,-86.6474,,,,,0.3967,,,,,-51.3803,,,,,0.3966,,,,,0.0264,0.2528,,,,
2026-01-06,77568473348.64,-87.8678,,,,,0.4023,,,,,-52.1040,,,,,0.4022,,,,,0.0260,0.2563,,,,
2026-01-05,75653202401.76,-85.6982,,,,,0.3924,,,,,-50.8175,,,,,0.3923,,,,,0.0267,0.2500,,,,
2025-12-31,73019704849.8,-82.7150,,,,,0.3787,,,,,-49.0485,,,,,0.3786,,,,,0.0276,0.2413,,,,
2025-12-30,72900000415.62,-82.5794,,,,,0.3781,,,,,-48.9681,,,,,0.3780,,,,,0.0277,0.2409,,,,
2025-12-29,74097044757.42,-83.9354,,,,,0.3843,,,,,-49.7722,,,,,0.3842,,,,,0.0272,0.2449,,,,
2025-12-26,74934975796.68,-84.8846,,,,,0.3887,,,,,-50.3351,,,,,0.3885,,,,,0.0269,0.2476,,,,
2025-12-25,75174384665.04,-85.1558,,,,,0.3899,,,,,-50.4959,,,,,0.3898,,,,,0.0268,0.2484,,,,
2025-12-24,74934975796.68,-84.8846,,,,,0.3887,,,,,-50.3351,,,,,0.3885,,,,,0.0269,0.2476,,,,
2025-12-23,75054680230.86,-85.0202,,,,,0.3893,,,,,-50.4155,,,,,0.3891,,,,,0.0269,0.2480,,,,
2025-12-22,75892611270.12,-85.9694,,,,,0.3936,,,,,-50.9783,,,,,0.3935,,,,,0.0266,0.2508,,,,
2025-12-19,75772906835.94,-85.8338,,,,,0.3930,,,,,-50.8979,,,,,0.3929,,,,,0.0266,0.2504,,,,
2025-12-18,74815271362.5,-84.7490,,,,,0.3880,,,,,-50.2546,,,,,0.3879,,,,,0.0270,0.2472,,,,
2025-12-17,75174384665.04,-85.1558,,,,,0.3899,,,,,-50.4959,,,,,0.3898,,,,,0.0268,0.2484,,,,
2025-12-16,75174384665.04,-85.1558,,,,,0.3899,,,,,-50.4959,,,,,0.3898,,,,,0.0268,0.2484,,,,
2025-12-15,75054680230.86,-85.0202,,,,,0.3893,,,,,-50.4155,,,,,0.3891,,,,,0.0269,0.2480,,,,
2025-12-12,76850246743.56,-87.0542,,,,,0.3986,,,,,-51.6216,,,,,0.3985,,,,,0.0262,0.2540,,,,
2025-12-11,76850246743.56,-87.0542,,,,,0.3986,,,,,-51.6216,,,,,0.3985,,,,,0.0262,0.2540,,,,
2025-12-10,79962562032.24,-90.5798,,,,,0.4147,,,,,-53.7122,,,,,0.4146,,,,,0.0252,0.2642,,,,
2025-12-09,76012315704.3,-86.1050,,,,,0.3942,,,,,-51.0587,,,,,0.3941,,,,,0.0265,0.2512,,,,
2025-12-08,77927586651.18,-88.2746,,,,,0.4042,,,,,-52.3452,,,,,0.4040,,,,,0.0259,0.2575,,,,
2025-12-05,78166995519.54,-88.5458,,,,,0.4054,,,,,-52.5061,,,,,0.4053,,,,,0.0258,0.2583,,,,
2025-12-04,77568473348.64,-87.8678,,,,,0.4023,,,,,-52.1040,,,,,0.4022,,,,,0.0260,0.2563,,,,
2025-12-03,77329064480.28,-87.5966,,,,,0.4011,,,,,-51.9432,,,,,0.4009,,,,,0.0261,0.2555,,,,
2025-12-02,78885222124.62,-89.3594,,,,,0.4092,,,,,-52.9885,,,,,0.4090,,,,,0.0256,0.2607,,,,
2025-12-01,79244335427.16,-89.7662,,,,,0.4110,,,,,-53.2297,,,,,0.4109,,,,,0.0255,0.2619,,,,
2025-11-28,80920197505.68,-91.6645,,,,,0.4197,,,,,-54.3554,,,,,0.4196,,,,,0.0249,0.2674,,,,
2025-11-27,81039901939.86,-91.8001,,,,,0.4203,,,,,-54.4358,,,,,0.4202,,,,,0.0249,0.2678,,,,
2025-11-26,82236946281.66,-93.1561,,,,,0.4265,,,,,-55.2399,,,,,0.4264,,,,,0.0245,0.2718,,,,
2025-11-25,83553695057.64,-94.6477,,,,,0.4334,,,,,-56.1244,,,,,0.4332,,,,,0.0241,0.2761,,,,
2025-11-24,83793103926.0,-94.9189,,,,,0.4346,,,,,-56.2852,,,,,0.4345,,,,,0.0241,0.2769,,,,
2025-11-21,82955172886.74,-93.9697,,,,,0.4303,,,,,-55.7224,,,,,0.4301,,,,,0.0243,0.2741,,,,
2025-11-20,84631034965.26,-95.8681,,,,,0.4390,,,,,-56.8481,,,,,0.4388,,,,,0.0238,0.2797,,,,
2025-11-19,83194581755.1,-94.2409,,,,,0.4315,,,,,-55.8832,,,,,0.4314,,,,,0.0242,0.2749,,,,
2025-11-18,84750739399.44,-96.0037,,,,,0.4396,,,,,-56.9285,,,,,0.4394,,,,,0.0238,0.2801,,,,
2025-11-17,86785714780.5,-98.3089,,,,,0.4501,,,,,-58.2954,,,,,0.4500,,,,,0.0232,0.2868,,,,
2025-11-14,86785714780.5,-98.3089,,,,,0.4501,,,,,-58.2954,,,,,0.4500,,,,,0.0232,0.2868,,,,
2025-11-13,87144828083.04,-98.7157,,,,,0.4520,,,,,-58.5366,,,,,0.4518,,,,,0.0231,0.2880,,,,
2025-11-12,87025123648.86,-98.5801,,,,,0.4514,,,,,-58.4562,,,,,0.4512,,,,,0.0232,0.2876,,,,
2025-11-11,87264532517.22,-98.8513,,,,,0.4526,,,,,-58.6170,,,,,0.4525,,,,,0.0231,0.2884,,,,
2025-11-10,87025123648.86,-98.5801,,,,,0.4514,,,,,-58.4562,,,,,0.4512,,,,,0.0232,0.2876,,,,
2025-11-07,85947783741.24,-97.3597,,,,,0.4458,,,,,-57.7325,,,,,0.4456,,,,,0.0235,0.2840,,,,
2025-11-06,85828079307.06,-97.2241,,,,,0.4452,,,,,-57.6521,,,,,0.4450,,,,,0.0235,0.2836,,,,
2025-11-05,85947783741.24,-97.3597,,,,,0.4458,,,,,-57.7325,,,,,0.4456,,,,,0.0235,0.2840,,,,
2025-11-04,86306897043.78,-97.7665,,,,,0.4476,,,,,-57.9738,,,,,0.4475,,,,,0.0234,0.2852,,,,
2025-11-03,87384236951.4,-98.9869,,,,,0.4532,,,,,-58.6974,,,,,0.4531,,,,,0.0231,0.2888,,,,
2025-10-31,87743350253.94,-99.3937,,,,,0.4551,,,,,-58.9386,,,,,0.4549,,,,,0.0230,0.2900,,,,
2025-10-30,87743350253.94,-99.3937,,,,,0.4551,,,,,-58.9386,,,,,0.4549,,,,,0.0230,0.2900,,,,
2025-10-29,89060099029.92,-100.8852,,,,,0.4619,,,,,-59.8231,,,,,0.4618,,,,,0.0226,0.2943,,,,
2025-10-28,88820690161.56,-100.6140,,,,,0.4607,,,,,-59.6623,,,,,0.4605,,,,,0.0227,0.2935,,,,
2025-10-27,89538916766.64,-101.4276,,,,,0.4644,,,,,-60.1448,,,,,0.4642,,,,,0.0225,0.2959,,,,
2025-10-24,89658621200.82,-101.5632,,,,,0.4650,,,,,-60.2252,,,,,0.4649,,,,,0.0225,0.2963,,,,
2025-10-23,89898030069.18,-101.8344,,,,,0.4663,,,,,-60.3860,,,,,0.4661,,,,,0.0224,0.2971,,,,
2025-10-22,90735961108.44,-102.7836,,,,,0.4706,,,,,-60.9488,,,,,0.4705,,,,,0.0222,0.2998,,,,
2025-10-21,92411823186.96,316.4119,,,,,0.4772,,,,,-234.6719,,,,,0.4771,,,,,0.0218,0.3195,,,,
2025-10-20,92292118752.78,316.0020,,,,,0.4766,,,,,-234.3679,,,,,0.4764,,,,,0.0219,0.3190,,,,
2025-10-17,92770936489.5,317.6415,,,,,0.4791,,,,,-235.5838,,,,,0.4789,,,,,0.0217,0.3207,,,,
2025-10-16,93608867528.76,320.5105,,,,,0.4834,,,,,-237.7117,,,,,0.4832,,,,,0.0215,0.3236,,,,
2025-10-15,94207389699.66,322.5598,,,,,0.4865,,,,,-239.2316,,,,,0.4863,,,,,0.0214,0.3257,,,,
2025-10-14,94327094133.84,322.9696,,,,,0.4871,,,,,-239.5356,,,,,0.4869,,,,,0.0214,0.3261,,,,
2025-10-13,94446798568.02,323.3795,,,,,0.4877,,,,,-239.8395,,,,,0.4876,,,,,0.0214,0.3265,,,,
2025-10-10,94925616304.74,325.0189,,,,,0.4902,,,,,-241.0555,,,,,0.4900,,,,,0.0212,0.3282,,,,
2025-10-09,94327094133.84,322.9696,,,,,0.4871,,,,,-239.5356,,,,,0.4869,,,,,0.0214,0.3261,,,,
2025-09-30,94087685265.48,322.1499,,,,,0.4859,,,,,-238.9276,,,,,0.4857,,,,,0.0214,0.3253,,,,
2025-09-29,92411823186.96,316.4119,,,,,0.4772,,,,,-234.6719,,,,,0.4771,,,,,0.0218,0.3195,,,,
2025-09-26,92411823186.96,316.4119,,,,,0.4772,,,,,-234.6719,,,,,0.4771,,,,,0.0218,0.3195,,,,
2025-09-25,91693596581.88,313.9527,,,,,0.4735,,,,,-232.8480,,,,,0.4734,,,,,0.0220,0.3170,,,,
2025-09-24,91693596581.88,313.9527,,,,,0.4735,,,,,-232.8480,,,,,0.4734,,,,,0.0220,0.3170,,,,
2025-09-23,91214778845.16,312.3133,,,,,0.4710,,,,,-231.6321,,,,,0.4709,,,,,0.0221,0.3153,,,,
2025-09-22,93608867528.76,320.5105,,,,,0.4834,,,,,-237.7117,,,,,0.4832,,,,,0.0215,0.3236,,,,
2025-09-19,94925616304.74,325.0189,,,,,0.4902,,,,,-241.0555,,,,,0.4900,,,,,0.0212,0.3282,,,,
2025-09-18,92890640923.68,318.0513,,,,,0.4797,,,,,-235.8878,,,,,0.4795,,,,,0.0217,0.3211,,,,
2025-09-17,95763547344.0,327.8880,,,,,0.4945,,,,,-243.1833,,,,,0.4944,,,,,0.0211,0.3310,,,,
2025-09-16,95524138475.64,327.0682,,,,,0.4933,,,,,-242.5754,,,,,0.4931,,,,,0.0211,0.3302,,,,
2025-09-15,95284729607.28,326.2485,,,,,0.4921,,,,,-241.9674,,,,,0.4919,,,,,0.0212,0.3294,,,,
2025-09-12,94207389699.66,322.5598,,,,,0.4865,,,,,-239.2316,,,,,0.4863,,,,,0.0214,0.3257,,,,
2025-09-11,93608867528.76,320.5105,,,,,0.4834,,,,,-237.7117,,,,,0.4832,,,,,0.0215,0.3236,,,,
