日期,理杏仁前复权(元),前复权(元),后复权(元),股价(元),市值(元),流通市值(元),自由流通市值(元),行业中位数,PS-TTM,PS-TTM 分位点,PS-TTM 80%分位点值,PS-TTM 50%分位点值,PS-TTM 20%分位点值
2026-07-03,=140.0200,=140.0200,=140.0200,=140.0200,=169766043987.88,=169623593101.0,=82247845733.96,,=5.0833,,,,
2026-07-02,=139.2000,=139.2000,=139.2000,=139.2000,=168771842044.8,=168630225394.0,=81766177161.6,,=5.0535,,,,
2026-07-01,=141.7000,=141.7000,=141.7000,=141.7000,=171802945529.8,=171658785476.0,=83234678906.6,,=5.1443,,,,
2026-06-30,=135.8300,=135.8300,=135.8300,=135.8300,=164685914547.02,=164547726402.0,=79786636809.34,,=4.9312,,,,
2026-06-29,=137.4900,=137.4900,=137.4900,=137.4900,=166698567261.06,=166558690297.0,=80761721968.02,,=4.9914,,,,
2026-06-26,=133.9800,=133.9800,=133.9800,=133.9800,=162442897968.12,=162306591941.0,=78699945518.04,,=4.8640,,,,
2026-06-25,=138.1600,=138.1600,=138.1600,=138.1600,=167510902995.04,=167370344399.0,=81155280435.68,,=5.0157,,,,
2026-06-24,=136.7300,=136.7300,=136.7300,=136.7300,=165777111801.62,=165638008032.0,=80315297437.54,,=4.9638,,,,
2026-06-23,=139.3800,=139.3800,=139.3800,=139.3800,=168990081495.72,=168848281720.0,=81871909287.24,,=5.0600,,,,
2026-06-22,=141.8500,=141.8500,=141.8500,=141.8500,=171984811738.9,=171840499081.0,=83322789011.3,,=5.1497,,,,
2026-06-18,=140.0100,=140.0100,=140.0100,=140.0100,=169753919573.94,=169611478860.0,=82241971726.98,,=5.0829,,,,
2026-06-17,=143.3500,=143.3500,=143.3500,=143.3500,=173803473829.9,=173657635131.0,=84203890058.3,,=5.2042,,,,
2026-06-16,=142.9000,=142.9000,=142.9000,=142.9000,=173257875202.6,=173112494316.0,=83939559744.2,,=5.1878,,,,
2026-06-15,=146.5000,=146.5000,=146.5000,=146.5000,=177622664221.0,=177473620835.0,=86054202257.0,,=5.3185,,,,
2026-06-12,=151.0400,=151.0400,=151.0400,=151.0400,=183127148149.76,=182973485944.0,=88721001425.92,,=5.4833,,,,
2026-06-11,=146.8800,=146.8800,=146.8800,=146.8800,=178083391950.72,=177933961967.0,=86277414522.24,,=5.3323,,,,
2026-06-10,=143.5000,=143.5000,=143.5000,=143.5000,=173985340039.0,=173839348736.0,=84292000163.0,,=5.2096,,,,
2026-06-09,=142.3300,=142.3300,=142.3300,=142.3300,=172566783608.02,=172421982617.0,=83604741346.34,,=5.1671,,,,
2026-06-08,=142.7400,=142.7400,=142.7400,=142.7400,=173063884579.56,=172918666470.0,=83845575632.52,,=5.1820,,,,
2026-06-05,=144.3900,=144.3900,=144.3900,=144.3900,=175064412879.66,=174917516125.0,=84814786784.22,,=5.2419,,,,
2026-06-04,=142.5900,=142.5900,=142.5900,=142.5900,=172882018370.46,=172736952865.0,=83757465527.82,,=5.1766,,,,
2026-06-03,=144.5900,=144.5900,=144.5900,=144.5900,=175306901158.46,=175159800931.0,=84932266923.82,,=5.2492,,,,
2026-06-02,=146.9900,=146.9900,=146.9900,=146.9900,=178216760504.06,=178067218611.0,=86342028599.02,,=5.3363,,,,
2026-06-01,=149.4300,=149.4300,=149.4300,=149.4300,=181175117505.42,=181023093251.0,=87775286302.14,,=5.4249,,,,
2026-05-29,=151.8300,=151.8300,=151.8300,=151.8300,=184084976851.02,=183930510930.0,=89185047977.34,,=5.5120,,,,
2026-05-28,=150.7800,=150.7800,=150.7800,=150.7800,=182811913387.32,=182658515696.0,=88568277244.44,,=5.4739,,,,
2026-05-27,=154.0000,=154.0000,=154.0000,=154.0000,=186715974676.0,=186559301082.0,=90459707492.0,,=5.5908,,,,
2026-05-26,=153.1500,=153.1500,=153.1500,=153.1500,=185685399491.1,=185529590654.0,=89960416898.7,,=5.5599,,,,
2026-05-25,=153.6300,=153.6300,=153.6300,=153.6300,=186267371360.22,=186111074190.0,=90242369233.74,,=5.5774,,,,
2026-05-22,=153.0000,=153.0000,=153.0000,=153.0000,=185503533282.0,=185347877049.0,=89872306794.0,,=5.5545,,,,
2026-05-21,=158.2600,=158.2600,=158.2600,=158.2600,=191880975014.44,=191719967463.0,=92962034465.48,,=5.7455,,,,
2026-05-20,=154.8000,=154.8000,=154.8000,=154.8000,=187685927791.2,=187528440308.0,=90929628050.4,,=5.6198,,,,
2026-05-19,=158.1500,=158.1500,=158.1500,=158.1500,=191747606461.1,=191586710819.0,=92897420388.7,,=5.7415,,,,
2026-05-18,=156.3300,=156.3300,=156.3300,=156.3300,=189540963124.02,=189381919079.0,=91828351118.34,,=5.6754,,,,
2026-05-15,=160.3700,=160.3700,=160.3700,=160.3700,=194439226355.78,=194276072172.0,=94201449938.26,,=5.8221,,,,
2026-05-14,=161.2400,=161.2400,=161.2400,=161.2400,=195494050368.56,=195330011081.0,=94712488545.52,,=5.8536,,,,
2026-05-13,=165.9400,=165.9400,=165.9400,=165.9400,=201192524920.36,=201023704036.0,=97473271826.12,,=6.0243,,,,
2026-05-12,=166.3900,=166.3900,=166.3900,=166.3900,=201738123547.66,=201568844851.0,=97737602140.22,,=6.0406,,,,
2026-05-11,=169.2100,=169.2100,=169.2100,=169.2100,=205157208278.74,=204985060624.0,=99394072108.58,,=6.1430,,,,
2026-05-08,=170.6100,=170.6100,=170.6100,=170.6100,=206854626230.34,=206681054270.0,=100216433085.78,,=6.1938,,,,
2026-05-07,=170.5000,=170.5000,=170.5000,=170.5000,=206721257677.0,=206547797627.0,=100151819009.0,,=6.1898,,,,
2026-05-06,=172.6800,=172.6800,=172.6800,=172.6800,=209364379915.92,=209188702018.0,=101432352530.64,,=6.2690,,,,
2026-04-30,=168.4000,=168.4000,=168.4000,=168.4000,=204175130749.6,=204003807157.0,=98918277543.2,,=6.1136,,,,
2026-04-29,=168.4000,=168.4000,=168.4000,=168.4000,=204175130749.6,=204003807157.0,=98918277543.2,,=6.1136,,,,
2026-04-28,=161.1100,=161.1100,=161.1100,=161.1100,=195336432987.34,=195172525957.0,=94636126454.78,,=5.8691,,,,
2026-04-27,=158.0100,=158.0100,=158.0100,=158.0100,=191577864665.94,=191417111454.0,=92815184290.98,,=5.7562,,,,
2026-04-24,=161.0000,=161.0000,=161.0000,=161.0000,=195203064434.0,=195039269313.0,=94571512378.0,,=5.8651,,,,
2026-04-23,=161.0400,=161.0400,=161.0400,=161.0400,=195251562089.76,=195087726274.0,=94595008405.92,,=5.8666,,,,
2026-04-22,=159.6000,=159.6000,=159.6000,=159.6000,=193505646482.4,=193343275667.0,=93749151400.8,,=5.8141,,,,
2026-04-21,=158.8500,=158.8500,=158.8500,=158.8500,=192596315436.9,=192434707642.0,=93308600877.3,,=5.7868,,,,
2026-04-20,=158.1000,=158.1000,=158.1000,=158.1000,=191686984391.4,=191526139617.0,=92868050353.8,,=5.7595,,,,
2026-04-17,=156.7500,=156.7500,=156.7500,=156.7500,=190050188509.5,=189890717173.0,=92075059411.5,,=5.7103,,,,
2026-04-16,=160.4600,=160.4600,=160.4600,=160.4600,=194548346081.24,=194385100335.0,=94254316001.08,,=5.8454,,,,
2026-04-15,=160.3000,=160.3000,=160.3000,=160.3000,=194354355458.2,=194191272490.0,=94160331889.4,,=5.8396,,,,
2026-04-14,=160.4600,=160.4600,=160.4600,=160.4600,=194548346081.24,=194385100335.0,=94254316001.08,,=5.8454,,,,
2026-04-13,=157.9400,=157.9400,=157.9400,=157.9400,=191492993768.36,=191332311772.0,=92774066242.12,,=5.7536,,,,
