date,基本每股收益,累积同比,营业收入,归属于母公司普通股股东的净利润
2025-12-31,0.46,0.0698,273063098000,13181015000
2025-09-30,0.35,0.4,183865085000,9964248000
2025-06-30,0.25,0.6667,119758127000,7245652000
2025-03-31,0.11,1.75,48671060000,3052981000
2024-12-31,0.43,0.0488,246456804000,12387514000
2024-09-30,0.25,0.1905,152582851000,7244952000
2024-06-30,0.15,0.25,90039351000,4200827000
2024-03-31,0.04,1,32182793000,1008287000
2023-12-31,0.41,0,234261514000,11711576000
2023-09-30,0.21,0,143035486000,6151584000
2023-06-30,0.12,0.0909,87303227000,3460359000
2023-03-31,0.02,1,32378659000,615327000
2022-12-31,0.41,0.1389,222938637000,11653448000
2022-09-30,0.21,-0.087,135563342000,6027302000
2022-06-30,0.11,-0.2143,81297098000,3130771000
2022-03-31,0.01,-0.8,30647501000,219751000
2021-12-31,0.36,-0.0769,225731755000,10302605000
2021-09-30,0.23,-0.0417,144459621000,6460595000
2021-06-30,0.14,0.0769,95464015000,3988656000
2021-03-31,0.05,0.6667,41553935000,1341023000
2020-12-31,0.39,-0.0488,227656041000,11331053000
2020-09-30,0.24,-0.1724,145774978000,6793205000
2020-06-30,0.13,-0.2353,89403326000,3692655000
2020-03-31,0.03,-0.5,33395135000,747683000
2019-12-31,0.41,0.0513,229010833000,11794929000
2019-09-30,0.29,0.1154,154519861000,8412632000
2019-06-30,0.17,0.2143,96147021000,4780641000
2019-03-31,0.06,0.5,39667781000,1780042000
2018-12-31,0.39,0.0263,219082641000,11305044000
2018-09-30,0.26,0.0833,135365775000,7531756000
2018-06-30,0.1435,0.1167,86290902000,4117547000
2018-03-31,0.04,0,32922913000,1270700000
2017-12-31,0.38,-0.0732,211012560000,10798556000
2017-09-30,0.24,-0.1429,140666030000,6809208000
2017-06-30,0.13,-0.2778,88717014000,3672542000
2017-03-31,0.04,-0.4286,33592333000,1151988000
2016-12-31,0.41,-0.0465,229722154000,11295596000
2016-09-30,0.28,-0.0345,147059682000,7520041000
2016-06-30,0.18,0.0588,94204936000,4794773000
