date,归属于母公司普通股股东的净利润,累积同比,基本每股收益,营业收入
2026-03-31,754464673,0.0089,0.43,25745711787
2025-12-31,5956787450,0.0018,3.68,165053636639
2025-09-30,5312355495,0.3156,3.34,110534420762
2025-06-30,2940890216,0.8103,1.87,62401722814
2025-03-31,747793486,2.406,0.5,19147080404
2024-12-31,5945945363,3.4272,3.94,145175822054
2024-09-30,4037930620,2.7602,2.67,106626512437
2024-06-30,1624558336,2.2085,1.08,65044468013
2024-03-31,219551775,1.3512,0.15,26560677505
2023-12-31,-2449687107,0.3607,-1.63,35841957867
2023-09-30,-2294042252,0.1423,-1.53,16680124798
2023-06-30,-1344250910,0.2218,-0.9,11032343769
2023-03-31,-625066765,0.2549,-0.42,5090601214
2022-12-31,-3831866371,-1.1009,-2.68,34104996189
2022-09-30,-2674784796,-1.4689,-1.9,23123288907
2022-06-30,-1727327409,-2.5897,-1.27,12415946560
2022-03-31,-838898216,-0.5754,-0.62,5131200882
2021-12-31,-1823911349,-0.0551,-1.38,16717920930
2021-09-30,-1083396726,-0.4934,-0.83,11449625391
2021-06-30,-481190960,-0.1204,-0.37,7384493276
2021-03-31,-532503065,-0.0775,-0.42,3288567399
2020-12-31,-1728591191,-26.9076,-1.49,14302475985
2020-09-30,-725459374,-0.7213,-0.67,9225038279
2020-06-30,-429499491,-0.53,-0.43,5679950966
2020-03-31,-494219333,-5.0518,-0.53,2385040156
2019-12-31,66721504,-0.3006,0.07,18132005178
2019-09-30,-421459817,-9.5159,-0.45,11554527209
2019-06-30,-280723510,-2.1856,-0.3,7684193879
2019-03-31,-81664663,-1.3701,-0.09,4734575792
2018-12-31,106321766,-0.8533,0.12,20239784786
2018-09-30,49490788,-0.8991,0.06,14257622107
2018-06-30,236774950,-0.3936,0.27,10453363507
2018-03-31,220642388,0.094,0.24,6256871951
2017-12-31,724768806,0.4114,0.81,21933763912
2017-09-30,490295210,0.6876,0.55,14510085300
2017-06-30,390444706,0.9961,0.44,10070903037
2017-03-31,201687967,0.7082,0.23,5874401471
2016-12-31,513516901,0.3791,0.63,16192433346
2016-09-30,290534351,1.3863,0.36,10201440748
