date,资产合计,归属于母公司普通股股东的净利润,流动比率,长期负债合计,应收账款,自由现金流量,净资产收益率(ROE),流动资产合计,总资产收益率(ROA),资产负债率,营业收入,所有者权益合计,毛利率(GM),货币资金,经营活动产生的现金流量净额,速动比率,流动负债合计,资本回报率(ROIC),基本每股收益,负债合计,净利润率,经营活动产生的现金流量净额对净利润的比率,有息负债率
2026-03-31,123747865038,754464673,1.0687,3648498400,1486033194,11038778474,0.185,0,0.0541,0.6592,25745711787,42170036605,0.2888,158224505361.38,-20950295141,1.0215,5672449840,0.1558,0.43,81577828434,0.0351,2.5918,0.046
