日期,理杏仁前复权(元),前复权(元),后复权(元),股价(元),市值(元),流通市值(元),自由流通市值(元),行业中位数,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值
2026-04-14,=72.3000,=72.3000,=72.3000,=72.3000,=151632727714.8,=147236053445.0,=97570386158.1,,=3.6143,,,,
2026-04-13,=70.0200,=70.0200,=70.0200,=70.0200,=146850948749.52,=142592924789.0,=94493477714.94,,=3.5003,,,,
2026-04-10,=69.0800,=69.0800,=69.0800,=69.0800,=144879513562.08,=140678652448.0,=93224927742.76,,=3.4533,,,,
2026-04-09,=65.1100,=65.1100,=65.1100,=65.1100,=136553345802.36,=132593906498.0,=87867328392.17,,=3.2549,,,,
2026-04-08,=64.2500,=64.2500,=64.2500,=64.2500,=134749692333.0,=130842550952.0,=86706740119.75,,=3.2119,,,,
2026-04-07,=60.6800,=60.6800,=60.6800,=60.6800,=127262433163.68,=123572388977.0,=81888949267.96,,=3.0334,,,,
2026-04-03,=60.0000,=60.0000,=60.0000,=60.0000,=125836288560.0,=122187596220.0,=80971274820.0,,=2.9994,,,,
2026-04-02,=62.9500,=62.9500,=62.9500,=62.9500,=132023239414.2,=126859970755.0,=84952362498.65,,=3.1469,,,,
2026-04-01,=62.5800,=62.5800,=62.5800,=62.5800,=131247248968.08,=125148061864.0,=84453039637.26,,=3.1284,,,,
2026-03-31,=62.2300,=62.2300,=62.2300,=62.2300,=129193293018.79,=124448128632.0,=83980707200.81,,=3.0794,,,,
2026-03-30,=69.0900,=69.0900,=69.0900,=69.0900,=143300900571.57,=138166819977.0,=93238422955.23,,=3.4157,,,,
2026-03-27,=72.4000,=72.4000,=72.4000,=72.4000,=150166235365.2,=144786188542.0,=90792343236.0,,=3.7382,,,,
2026-03-26,=70.0000,=70.0000,=70.0000,=70.0000,=145188349110.0,=139986646380.0,=87782652300.0,,=3.6143,,,,
2026-03-25,=70.3700,=70.3700,=70.3700,=70.3700,=145955773241.01,=140726575797.0,=88246646319.3,,=3.6334,,,,
2026-03-24,=70.1000,=70.1000,=70.1000,=70.1000,=145395761037.3,=140186627303.0,=87908056089.0,,=3.6195,,,,
2026-03-23,=71.1300,=71.1300,=71.1300,=71.1300,=147532103888.49,=142246430814.0,=89199715115.7,,=3.6727,,,,
2026-03-20,=70.8000,=70.8000,=70.8000,=70.8000,=146847644528.4,=141586493767.0,=88785882612.0,,=3.6556,,,,
2026-03-19,=67.0600,=67.0600,=67.0600,=67.0600,=139090438447.38,=134107207232.0,=84095780903.4,,=3.4625,,,,
2026-03-18,=67.5100,=67.5100,=67.5100,=67.5100,=140023792120.23,=135007121387.0,=84660097953.9,,=3.4858,,,,
2026-03-17,=68.6200,=68.6200,=68.6200,=68.6200,=142326064513.26,=137226909637.0,=86052080011.8,,=3.5431,,,,
2026-03-16,=69.9500,=69.9500,=69.9500,=69.9500,=145084643146.35,=139886655918.0,=87719950405.5,,=3.6117,,,,
2026-03-13,=68.2200,=68.2200,=68.2200,=68.2200,=141496416804.06,=136426985943.0,=85550464855.8,,=3.5224,,,,
2026-03-12,=69.0900,=69.0900,=69.0900,=69.0900,=143300900571.57,=138166819977.0,=86641477820.1,,=3.5673,,,,
2026-03-11,=67.9700,=67.9700,=67.9700,=67.9700,=140977886985.81,=135927033635.0,=85236955383.3,,=3.5095,,,,
2026-03-10,=62.9800,=62.9800,=62.9800,=62.9800,=130628031813.54,=125947985557.0,=78979306312.2,,=3.2519,,,,
2026-03-09,=62.2800,=62.2800,=62.2800,=62.2800,=129176148322.44,=124548119094.0,=78101479789.2,,=3.2157,,,,
2026-03-06,=60.3000,=60.3000,=60.3000,=60.3000,=125069392161.9,=120588496810.0,=75618484767.0,,=3.1135,,,,
2026-03-05,=60.5400,=60.5400,=60.5400,=60.5400,=125567180787.42,=121068451026.0,=75919453860.6,,=3.1259,,,,
2026-03-04,=60.8200,=60.8200,=60.8200,=60.8200,=126147934183.86,=121628397612.0,=76270584469.8,,=3.1403,,,,
2026-03-03,=61.5700,=61.5700,=61.5700,=61.5700,=127703523638.61,=123128254537.0,=77211112887.3,,=3.1791,,,,
2026-03-02,=61.4100,=61.4100,=61.4100,=61.4100,=127371664554.93,=122808285060.0,=77010466824.9,,=3.1708,,,,
2026-02-27,=62.3300,=62.3300,=62.3300,=62.3300,=129279854286.09,=124648109555.0,=78164181683.7,,=3.2183,,,,
2026-02-26,=62.1600,=62.1600,=62.1600,=62.1600,=128927254009.68,=124308141985.0,=77950995242.4,,=3.2095,,,,
2026-02-25,=65.4600,=65.4600,=65.4600,=65.4600,=135771847610.58,=130907512458.0,=82089320279.4,,=3.3799,,,,
2026-02-24,=64.4800,=64.4800,=64.4800,=64.4800,=133739210723.04,=128947699408.0,=80860363147.2,,=3.3293,,,,
2026-02-13,=63.7800,=63.7800,=63.7800,=63.7800,=132287327231.94,=127547832945.0,=79982536624.2,,=3.2932,,,,
2026-02-12,=65.0800,=65.0800,=65.0800,=65.0800,=134983682286.84,=130147584949.0,=81612785881.2,,=3.3603,,,,
2026-02-11,=63.7900,=63.7900,=63.7900,=63.7900,=132308068424.67,=127567831037.0,=79995077003.1,,=3.2937,,,,
2026-02-10,=63.3700,=63.3700,=63.3700,=63.3700,=131436938330.01,=126727911159.0,=79468381089.3,,=3.2720,,,,
2026-02-09,=64.1900,=64.1900,=64.1900,=64.1900,=133137716133.87,=128367754730.0,=80496692159.1,,=3.3143,,,,
2026-02-06,=63.5300,=63.5300,=63.5300,=63.5300,=131768797413.69,=127047880636.0,=79669027151.7,,=3.2803,,,,
2026-02-05,=61.5800,=61.5800,=61.5800,=61.5800,=127724264831.34,=123148252630.0,=77223653266.2,,=3.1796,,,,
2026-02-04,=63.9500,=63.9500,=63.9500,=63.9500,=132639927508.35,=127887800514.0,=80195723065.5,,=3.3019,,,,
2026-02-03,=63.1300,=63.1300,=63.1300,=63.1300,=130939149704.49,=126247956942.0,=79167411995.7,,=3.2596,,,,
2026-02-02,=62.9300,=62.9300,=62.9300,=62.9300,=130524325849.89,=125847995096.0,=78916604417.7,,=3.2493,,,,
2026-01-30,=63.7900,=63.7900,=63.7900,=63.7900,=132308068424.67,=127567831037.0,=79995077003.1,,=3.2937,,,,
2026-01-29,=60.7100,=60.7100,=60.7100,=60.7100,=125919781063.83,=121408418596.0,=76132640301.9,,=3.1347,,,,
2026-01-28,=62.2400,=62.2400,=62.2400,=62.2400,=129093183551.52,=124468126724.0,=78051318273.6,,=3.2137,,,,
2026-01-27,=64.2000,=64.2000,=64.2000,=64.2000,=133158457326.6,=128387752823.0,=80509232538.0,,=3.3149,,,,
2026-01-26,=65.7800,=65.7800,=65.7800,=65.7800,=136435565777.94,=131547451413.0,=82490612404.2,,=3.3964,,,,
2026-01-23,=66.7500,=66.7500,=66.7500,=66.7500,=138447461472.75,=133487266370.0,=83707029157.5,,=3.4465,,,,
2026-01-22,=64.8500,=64.8500,=64.8500,=64.8500,=134506634854.05,=129687628825.0,=81324357166.5,,=3.3484,,,,
2026-01-21,=66.8400,=66.8400,=66.8400,=66.8400,=138634132207.32,=133667249201.0,=83819892567.6,,=3.4512,,,,
2026-01-20,=66.0200,=66.0200,=66.0200,=66.0200,=136933354403.46,=132027405629.0,=82791581497.8,,=3.4088,,,,
2026-01-19,=68.0000,=68.0000,=68.0000,=68.0000,=141040110564.0,=135987027912.0,=85274576520.0,,=3.5111,,,,
2026-01-16,=68.6900,=68.6900,=68.6900,=68.6900,=142471252862.37,=137366896283.0,=86139862664.1,,=3.5467,,,,
2026-01-15,=67.9000,=67.9000,=67.9000,=67.9000,=140832698636.7,=135787046989.0,=85149172731.0,,=3.5059,,,,
2026-01-14,=67.1600,=67.1600,=67.1600,=67.1600,=139297850374.68,=134307188155.0,=84221184692.4,,=3.4677,,,,
2026-01-13,=66.6300,=66.6300,=66.6300,=66.6300,=138198567159.99,=133247289261.0,=83556544610.7,,=3.4403,,,,
2026-01-12,=68.2100,=68.2100,=68.2100,=68.2100,=141475675611.33,=136406987851.0,=85537924476.9,,=3.5219,,,,
2026-01-09,=69.2400,=69.2400,=69.2400,=69.2400,=143612018462.52,=138466791362.0,=86829583503.6,,=3.5751,,,,
2026-01-08,=69.0000,=69.0000,=69.0000,=69.0000,=143114229837.0,=137986837146.0,=86528614410.0,,=3.5627,,,,
2026-01-07,=69.6900,=69.6900,=69.6900,=69.6900,=144545372135.37,=139366705517.0,=87393900554.1,,=3.5983,,,,
2026-01-06,=69.6000,=69.6000,=69.6000,=69.6000,=144358701400.8,=139186722686.0,=87281037144.0,,=3.5937,,,,
2026-01-05,=68.9700,=68.9700,=68.9700,=68.9700,=143052006258.81,=137926842869.0,=86490993273.3,,=3.5611,,,,
2025-12-31,=65.7600,=65.7600,=65.7600,=65.7600,=136394083392.48,=132394846972.0,=82465531646.4,,=3.3954,,,,
2025-12-30,=67.7000,=67.7000,=67.7000,=67.7000,=140417495662.1,=136300656022.0,=84898365153.0,,=3.4956,,,,
2025-12-29,=68.6200,=68.6200,=68.6200,=68.6200,=142325680241.26,=138152895365.0,=86052080011.8,,=3.5431,,,,
2025-12-26,=71.8000,=71.8000,=71.8000,=71.8000,=148921361721.4,=144555200921.0,=90039920502.0,,=3.7073,,,,
2025-12-25,=70.8600,=70.8600,=70.8600,=70.8600,=146971694868.78,=142662695505.0,=88861124885.4,,=3.6587,,,,
2025-12-24,=71.1200,=71.1200,=71.1200,=71.1200,=147510964423.76,=143186154450.0,=89187174736.8,,=3.6721,,,,
2025-12-23,=70.8200,=70.8200,=70.8200,=70.8200,=146888730321.86,=142582163360.0,=88810963369.8,,=3.6567,,,,
2025-12-22,=69.0100,=69.0100,=69.0100,=69.0100,=143134584573.73,=138938083782.0,=86541154788.9,,=3.5632,,,,
2025-12-19,=68.5600,=68.5600,=68.5600,=68.5600,=142201233420.88,=138032097147.0,=85976837738.4,,=3.5400,,,,
2025-12-18,=68.5500,=68.5500,=68.5500,=68.5500,=142180492284.15,=138011964111.0,=85964297359.5,,=3.5394,,,,
2025-12-17,=69.9600,=69.9600,=69.9600,=69.9600,=145104992563.08,=140850722235.0,=87732490784.4,,=3.6122,,,,
2025-12-16,=67.7300,=67.7300,=67.7300,=67.7300,=140479719072.29,=136361055131.0,=84935986289.7,,=3.4971,,,,
2025-12-15,=69.0100,=69.0100,=69.0100,=69.0100,=143134584573.73,=138938083782.0,=86541154788.9,,=3.5632,,,,
2025-12-12,=71.0000,=71.0000,=71.0000,=71.0000,=147262070783.0,=142944558014.0,=89036690190.0,,=3.6659,,,,
2025-12-11,=70.5100,=70.5100,=70.5100,=70.5100,=146245755083.23,=141958039233.0,=88422211623.9,,=3.6406,,,,
2025-12-10,=71.2100,=71.2100,=71.2100,=71.2100,=147697634654.33,=143367351777.0,=89300038146.9,,=3.6768,,,,
2025-12-09,=71.4800,=71.4800,=71.4800,=71.4800,=148257645346.04,=143910943758.0,=89638628377.2,,=3.6907,,,,
2025-12-08,=72.1000,=72.1000,=72.1000,=72.1000,=149543595823.3,=145159192011.0,=90416131869.0,,=3.7227,,,,
2025-12-05,=69.1300,=69.1300,=69.1300,=69.1300,=143383478214.49,=130559213185.0,=86691639335.7,,=3.5694,,,,
2025-12-04,=69.5200,=69.5200,=69.5200,=69.5200,=144192382546.96,=131295768850.0,=87180714112.8,,=3.5895,,,,
2025-12-03,=69.2200,=69.2200,=69.2200,=69.2200,=143570148445.06,=130729187569.0,=86804502745.8,,=3.5740,,,,
2025-12-02,=70.6500,=70.6500,=70.6500,=70.6500,=146536130997.45,=133429891676.0,=88597776928.5,,=3.6479,,,,
2025-12-01,=72.3800,=72.3800,=72.3800,=72.3800,=150069578429.54,=136729680025.0,=90767262478.2,,=3.7411,,,,
2025-11-28,=71.4100,=71.4100,=71.4100,=71.4100,=148058422156.03,=134897298295.0,=89550845724.9,,=3.6909,,,,
2025-11-27,=71.6900,=71.6900,=71.6900,=71.6900,=146659425714.15,=133447901366.0,=89901976334.1,,=3.7123,,,,
2025-11-26,=72.3700,=72.3700,=72.3700,=72.3700,=148050531997.95,=134713692591.0,=90754722099.3,,=3.7475,,,,
2025-11-25,=72.5000,=72.5000,=72.5000,=72.5000,=148316478787.5,=134955682090.0,=90917747025.0,,=3.7543,,,,
2025-11-24,=71.4700,=71.4700,=71.4700,=71.4700,=146209361916.45,=133038380675.0,=89626087998.3,,=3.7009,,,,
2025-11-21,=71.7400,=71.7400,=71.7400,=71.7400,=146761712940.9,=133540974250.0,=89964678228.6,,=3.7149,,,,
2025-11-20,=76.3000,=76.3000,=76.3000,=76.3000,=156090308020.5,=142029221289.0,=95683091007.0,,=3.9511,,,,
2025-11-19,=79.0000,=79.0000,=79.0000,=79.0000,=161613818265.0,=147055157036.0,=99068993310.0,,=4.0909,,,,
2025-11-18,=78.6000,=78.6000,=78.6000,=78.6000,=160795520451.0,=146310573962.0,=98567378154.0,,=4.0702,,,,
2025-11-17,=83.4500,=83.4500,=83.4500,=83.4500,=170717381445.75,=155338643730.0,=104649461920.5,,=4.3213,,,,
2025-11-14,=82.6000,=82.6000,=82.6000,=82.6000,=168978498591.0,=153756404698.0,=103583529714.0,,=4.2773,,,,
2025-11-13,=87.3700,=87.3700,=87.3700,=87.3700,=178736700022.95,=162635557851.0,=109565290449.3,,=4.5243,,,,
2025-11-12,=80.0200,=80.0200,=80.0200,=80.0200,=163700477690.7,=148953843874.0,=100348111957.8,,=4.1437,,,,
2025-11-11,=84.0100,=84.0100,=84.0100,=84.0100,=171862998385.35,=156381060033.0,=105351723138.9,,=4.3503,,,,
2025-11-10,=83.8500,=83.8500,=83.8500,=83.8500,=171535679259.75,=156083226803.0,=105151077076.5,,=4.3420,,,,
2025-11-07,=87.3700,=87.3700,=87.3700,=87.3700,=178736700022.95,=162635557851.0,=109565290449.3,,=4.5243,,,,
2025-11-06,=85.1600,=85.1600,=85.1600,=85.1600,=174215604600.6,=158521736369.0,=106793866712.4,,=4.4099,,,,
2025-11-05,=85.6500,=85.6500,=85.6500,=85.6500,=175218019422.75,=159433850635.0,=107408345278.5,,=4.4352,,,,
2025-11-04,=79.2800,=79.2800,=79.2800,=79.2800,=162186626734.8,=147576094288.0,=99420123919.2,,=4.1054,,,,
2025-11-03,=83.4500,=83.4500,=83.4500,=83.4500,=170717096297.1,=155338358581.0,=104649461920.5,,=4.3213,,,,
2025-10-31,=83.1800,=83.1800,=83.1800,=83.1800,=170164746195.24,=154835765929.0,=104310871690.2,,=4.3073,,,,
2025-10-30,=83.8000,=83.8000,=83.8000,=83.8000,=171433105688.4,=155989867575.0,=105088375182.0,,=4.3394,,,,
2025-10-29,=83.5900,=83.5900,=83.5900,=83.5900,=171003500053.62,=155598962179.0,=104825027225.1,,=4.3285,,,,
2025-10-28,=77.5300,=77.5300,=77.5300,=77.5300,=158606308878.54,=144318549321.0,=97225557611.7,,=4.0147,,,,
2025-10-27,=76.8900,=76.8900,=76.8900,=76.8900,=157297034563.02,=143127218590.0,=96422973362.1,,=3.9816,,,,
2025-10-24,=80.2500,=80.2500,=80.2500,=80.2500,=164170724719.5,=149381704927.0,=100636540672.5,,=4.1556,,,,
2025-10-23,=78.4900,=78.4900,=78.4900,=78.4900,=160570220351.82,=146104881391.0,=98428557959.21,,=4.2311,,,,
2025-10-22,=77.6200,=77.6200,=77.6200,=77.6200,=158789768913.96,=144485423539.0,=97337554704.98,,=4.1842,,,,
2025-10-21,=78.6500,=78.6500,=78.6500,=78.6500,=160896873551.7,=146402712721.0,=98629202235.85,,=4.2397,,,,
2025-10-20,=76.4900,=76.4900,=76.4900,=76.4900,=156478091010.42,=142381989777.0,=95920504501.21,,=4.1233,,,,
2025-10-17,=76.2900,=76.2900,=76.2900,=76.2900,=156068944478.82,=142009700616.0,=95669699155.41,,=4.1125,,,,
2025-10-16,=83.7500,=83.7500,=83.7500,=83.7500,=171330110107.5,=155896086336.0,=105024738553.75,,=4.5147,,,,
2025-10-15,=81.2300,=81.2300,=81.2300,=81.2300,=166174863809.34,=151205242903.0,=101864591196.67,,=4.3788,,,,
2025-10-14,=79.0500,=79.0500,=79.0500,=79.0500,=161715166614.9,=147147291043.0,=99130812927.45,,=4.2613,,,,
2025-10-13,=83.3700,=83.3700,=83.3700,=83.3700,=170552731697.46,=155188736930.0,=104548208396.73,,=4.4942,,,,
2025-10-10,=80.3800,=80.3800,=80.3800,=80.3800,=164435991050.04,=149622116845.0,=100798668477.02,,=4.3330,,,,
2025-10-09,=90.2700,=90.2700,=90.2700,=90.2700,=184668287037.66,=168031705494.0,=113200992826.83,,=4.8661,,,,
2025-09-30,=91.0000,=91.0000,=91.0000,=91.0000,=186161671878.0,=169390552786.0,=114116432339.0,,=4.9055,,,,
2025-09-29,=83.6800,=83.6800,=83.6800,=83.6800,=171185974868.96,=155764851177.0,=104936956682.72,,=4.5109,,,,
2025-09-26,=77.2700,=77.2700,=77.2700,=77.2700,=158072900073.19,=143833055096.0,=96898645349.83,,=4.1653,,,,
2025-09-25,=81.2800,=81.2800,=81.2800,=81.2800,=166276243276.16,=151297408027.0,=101927292533.12,,=4.3815,,,,
2025-09-24,=76.3400,=76.3400,=76.3400,=76.3400,=156170379080.98,=142101920876.0,=95732400491.86,,=4.1152,,,,
2025-09-23,=73.8100,=73.8100,=73.8100,=73.8100,=150994703693.57,=137392491221.0,=92559712867.49,,=3.9788,,,,
2025-09-22,=71.8100,=71.8100,=71.8100,=71.8100,=146903260699.57,=133669621929.0,=90051659409.49,,=3.8710,,,,
2025-09-19,=71.4100,=71.4100,=71.4100,=71.4100,=146084972100.77,=132925048071.0,=89550048717.89,,=3.8494,,,,
2025-09-18,=70.4800,=70.4800,=70.4800,=70.4800,=144182451108.56,=131193913850.0,=88383803859.92,,=3.7993,,,,
2025-09-17,=73.9600,=73.9600,=73.9600,=73.9600,=151301561918.12,=137671706418.0,=92747816876.84,,=3.9869,,,,
2025-09-16,=73.7800,=73.7800,=73.7800,=73.7800,=150933332048.66,=137336648182.0,=92522092065.62,,=3.9255,,,,
2025-09-15,=73.9200,=73.9200,=73.9200,=73.9200,=151219733058.24,=137597249032.0,=92697655807.68,,=3.9330,,,,
2025-09-12,=73.8100,=73.8100,=73.8100,=73.8100,=150994703693.57,=137392491221.0,=92559712867.49,,=3.9271,,,,
2025-09-11,=71.7000,=71.7000,=71.7000,=71.7000,=146678231334.9,=133464864118.0,=89913716469.3,,=3.8148,,,,
2025-09-10,=70.1500,=70.1500,=70.1500,=70.1500,=143507363014.55,=130579640417.0,=87969975039.35,,=3.7324,,,,
2025-09-09,=72.2300,=72.2300,=72.2300,=72.2300,=147762463728.31,=134451424481.0,=90578350635.67,,=3.8430,,,,
2025-09-08,=74.9500,=74.9500,=74.9500,=74.9500,=153326826200.15,=139514526718.0,=93989303338.55,,=3.9878,,,,
2025-09-05,=78.0000,=78.0000,=78.0000,=78.0000,=159566276766.0,=145191902388.0,=97814084862.0,,=4.1500,,,,
2025-09-04,=66.9000,=66.9000,=66.9000,=66.9000,=136858768149.3,=124529977817.0,=83894388170.1,,=3.5595,,,,
2025-09-03,=64.0100,=64.0100,=64.0100,=64.0100,=130946633022.97,=119150431690.0,=80270250923.29,,=3.4057,,,,
2025-09-02,=57.1100,=57.1100,=57.1100,=57.1100,=116831154693.67,=106306532633.0,=71617466493.19,,=3.0386,,,,
2025-09-01,=55.8700,=55.8700,=55.8700,=55.8700,=114294460037.39,=103998353672.0,=70062473349.23,,=2.9726,,,,
2025-08-29,=57.1900,=57.1900,=57.1900,=57.1900,=116994812413.43,=106455447405.0,=71717788631.51,,=3.0428,,,,
2025-08-28,=53.5300,=53.5300,=53.5300,=53.5300,=109507471734.41,=99642596600.0,=67128050803.37,,=2.8481,,,,
2025-08-27,=53.2500,=53.2500,=53.2500,=53.2500,=108934669715.25,=99121394900.0,=66776923319.25,,=2.8332,,,,
2025-08-26,=50.3500,=50.3500,=50.3500,=50.3500,=103002077373.95,=93723234426.0,=63140245805.15,,=2.6789,,,,
2025-08-25,=49.8700,=49.8700,=49.8700,=49.8700,=102020131055.39,=92829745796.0,=62538312975.23,,=2.6534,,,,
2025-08-22,=48.5000,=48.5000,=48.5000,=48.5000,=99217492604.5,=90279580331.0,=60820296356.5,,=2.5805,,,,
2025-08-21,=48.0700,=48.0700,=48.0700,=48.0700,=98337832360.79,=89479163433.0,=60281064863.03,,=2.6384,,,,
