date,归属于母公司普通股股东的净利润,净资产收益率(ROE),总资产收益率(ROA),资产负债率,自由现金流量,净利润率,营业收入,基本每股收益,经营活动产生的现金流量净额,经营活动产生的现金流量净额对净利润的比率
2026-03-31,8181000000,0.1226,0.0084,0.933,199111000000,0.4108,20384000000,1.24,59825000000,6.6665
