date,metric,value
2026-03-31,归属于母公司普通股股东的净利润,8181000000
2026-03-31,净资产收益率(ROE),0.1226
2026-03-31,总资产收益率(ROA),0.0084
2026-03-31,资产负债率,0.933
2026-03-31,自由现金流量,199111000000
2026-03-31,净利润率,0.4108
2026-03-31,营业收入,20384000000
2026-03-31,基本每股收益,1.24
2026-03-31,经营活动产生的现金流量净额,59825000000
2026-03-31,经营活动产生的现金流量净额对净利润的比率,6.6665
