日期,理杏仁前复权(元),前复权(元),后复权(元),股价(元),市值(元),流通市值(元),自由流通市值(元),行业中位数,PE-TTM,PE-TTM 分位点,PE-TTM 80%分位点值,PE-TTM 50%分位点值,PE-TTM 20%分位点值
2026-07-03,=7.0400,=7.0400,=7.0400,=7.0400,=2509100049906.56,=1898069976275.0,=243744124243.84,,=6.7568,,,,
2026-07-02,=7.0500,=7.0500,=7.0500,=7.0500,=2512664112477.4497,=1900766098400.0,=244090351693.05,,=6.7664,,,,
2026-07-01,=7.0600,=7.0600,=7.0600,=7.0600,=2516228175048.34,=1903462220525.0,=244436579142.26,,=6.7759,,,,
2026-06-30,=7.0700,=7.0700,=7.0700,=7.0700,=2519792237619.23,=1906158342651.0,=244782806591.47,,=6.7855,,,,
2026-06-29,=7.2200,=7.2200,=7.2200,=7.2200,=2573253176182.58,=1946600174532.0,=249976218329.62,,=6.9295,,,,
2026-06-26,=7.1500,=7.1500,=7.1500,=7.1500,=2548304738186.35,=1927727319654.0,=247552626185.15,,=6.8623,,,,
2026-06-25,=7.1900,=7.1900,=7.1900,=7.1900,=2562560988469.91,=1938511808155.0,=248937535981.99,,=6.9007,,,,
2026-06-24,=7.2200,=7.2200,=7.2200,=7.2200,=2573253176182.58,=1946600174532.0,=249976218329.62,,=6.9295,,,,
2026-06-23,=7.3800,=7.3800,=7.3800,=7.3800,=2630278177316.82,=1989738128538.0,=255515857516.98,,=7.0831,,,,
2026-06-22,=7.2000,=7.2000,=7.2000,=7.2000,=2566125051040.8003,=1941207930281.0,=249283763431.2,,=6.9103,,,,
2026-06-18,=7.1600,=7.1600,=7.1600,=7.1600,=2551868800757.24,=1930423441779.0,=247898853634.36,,=6.8719,,,,
2026-06-17,=7.3600,=7.3600,=7.3600,=7.3600,=2623150052175.04,=1984345884287.0,=254823402618.56,,=7.0639,,,,
2026-06-16,=7.4200,=7.4200,=7.4200,=7.4200,=2644534427600.38,=2000522617039.0,=256900767313.82,,=7.1215,,,,
2026-06-15,=7.5700,=7.5700,=7.5700,=7.5700,=2697995366163.73,=2040964448920.0,=262094179051.97,,=7.2654,,,,
2026-06-12,=7.7800,=7.7800,=7.7800,=7.7800,=2772840680152.42,=2097583013553.0,=269364955485.38,,=7.4670,,,,
2026-06-11,=7.6600,=7.6600,=7.6600,=7.6600,=2730071929301.74,=2065229548049.0,=265210226094.86,,=7.3518,,,,
2026-06-10,=7.6900,=7.6900,=7.6900,=7.6900,=2740764117014.41,=2073317914425.0,=266248908442.49,,=7.3806,,,,
2026-06-09,=7.5400,=7.5400,=7.5400,=7.5400,=2687303178451.06,=2032876082544.0,=261055496704.34,,=7.2366,,,,
2026-06-08,=7.5000,=7.5000,=7.5000,=7.5000,=2673046928167.5,=2022091594043.0,=259670586907.5,,=7.1982,,,,
2026-06-05,=7.3400,=7.3400,=7.3400,=7.3400,=2616021927033.26,=1978953640036.0,=254130947720.14,,=7.0447,,,,
2026-06-04,=7.2300,=7.2300,=7.2300,=7.2300,=2576817238753.47,=1949296296657.0,=250322445778.83,,=6.9391,,,,
2026-06-03,=7.2800,=7.2800,=7.2800,=7.2800,=2594637551607.92,=1962776907284.0,=252053583024.88,,=6.9871,,,,
2026-06-02,=7.3400,=7.3400,=7.3400,=7.3400,=2616021927033.26,=1978953640036.0,=254130947720.14,,=7.0447,,,,
2026-06-01,=7.3000,=7.3000,=7.3000,=7.3000,=2601765676749.6997,=1968169151535.0,=252746037923.3,,=7.0063,,,,
2026-05-29,=7.2200,=7.2200,=7.2200,=7.2200,=2573253176182.58,=1946600174532.0,=249976218329.62,,=6.9295,,,,
2026-05-28,=7.0400,=7.0400,=7.0400,=7.0400,=2509100049906.56,=1898069976275.0,=243744124243.84,,=6.7568,,,,
2026-05-27,=7.1200,=7.1200,=7.1200,=7.1200,=2537612550473.68,=1919638953278.0,=246513943837.52,,=6.8335,,,,
2026-05-26,=7.1800,=7.1800,=7.1800,=7.1800,=2558996925899.02,=1935815686030.0,=248591308532.78,,=6.8911,,,,
2026-05-25,=7.1700,=7.1700,=7.1700,=7.1700,=2555432863328.13,=1933119563905.0,=248245081083.57,,=6.8815,,,,
2026-05-22,=7.1800,=7.1800,=7.1800,=7.1800,=2558996925899.02,=1935815686030.0,=248591308532.78,,=6.8911,,,,
2026-05-21,=7.1500,=7.1500,=7.1500,=7.1500,=2548304738186.35,=1927727319654.0,=247552626185.15,,=6.8623,,,,
2026-05-20,=7.1300,=7.1300,=7.1300,=7.1300,=2541176613044.57,=1922335075403.0,=246860171286.73,,=6.8431,,,,
2026-05-19,=7.2600,=7.2600,=7.2600,=7.2600,=2587509426466.14,=1957384663033.0,=251361128126.46,,=6.9679,,,,
2026-05-18,=7.1900,=7.1900,=7.1900,=7.1900,=2562560988469.91,=1938511808155.0,=248937535981.99,,=6.9007,,,,
2026-05-15,=7.2400,=7.2400,=7.2400,=7.2400,=2580381301324.36,=1951992418782.0,=250668673228.04,,=6.9487,,,,
2026-05-14,=7.3000,=7.3000,=7.3000,=7.3000,=2601765676749.6997,=1968169151535.0,=252746037923.3,,=7.0063,,,,
2026-05-13,=7.2300,=7.2300,=7.2300,=7.2300,=2576817238753.47,=1949296296657.0,=250322445778.83,,=6.9391,,,,
2026-05-12,=7.4800,=7.4800,=7.4800,=7.4800,=2665918803025.72,=2016699349792.0,=258978132009.08,,=7.1791,,,,
2026-05-11,=7.4700,=7.4700,=7.4700,=7.4700,=2662354740454.83,=2014003227666.0,=258631904559.87,,=7.1695,,,,
2026-05-08,=7.4600,=7.4600,=7.4600,=7.4600,=2658790677883.94,=2011307105541.0,=258285677110.66,,=7.1599,,,,
2026-05-07,=7.3900,=7.3900,=7.3900,=7.3900,=2633842239887.71,=1992434250663.0,=255862084966.19,,=7.0927,,,,
2026-05-06,=7.3600,=7.3600,=7.3600,=7.3600,=2623150052175.04,=1984345884287.0,=254823402618.56,,=7.0639,,,,
2026-04-30,=7.4500,=7.4500,=7.4500,=7.4500,=2655226615313.0503,=2008610983416.0,=257939449661.45,,=7.1503,,,,
2026-04-29,=7.4700,=7.4700,=7.4700,=7.4700,=2662354740454.83,=2014003227666.0,=258631904559.87,,=7.2236,,,,
2026-04-28,=7.5300,=7.5300,=7.5300,=7.5300,=2683739115880.17,=2030179960419.0,=260709269255.13,,=7.2816,,,,
2026-04-27,=7.5100,=7.5100,=7.5100,=7.5100,=2676610990738.39,=2024787716168.0,=260016814356.71,,=7.2623,,,,
2026-04-24,=7.5800,=7.5800,=7.5800,=7.5800,=2701559428734.62,=2043660571046.0,=262440406501.18,,=7.3300,,,,
2026-04-23,=7.5800,=7.5800,=7.5800,=7.5800,=2701559428734.62,=2043660571046.0,=262440406501.18,,=7.3300,,,,
2026-04-22,=7.5200,=7.5200,=7.5200,=7.5200,=2680175053309.28,=2027483838293.0,=260363041805.92,,=7.2720,,,,
2026-04-21,=7.6200,=7.6200,=7.6200,=7.6200,=2715815679018.18,=2054445059547.0,=263825316298.02,,=7.3687,,,,
2026-04-20,=7.5700,=7.5700,=7.5700,=7.5700,=2697995366163.73,=2040964448920.0,=262094179051.97,,=7.3203,,,,
2026-04-17,=7.4400,=7.4400,=7.4400,=7.4400,=2651662552742.16,=2005914861290.0,=257593222212.24,,=7.1946,,,,
2026-04-16,=7.4600,=7.4600,=7.4600,=7.4600,=2658790677883.94,=2011307105541.0,=258285677110.66,,=7.2140,,,,
2026-04-15,=7.5000,=7.5000,=7.5000,=7.5000,=2673046928167.5,=2022091594043.0,=259670586907.5,,=7.2526,,,,
2026-04-14,=7.4600,=7.4600,=7.4600,=7.4600,=2658790677883.94,=2011307105541.0,=258285677110.66,,=7.2140,,,,
2026-04-13,=7.3700,=7.3700,=7.3700,=7.3700,=2626714114745.93,=1987042006412.0,=255169630067.77,,=7.1269,,,,
2026-04-10,=7.3100,=7.3100,=7.3100,=7.3100,=2605329739320.59,=1970865273660.0,=253092265372.51,,=7.0689,,,,
2026-04-09,=7.3300,=7.3300,=7.3300,=7.3300,=2612457864462.37,=1976257517911.0,=253784720270.93,,=7.0882,,,,
2026-04-08,=7.3200,=7.3200,=7.3200,=7.3200,=2608893801891.48,=1973561395785.0,=253438492821.72,,=7.0786,,,,
2026-04-07,=7.4000,=7.4000,=7.4000,=7.4000,=2637406302458.6,=1995130372789.0,=256208312415.4,,=7.1559,,,,
2026-04-03,=7.5000,=7.5000,=7.5000,=7.5000,=2673046928167.5,=2022091594043.0,=259670586907.5,,=7.2526,,,,
2026-04-02,=7.6300,=7.6300,=7.6300,=7.6300,=2719379741589.07,=2057141181673.0,=264171543747.23,,=7.3784,,,,
2026-04-01,=7.5800,=7.5800,=7.5800,=7.5800,=2701559428734.62,=2043660571046.0,=262440406501.18,,=7.3300,,,,
2026-03-31,=7.6400,=7.6400,=7.6400,=7.6400,=2722943804159.96,=2059837303798.0,=264517771196.44,,=7.3880,,,,
2026-03-30,=7.5700,=7.5700,=7.5700,=7.5700,=2697995366163.73,=2040964448920.0,=262094179051.97,,=7.3203,,,,
2026-03-27,=7.4000,=7.4000,=7.4000,=7.4000,=2637406302458.6,=1995130372789.0,=256208312415.4,,=7.1914,,,,
2026-03-26,=7.4200,=7.4200,=7.4200,=7.4200,=2644534427600.38,=2000522617039.0,=256900767313.82,,=7.2108,,,,
2026-03-25,=7.3400,=7.3400,=7.3400,=7.3400,=2616021927033.26,=1978953640036.0,=254130947720.14,,=7.1331,,,,
2026-03-24,=7.3200,=7.3200,=7.3200,=7.3200,=2608893801891.48,=1973561395785.0,=253438492821.72,,=7.1136,,,,
2026-03-23,=7.2500,=7.2500,=7.2500,=7.2500,=2583945363895.25,=1954688540908.0,=251014900677.25,,=7.0456,,,,
2026-03-20,=7.5000,=7.5000,=7.5000,=7.5000,=2673046928167.5,=2022091594043.0,=259670586907.5,,=7.2886,,,,
2026-03-19,=7.5300,=7.5300,=7.5300,=7.5300,=2683739115880.17,=2030179960419.0,=260709269255.13,,=7.3177,,,,
2026-03-18,=7.3900,=7.3900,=7.3900,=7.3900,=2633842239887.71,=1992434250663.0,=255862084966.19,,=7.1817,,,,
2026-03-17,=7.3900,=7.3900,=7.3900,=7.3900,=2633842239887.71,=1992434250663.0,=255862084966.19,,=7.1817,,,,
2026-03-16,=7.2500,=7.2500,=7.2500,=7.2500,=2583945363895.25,=1954688540908.0,=251014900677.25,,=7.0456,,,,
2026-03-13,=7.2000,=7.2000,=7.2000,=7.2000,=2566125051040.8003,=1941207930281.0,=249283763431.2,,=6.9970,,,,
2026-03-12,=7.1600,=7.1600,=7.1600,=7.1600,=2551868800757.24,=1930423441779.0,=247898853634.36,,=6.9581,,,,
2026-03-11,=7.1200,=7.1200,=7.1200,=7.1200,=2537612550473.68,=1919638953278.0,=246513943837.52,,=6.9193,,,,
2026-03-10,=7.0400,=7.0400,=7.0400,=7.0400,=2509100049906.56,=1898069976275.0,=243744124243.84,,=6.8415,,,,
2026-03-09,=7.1000,=7.1000,=7.1000,=7.1000,=2530484425331.9,=1914246709027.0,=245821488939.1,,=6.8998,,,,
2026-03-06,=7.1100,=7.1100,=7.1100,=7.1100,=2534048487902.79,=1916942831152.0,=246167716388.31,,=6.9095,,,,
2026-03-05,=7.1100,=7.1100,=7.1100,=7.1100,=2534048487902.79,=1916942831152.0,=246167716388.31,,=6.9095,,,,
2026-03-04,=7.0800,=7.0800,=7.0800,=7.0800,=2523356300190.12,=1908854464776.0,=245129034040.68,,=6.8804,,,,
2026-03-03,=7.1200,=7.1200,=7.1200,=7.1200,=2537612550473.68,=1919638953278.0,=246513943837.52,,=6.9193,,,,
2026-03-02,=6.9600,=6.9600,=6.9600,=6.9600,=2480587549339.44,=1876500999271.0,=240974304650.16,,=6.7638,,,,
2026-02-27,=6.9200,=6.9200,=6.9200,=6.9200,=2466331299055.88,=1865716510770.0,=239589394853.32,,=6.7249,,,,
2026-02-26,=6.9600,=6.9600,=6.9600,=6.9600,=2480587549339.44,=1876500999271.0,=240974304650.16,,=6.7638,,,,
2026-02-25,=7.0500,=7.0500,=7.0500,=7.0500,=2512664112477.4497,=1900766098400.0,=244090351693.05,,=6.8512,,,,
2026-02-24,=7.0600,=7.0600,=7.0600,=7.0600,=2516228175048.34,=1903462220525.0,=244436579142.26,,=6.8610,,,,
2026-02-13,=7.1100,=7.1100,=7.1100,=7.1100,=2534048487902.79,=1916942831152.0,=246167716388.31,,=6.9095,,,,
2026-02-12,=7.1800,=7.1800,=7.1800,=7.1800,=2558996925899.02,=1935815686030.0,=248591308532.78,,=6.9776,,,,
2026-02-11,=7.2900,=7.2900,=7.2900,=7.2900,=2598201614178.81,=1965473029409.0,=252399810474.09,,=7.0845,,,,
2026-02-10,=7.3000,=7.3000,=7.3000,=7.3000,=2601765676749.6997,=1968169151535.0,=252746037923.3,,=7.0942,,,,
2026-02-09,=7.2800,=7.2800,=7.2800,=7.2800,=2594637551607.92,=1962776907284.0,=252053583024.88,,=7.0748,,,,
2026-02-06,=7.2600,=7.2600,=7.2600,=7.2600,=2587509426466.14,=1957384663033.0,=251361128126.46,,=7.0553,,,,
2026-02-05,=7.3000,=7.3000,=7.3000,=7.3000,=2601765676749.6997,=1968169151535.0,=252746037923.3,,=7.0942,,,,
2026-02-04,=7.2400,=7.2400,=7.2400,=7.2400,=2580381301324.36,=1951992418782.0,=250668673228.04,,=7.0359,,,,
2026-02-03,=7.1800,=7.1800,=7.1800,=7.1800,=2558996925899.02,=1935815686030.0,=248591308532.78,,=6.9776,,,,
2026-02-02,=7.3200,=7.3200,=7.3200,=7.3200,=2608893801891.48,=1973561395785.0,=253438492821.72,,=7.1136,,,,
2026-01-30,=7.2500,=7.2500,=7.2500,=7.2500,=2583945363895.25,=1954688540908.0,=251014900677.25,,=7.0456,,,,
2026-01-29,=7.2600,=7.2600,=7.2600,=7.2600,=2587509426466.14,=1957384663033.0,=251361128126.46,,=7.0553,,,,
2026-01-28,=7.2000,=7.2000,=7.2000,=7.2000,=2566125051040.8003,=1941207930281.0,=249283763431.2,,=6.9970,,,,
2026-01-27,=7.2300,=7.2300,=7.2300,=7.2300,=2576817238753.47,=1949296296657.0,=250322445778.83,,=7.0262,,,,
2026-01-26,=7.2400,=7.2400,=7.2400,=7.2400,=2580381301324.36,=1951992418782.0,=250668673228.04,,=7.0359,,,,
2026-01-23,=7.2100,=7.2100,=7.2100,=7.2100,=2569689113611.69,=1943904052406.0,=249629990880.41,,=7.0067,,,,
