date,所有者权益合计,毛利率(GM),速动比率,资产负债率,流动负债合计,营业收入,货币资金,基本每股收益,净资产收益率(ROE),总资产收益率(ROA),归属于母公司普通股股东的净利润,净利润率,负债合计,应收账款,资本回报率(ROIC),流动比率,有息负债率,经营活动产生的现金流量净额,长期负债合计,资产合计,经营活动产生的现金流量净额对净利润的比率,自由现金流量,流动资产合计
2026-03-31,64173334308,0.2259,0.8037,0.6504,7191853144,29790570753,118426046780.16,0.175,0.1064,0.0379,2056440953,0.065,119393996165,44472020848,0.0703,1.1975,0.2567,2151953235,5235776386,183567330473,2.2944,11542643382,143621030
