日期,理杏仁前复权(元),前复权(元),后复权(元),股价(元),市值(元),流通市值(元),自由流通市值(元),行业中位数,PB,PB 分位点,PB 80%分位点值,PB 50%分位点值,PB 20%分位点值
2026-03-27,=95.4200,=95.4200,=95.4200,=95.4200,=166220216906.12,=144063416856.0,=74608685881.34,,=6.0895,,,,
2026-03-26,=94.0000,=94.0000,=94.0000,=94.0000,=163746598084.0,=141919526142.0,=73498391038.0,,=5.9989,,,,
2026-03-25,=96.5500,=96.5500,=96.5500,=96.5500,=168188660053.3,=145769470734.0,=75492230369.35,,=6.1616,,,,
2026-03-24,=97.0700,=97.0700,=97.0700,=97.0700,=169094492298.02,=146554557475.0,=75898817213.39,,=6.1948,,,,
2026-03-23,=99.2700,=99.2700,=99.2700,=99.2700,=172926859487.22,=149876078299.0,=77618992322.79,,=6.3352,,,,
2026-03-20,=99.7600,=99.7600,=99.7600,=99.7600,=173780432179.36,=150615871574.0,=78002122233.52,,=6.3665,,,,
2026-03-19,=100.9000,=100.9000,=100.9000,=100.9000,=175766295177.4,=152337023274.0,=78893485699.3,,=6.4392,,,,
2026-03-18,=101.4700,=101.4700,=101.4700,=101.4700,=176759226676.42,=153197599124.0,=79339167432.19,,=6.4756,,,,
2026-03-17,=102.9000,=102.9000,=102.9000,=102.9000,=179250265349.4,=155356587660.0,=80457281253.3,,=6.5669,,,,
2026-03-16,=103.2400,=103.2400,=103.2400,=103.2400,=179842540278.64,=155869913605.0,=80723126497.48,,=6.5886,,,,
2026-03-13,=100.2300,=100.2300,=100.2300,=100.2300,=174599165169.78,=151325469204.0,=78369614188.71,,=6.3965,,,,
2026-03-12,=99.8800,=99.8800,=99.8800,=99.8800,=173989470389.68,=150797045437.0,=78095949966.76,,=6.3741,,,,
2026-03-11,=101.5200,=101.5200,=101.5200,=101.5200,=176846325930.72,=153273088233.0,=79378262321.04,,=6.4788,,,,
2026-03-10,=99.5100,=99.5100,=99.5100,=99.5100,=173344935907.86,=150238426025.0,=77806647789.27,,=6.3505,,,,
2026-03-09,=97.8000,=97.8000,=97.8000,=97.8000,=170366141410.8,=147656698475.0,=76469602590.6,,=6.2414,,,,
2026-03-06,=100.2500,=100.2500,=100.2500,=100.2500,=174634004871.5,=151355664848.0,=78385252144.25,,=6.3977,,,,
2026-03-05,=101.0000,=101.0000,=101.0000,=101.0000,=175940493686.0,=152488001493.0,=78971675477.0,,=6.4456,,,,
2026-03-04,=101.5100,=101.5100,=101.5100,=101.5100,=176828906079.86,=153257990411.0,=79370443343.27,,=6.4781,,,,
2026-03-03,=102.4000,=102.4000,=102.4000,=102.4000,=178379272806.4,=154601696563.0,=80066332364.8,,=6.5349,,,,
2026-03-02,=106.1900,=106.1900,=106.1900,=106.1900,=184981396282.34,=160323771075.0,=83029724939.63,,=6.7768,,,,
2026-02-27,=107.3200,=107.3200,=107.3200,=107.3200,=186949839429.52,=162029824953.0,=83913269427.64,,=6.8489,,,,
2026-02-26,=106.0800,=106.0800,=106.0800,=106.0800,=184789777922.88,=160157695033.0,=82943716184.16,,=6.7698,,,,
2026-02-25,=109.1400,=109.1400,=109.1400,=109.1400,=190120252286.04,=164777628544.0,=85336323381.78,,=6.9651,,,,
2026-02-24,=108.0400,=108.0400,=108.0400,=108.0400,=188204068691.44,=163116868132.0,=84476235827.08,,=6.8949,,,,
2026-02-13,=109.2200,=109.2200,=109.2200,=109.2200,=190259611092.92,=164898411119.0,=85398875203.94,,=6.9702,,,,
2026-02-12,=108.8800,=108.8800,=108.8800,=108.8800,=189667336163.68,=164385085174.0,=85133029959.76,,=6.9485,,,,
2026-02-11,=110.4500,=110.4500,=110.4500,=110.4500,=192402252748.7,=166755443217.0,=86360609469.65,,=7.0487,,,,
2026-02-10,=110.3600,=110.3600,=110.3600,=110.3600,=192245474090.96,=166619562819.0,=86290238669.72,,=7.0429,,,,
2026-02-09,=110.9800,=110.9800,=110.9800,=110.9800,=193325504844.28,=167555627779.0,=86775015291.46,,=7.0825,,,,
2026-02-06,=109.0800,=109.0800,=109.0800,=109.0800,=190015733180.88,=164687041612.0,=85289409515.16,,=6.9612,,,,
2026-02-05,=109.3000,=109.3000,=109.3000,=109.3000,=190398969899.8,=165019193695.0,=85461427026.1,,=6.9753,,,,
2026-02-04,=110.2900,=110.2900,=110.2900,=110.2900,=192123535134.94,=166513878066.0,=86235505825.33,,=7.0385,,,,
2026-02-03,=107.4000,=107.4000,=107.4000,=107.4000,=187089198236.4,=162150607528.0,=83975821249.8,,=6.8540,,,,
2026-02-02,=104.4500,=104.4500,=104.4500,=104.4500,=181950342232.7,=157696750059.0,=81669222807.65,,=6.6658,,,,
2026-01-30,=104.0900,=104.0900,=104.0900,=104.0900,=181323227601.74,=157153228469.0,=81387739607.93,,=6.6428,,,,
2026-01-29,=108.9500,=108.9500,=108.9500,=108.9500,=189789275119.7,=164490769927.0,=85187762804.15,,=6.9530,,,,
2026-01-28,=108.3600,=108.3600,=108.3600,=108.3600,=188761503918.96,=163599998433.0,=84726443115.72,,=6.9153,,,,
2026-01-27,=112.5800,=112.5800,=112.5800,=112.5800,=196112680981.88,=169971279288.0,=88026051734.66,,=7.1846,,,,
2026-01-26,=114.6000,=114.6000,=114.6000,=114.6000,=199631490855.6,=173021039318.0,=89605485244.2,,=7.3135,,,,
2026-01-23,=118.0000,=118.0000,=118.0000,=118.0000,=205554240148.0,=178154298774.0,=92263937686.0,,=7.5305,,,,
2026-01-22,=115.1200,=115.1200,=115.1200,=115.1200,=200537323100.32,=173806126058.0,=90012072088.24,,=7.3467,,,,
2026-01-21,=118.2700,=118.2700,=118.2700,=118.2700,=206024576121.22,=178561939966.0,=92475050085.79,,=7.5477,,,,
2026-01-20,=119.1800,=119.1800,=119.1800,=119.1800,=207609782549.48,=179935841762.0,=93186577062.86,,=7.6058,,,,
2026-01-19,=121.1500,=121.1500,=121.1500,=121.1500,=211041493168.9,=182910112682.0,=94726915683.55,,=7.7315,,,,
2026-01-16,=120.9200,=120.9200,=120.9200,=120.9200,=210640836599.12,=182562862778.0,=94547079194.84,,=7.7168,,,,
2026-01-15,=121.3200,=121.3200,=121.3200,=121.3200,=211337630633.52,=183166775655.0,=94859838305.64,,=7.7424,,,,
2026-01-14,=121.7000,=121.7000,=121.7000,=121.7000,=211999584966.2,=183740492888.0,=95156959460.9,,=7.7666,,,,
2026-01-13,=122.7000,=122.7000,=122.7000,=122.7000,=213741570052.2,=185250275081.0,=95938857237.9,,=7.8304,,,,
2026-01-12,=124.0300,=124.0300,=124.0300,=124.0300,=216058410216.58,=187258285398.0,=96978781281.31,,=7.9153,,,,
2026-01-09,=124.7200,=124.7200,=124.7200,=124.7200,=217260379925.92,=188300035111.0,=97518290747.44,,=7.9594,,,,
2026-01-08,=125.3000,=125.3000,=125.3000,=125.3000,=218270731275.8,=189175708783.0,=97971791458.1,,=7.9964,,,,
2026-01-07,=128.3500,=128.3500,=128.3500,=128.3500,=223583785788.1,=193780544472.0,=100356579677.95,,=8.1910,,,,
2026-01-06,=125.3200,=125.3200,=125.3200,=125.3200,=218305570977.52,=189205904427.0,=97987429413.64,,=7.9976,,,,
2026-01-05,=121.3100,=121.3100,=121.3100,=121.3100,=211320210782.66,=183151677833.0,=94852019327.87,,=7.7417,,,,
2025-12-31,=120.9600,=120.9600,=120.9600,=120.9600,=210710516002.56,=182623254065.0,=94578355105.92,,=7.7194,,,,
2025-12-30,=121.3400,=121.3400,=121.3400,=121.3400,=211372470335.24,=183196971299.0,=94875476261.18,,=7.7437,,,,
2025-12-29,=120.3600,=120.3600,=120.3600,=120.3600,=209665324950.96,=181717384749.0,=94109216439.72,,=7.6811,,,,
2025-12-26,=120.6700,=120.6700,=120.6700,=120.6700,=210205340327.62,=182185417229.0,=94351604750.59,,=7.7009,,,,
2025-12-25,=119.1100,=119.1100,=119.1100,=119.1100,=207487843593.46,=179830157008.0,=93131844218.47,,=7.6013,,,,
2025-12-24,=119.7000,=119.7000,=119.7000,=119.7000,=208515614794.2,=180720928502.0,=93593163906.9,,=7.6390,,,,
2025-12-23,=119.6400,=119.6400,=119.6400,=119.6400,=208411095689.04,=180630341571.0,=93546250040.28,,=7.6352,,,,
2025-12-22,=121.4200,=121.4200,=121.4200,=121.4200,=211511829142.12,=183317753874.0,=94938028083.34,,=7.7488,,,,
2025-12-19,=120.6000,=120.6000,=120.6000,=120.6000,=210083401371.6,=182079732476.0,=94296871906.2,,=7.6964,,,,
2025-12-18,=119.5000,=119.5000,=119.5000,=119.5000,=208167217777.0,=180418972064.0,=93436784351.5,,=7.6262,,,,
2025-12-17,=121.5500,=121.5500,=121.5500,=121.5500,=211738287203.3,=183514025559.0,=95039674794.35,,=7.7571,,,,
2025-12-16,=123.3100,=123.3100,=123.3100,=123.3100,=214804180954.66,=186171242219.0,=96415814881.87,,=7.8694,,,,
2025-12-15,=119.5000,=119.5000,=119.5000,=119.5000,=208167217777.0,=180418972064.0,=93436784351.5,,=7.6262,,,,
2025-12-12,=122.3700,=122.3700,=122.3700,=122.3700,=213166714973.82,=184752046957.0,=95680830971.49,,=7.8094,,,,
2025-12-11,=122.3000,=122.3000,=122.3000,=122.3000,=213044776017.8,=184646362204.0,=95626098127.1,,=7.8049,,,,
2025-12-10,=124.4400,=124.4400,=124.4400,=124.4400,=216772624101.84,=187877296097.0,=97299359369.88,,=7.9415,,,,
2025-12-09,=124.0000,=124.0000,=124.0000,=124.0000,=216006150664.0,=187212991932.0,=96955324348.0,,=7.9134,,,,
2025-12-08,=125.5800,=125.5800,=125.5800,=125.5800,=218758487099.88,=189598447797.0,=98190722835.66,,=8.0142,,,,
2025-12-05,=126.1100,=126.1100,=126.1100,=126.1100,=219681739195.46,=190398632359.0,=98605128657.47,,=8.0481,,,,
2025-12-04,=125.9900,=125.9900,=125.9900,=125.9900,=219472700985.14,=190217458496.0,=98511300924.23,,=8.0404,,,,
2025-12-03,=126.8700,=126.8700,=126.8700,=126.8700,=221005647860.82,=191546066826.0,=99199370967.99,,=8.0966,,,,
2025-12-02,=128.9000,=128.9000,=128.9000,=128.9000,=224541877585.4,=194610924678.0,=100786623455.3,,=8.2261,,,,
2025-12-01,=131.2200,=131.2200,=131.2200,=131.2200,=228583282984.92,=198113619365.0,=102600626297.94,,=8.3742,,,,
2025-11-28,=126.1900,=126.1900,=126.1900,=126.1900,=219821098002.34,=190519414935.0,=98667680479.63,,=8.0532,,,,
2025-11-27,=125.5700,=125.5700,=125.5700,=125.5700,=218741067249.02,=189583349975.0,=98182903857.89,,=8.0136,,,,
2025-11-26,=125.1000,=125.1000,=125.1000,=125.1000,=217922334258.6,=188873752344.0,=97815411902.7,,=7.9836,,,,
2025-11-25,=124.8500,=124.8500,=124.8500,=124.8500,=217486837987.1,=188496306796.0,=97619937458.45,,=7.9677,,,,
2025-11-24,=124.5000,=124.5000,=124.5000,=124.5000,=216877143207.0,=187967883029.0,=97346273236.5,,=7.9453,,,,
2025-11-21,=123.4000,=123.4000,=123.4000,=123.4000,=214960959612.4,=186307122616.0,=96486185681.8,,=7.8751,,,,
2025-11-20,=126.6700,=126.6700,=126.6700,=126.6700,=220657250843.62,=191244110387.0,=99042991412.59,,=8.0838,,,,
2025-11-19,=129.9300,=129.9300,=129.9300,=129.9300,=226336122223.98,=196166000336.0,=101591978165.61,,=8.2918,,,,
2025-11-18,=131.3700,=131.3700,=131.3700,=131.3700,=228844580747.82,=198340086694.0,=102717910964.49,,=8.3837,,,,
2025-11-17,=133.6200,=133.6200,=133.6200,=133.6200,=232764047191.32,=201737096629.0,=104477180962.74,,=8.5273,,,,
2025-11-14,=135.2000,=135.2000,=135.2000,=135.2000,=235516383627.2,=204122552494.0,=105712579450.4,,=8.6282,,,,
2025-11-13,=136.3500,=136.3500,=136.3500,=136.3500,=237519666476.1,=205858802016.0,=106611761893.95,,=8.7016,,,,
2025-11-12,=135.6900,=135.6900,=135.6900,=135.6900,=236369956319.34,=204862345768.0,=106095709361.13,,=8.6594,,,,
2025-11-11,=133.8400,=133.8400,=133.8400,=133.8400,=233147283910.24,=202069248711.0,=104649198473.68,,=8.5414,,,,
2025-11-10,=138.6500,=138.6500,=138.6500,=138.6500,=241526232173.9,=209331301059.0,=108410126781.05,,=8.8483,,,,
2025-11-07,=138.5700,=138.5700,=138.5700,=138.5700,=241386873367.02,=209210518484.0,=108347574958.89,,=8.8432,,,,
2025-11-06,=142.1300,=142.1300,=142.1300,=142.1300,=247588340273.18,=214585343091.0,=111131131045.01,,=9.0704,,,,
2025-11-05,=146.0300,=146.0300,=146.0300,=146.0300,=254382082108.58,=220473493644.0,=114180532375.31,,=9.3193,,,,
2025-11-04,=154.6300,=154.6300,=154.6300,=154.6300,=252567397878.18,=233457620504.0,=120904853257.51,,=9.2528,,,,
2025-11-03,=152.8100,=152.8100,=152.8100,=152.8100,=249594671601.66,=230709816912.0,=119481799303.37,,=9.1439,,,,
2025-10-31,=155.1900,=155.1900,=155.1900,=155.1900,=253482082886.34,=234303098532.0,=121342716012.63,,=9.2863,,,,
2025-10-30,=162.9400,=162.9400,=162.9400,=162.9400,=266140670052.84,=246003910527.0,=127402423784.38,,=10.1369,,,,
2025-10-29,=163.9900,=163.9900,=163.9900,=163.9900,=267855704443.14,=247589181830.0,=128223416450.23,,=10.0091,,,,
2025-10-28,=159.0000,=159.0000,=159.0000,=159.0000,=259705207674.0,=240055368687.0,=124321746543.0,,=9.7046,,,,
2025-10-27,=159.0300,=159.0300,=159.0300,=159.0300,=259754208656.58,=240100662153.0,=124345203476.31,,=9.7064,,,,
2025-10-24,=160.0100,=160.0100,=160.0100,=160.0100,=261354907420.86,=241580248702.0,=125111463297.77,,=9.7662,,,,
2025-10-23,=158.4700,=158.4700,=158.4700,=158.4700,=258839523648.42,=239255184125.0,=123907340721.19,,=9.6722,,,,
2025-10-22,=157.1400,=157.1400,=157.1400,=157.1400,=256667146754.04,=237247173808.0,=122867416677.78,,=9.5911,,,,
2025-10-21,=158.0400,=158.0400,=158.0400,=158.0400,=258137176231.44,=238605977782.0,=123571124677.08,,=9.6460,,,,
2025-10-20,=155.7000,=155.7000,=155.7000,=155.7000,=254315099590.2,=235073087450.0,=121741483878.9,,=9.5032,,,,
2025-10-17,=155.0800,=155.0800,=155.0800,=155.0800,=253302412616.8801,=234137022490.0,=121256707257.16,,=9.4653,,,,
2025-10-16,=160.5500,=160.5500,=160.5500,=160.5500,=262236925107.3,=242395531086.0,=125533688097.35,,=9.7992,,,,
2025-10-15,=160.5500,=160.5500,=160.5500,=160.5500,=262236925107.3,=242395531086.0,=125533688097.35,,=9.7992,,,,
2025-10-14,=159.5300,=159.5300,=159.5300,=159.5300,=260570891699.58,=240855553249.0,=124736152364.81,,=9.7369,,,,
2025-10-13,=161.5000,=161.5000,=161.5000,=161.5000,=263788622889.0,=243829824170.0,=126276490985.5,,=9.8572,,,,
2025-10-10,=167.6700,=167.6700,=167.6700,=167.6700,=273866491639.62,=253145180300.0,=131100800269.59,,=10.2338,,,,
2025-10-09,=160.0000,=160.0000,=160.0000,=160.0000,=261338573760.0,=241565150880.0,=125103644320.0,,=9.7656,,,,
2025-09-30,=171.5700,=171.5700,=171.5700,=171.5700,=280236619375.02,=259033330853.0,=134150201599.89,,=10.4718,,,,
2025-09-29,=159.1900,=159.1900,=159.1900,=159.1900,=260015547230.34,=240342227304.0,=124470307120.63,,=9.7162,,,,
2025-09-26,=157.2200,=157.2200,=157.2200,=157.2200,=256797816040.92,=237367956383.0,=122929968499.94,,=9.5959,,,,
2025-09-25,=148.6500,=148.6500,=148.6500,=148.6500,=242799868683.9,=224429122989.0,=116229104551.05,,=9.0729,,,,
2025-09-24,=143.3500,=143.3500,=143.3500,=143.3500,=234143028428.1,=216427277367.0,=112085046332.95,,=8.7494,,,,
2025-09-23,=142.0000,=142.0000,=142.0000,=142.0000,=231937984212.0,=214389071406.0,=111029484334.0,,=8.6670,,,,
2025-09-22,=144.7000,=144.7000,=144.7000,=144.7000,=236348072644.2,=218465483327.0,=113140608331.9,,=8.8318,,,,
2025-09-19,=143.6000,=143.6000,=143.6000,=143.6000,=234551369949.6,=216804722915.0,=112280520777.2,,=8.7646,,,,
2025-09-18,=143.1000,=143.1000,=143.1000,=143.1000,=233734686906.6,=216049831818.0,=111889571888.7,,=8.7341,,,,
2025-09-17,=141.0800,=141.0800,=141.0800,=141.0800,=230435287412.8801,=213000071788.0,=110310138379.16,,=8.6108,,,,
2025-09-16,=140.7900,=140.7900,=140.7900,=140.7900,=229961611247.94,=212562234952.0,=110083388023.83,,=8.5931,,,,
2025-09-15,=142.5000,=142.5000,=142.5000,=142.5000,=232754667255.0,=215143962503.0,=111420433222.5,,=8.6975,,,,
2025-09-12,=138.3000,=138.3000,=138.3000,=138.3000,=225894529693.8,=208802877292.0,=108136462559.1,,=8.4412,,,,
2025-09-11,=139.3900,=139.3900,=139.3900,=139.3900,=227674898727.54,=210448539882.0,=108988731136.03,,=8.5077,,,,
2025-09-10,=138.5700,=138.5700,=138.5700,=138.5700,=226335538537.02,=209210518484.0,=108347574958.89,,=8.4576,,,,
2025-09-09,=139.9800,=139.9800,=139.9800,=139.9800,=228638584718.28,=211339311376.0,=109450050824.46,,=8.5437,,,,
2025-09-08,=143.1500,=143.1500,=143.1500,=143.1500,=233816355210.9,=216125320928.0,=111928666777.55,,=8.7372,,,,
2025-09-05,=146.5000,=146.5000,=146.5000,=146.5000,=239288131599.0,=221183091275.0,=114548024330.5,,=8.9416,,,,
2025-09-04,=148.3000,=148.3000,=148.3000,=148.3000,=242228190553.8,=223900699222.0,=115955440329.1,,=9.0515,,,,
2025-09-03,=147.6600,=147.6600,=147.6600,=147.6600,=241182836258.76,=222934438618.0,=115455025751.82,,=9.0124,,,,
2025-09-02,=146.9400,=146.9400,=146.9400,=146.9400,=240006812676.84,=221847395439.0,=114892059352.38,,=8.9685,,,,
2025-09-01,=143.8900,=143.8900,=143.8900,=143.8900,=235025046114.54,=217242559751.0,=112507271132.53,,=8.7823,,,,
2025-08-29,=136.9100,=136.9100,=136.9100,=136.9100,=223624150834.26,=206704280044.0,=107049624649.07,,=10.3810,,,,
2025-08-28,=131.3800,=131.3800,=131.3800,=131.3800,=214591636378.68,=198355184516.0,=102725729942.26,,=9.9617,,,,
2025-08-27,=131.8200,=131.8200,=131.8200,=131.8200,=215310317456.52,=199019488681.0,=103069764964.14,,=9.9951,,,,
2025-08-26,=134.5700,=134.5700,=134.5700,=134.5700,=219802074193.02,=203171389712.0,=105219983850.89,,=10.2036,,,,
2025-08-25,=135.8700,=135.8700,=135.8700,=135.8700,=221925450104.82,=205134106563.0,=106236450960.99,,=10.3022,,,,
2025-08-22,=133.9600,=133.9600,=133.9600,=133.9600,=218805720880.56,=202250422574.0,=104743026206.92,,=10.1574,,,,
2025-08-21,=132.0000,=132.0000,=132.0000,=132.0000,=215604323352.0,=199291249476.0,=103210506564.0,,=10.0087,,,,
2025-08-20,=131.8000,=131.8000,=131.8000,=131.8000,=215277650134.8,=198989293037.0,=103054127008.6,,=9.9936,,,,
