date,metric,value
2026-03-31,所有者权益合计,45519714008
2026-03-31,毛利率(GM),0.3969
2026-03-31,速动比率,1.202
2026-03-31,流动负债合计,4202521949
2026-03-31,货币资金,324000179352
2026-03-31,资产负债率,0.5001
2026-03-31,营业收入,10322863909
2026-03-31,经营活动产生的现金流量净额对净利润的比率,0.8523
2026-03-31,总资产收益率(ROA),0.0679
2026-03-31,基本每股收益,2.2556
2026-03-31,净利润率,0.1304
2026-03-31,净资产收益率(ROE),0.1358
2026-03-31,经营活动产生的现金流量净额,748055667
2026-03-31,负债合计,45537075214
2026-03-31,应收账款,8780279745
2026-03-31,资本回报率(ROIC),0.1119
2026-03-31,流动比率,2.3912
2026-03-31,长期负债合计,13732167819
2026-03-31,资产合计,91056789222
2026-03-31,有息负债率,0.1705
2026-03-31,自由现金流量,2912466596
2026-03-31,归属于母公司普通股股东的净利润,1634739049
2026-03-31,流动资产合计,311455825
