date,所有者权益合计,毛利率(GM),速动比率,流动负债合计,货币资金,资产负债率,营业收入,经营活动产生的现金流量净额对净利润的比率,总资产收益率(ROA),基本每股收益,净利润率,净资产收益率(ROE),经营活动产生的现金流量净额,负债合计,应收账款,资本回报率(ROIC),流动比率,长期负债合计,资产合计,有息负债率,自由现金流量,归属于母公司普通股股东的净利润,流动资产合计
2026-03-31,45519714008,0.3969,1.202,4202521949,324000179352,0.5001,10322863909,0.8523,0.0679,2.2556,0.1304,0.1358,748055667,45537075214,8780279745,0.1119,2.3912,13732167819,91056789222,0.1705,2912466596,1634739049,311455825
