date,metric,value
2026-03-31,净利润率,0.1272
2026-03-31,流动资产合计,0
2026-03-31,净资产收益率(ROE),0.1258
2026-03-31,自由现金流量,1484629547
2026-03-31,负债合计,16356055581
2026-03-31,总资产收益率(ROA),0.0816
2026-03-31,速动比率,1.5583
2026-03-31,长期负债合计,1239390471
2026-03-31,营业收入,6414033079
2026-03-31,货币资金,119751594162
2026-03-31,有息负债率,0.2039
2026-03-31,所有者权益合计,33009992875
2026-03-31,毛利率(GM),0.3027
2026-03-31,经营活动产生的现金流量净额,737078999
2026-03-31,基本每股收益,0.41
2026-03-31,流动比率,2.2716
2026-03-31,流动负债合计,340518798
2026-03-31,应收账款,4104054477
2026-03-31,经营活动产生的现金流量净额对净利润的比率,1.0259
2026-03-31,资产合计,49366048456
2026-03-31,资产负债率,0.3313
2026-03-31,资本回报率(ROIC),0.1002
2026-03-31,归属于母公司普通股股东的净利润,502949306
