date,净利润率,流动资产合计,净资产收益率(ROE),自由现金流量,负债合计,总资产收益率(ROA),速动比率,长期负债合计,营业收入,货币资金,有息负债率,所有者权益合计,毛利率(GM),经营活动产生的现金流量净额,基本每股收益,流动比率,流动负债合计,应收账款,经营活动产生的现金流量净额对净利润的比率,资产合计,资产负债率,资本回报率(ROIC),归属于母公司普通股股东的净利润
2026-03-31,0.1272,0,0.1258,1484629547,16356055581,0.0816,1.5583,1239390471,6414033079,119751594162,0.2039,33009992875,0.3027,737078999,0.41,2.2716,340518798,4104054477,1.0259,49366048456,0.3313,0.1002,502949306
