date,资本回报率(ROIC),资产负债率,流动负债合计,经营活动产生的现金流量净额,基本每股收益,经营活动产生的现金流量净额对净利润的比率,资产合计,应收账款,流动比率,负债合计,有息负债率,归属于母公司普通股股东的净利润,长期负债合计,净利润率,总资产收益率(ROA),自由现金流量,货币资金,营业收入,所有者权益合计,净资产收益率(ROE),毛利率(GM),流动资产合计,速动比率
2026-03-31,0.7057,0.3103,292334612,684071356,2.8,0.7612,29736124932,5566729064,2.9125,9228600383,0.0005,2780222960,0,0.3692,0.4824,6425122558,440187083726.08,8337902041,20507524549,0.7067,0.4807,0,1.7331
