date,营业收入,累积同比,归属于母公司普通股股东的净利润,基本每股收益
2026-03-31,8337902041,1.0576,2780222960,2.8
2025-12-31,24841854840,1.8729,9531922730,9.61
2025-09-30,16504791211,2.217,6327092508,6.37
2025-06-30,10437170266,2.8264,3942294268,3.97
2025-03-31,4052256538,2.6413,1572525789,2.22
2024-12-31,8646831134,1.7915,2837813624,4
2024-09-30,5130435809,1.4582,1646072871,2.33
2024-06-30,2727674771,1.0907,865142094,1.22
2024-03-31,1112853894,0.8541,324540534,0.46
2023-12-31,3097605751,-0.0643,688361095,0.97
2023-09-30,2087047552,-0.1356,429563504,0.61
2023-06-30,1304683825,-0.1178,288364884,0.41
2023-03-31,600222891,-0.1873,107834813,0.21
2022-12-31,3310573791,0.1383,903581091,1.79
2022-09-30,2414507113,0.1957,762434252,1.51
2022-06-30,1478847956,0.0261,461086896,0.91
2022-03-31,738513304,0.1829,132422835,0.26
2021-12-31,2908376064,0.4557,661926139,1.31
2021-09-30,2019290924,0.4048,464867506,0.92
2021-06-30,1441202576,0.7228,323005211,0.64
2021-03-31,624327163,1.3121,112405953,0.3
2020-12-31,1997937746,0.7152,491758403,1.5
2020-09-30,1437455100,0.8638,341847922,1.0402
2020-06-30,836551633,0.7416,191216915,0.5818
2020-03-31,270030886,0.2061,56216207,0.2395
2019-12-31,1164873682,0.5328,212856557,0.9059
2019-09-30,771245349,0.4441,132981191,0.5665
2019-06-30,480339755,0.4292,80662999,0.3436
2019-03-31,223886415,0.2613,32411345,0.1381
2018-12-31,759950285,-0.1338,31832334,0.1366
2018-09-30,534064923,-0.1932,5415476,0.0233
2018-06-30,336078356,-0.2197,-15154553,-0.0651
2018-03-31,177508928,-0.0732,-3637416,-0.0156
2017-12-31,877365362,0.2289,111090906,0.4772
2017-09-30,661924151,0.2988,96621576,0.42
2017-06-30,430712562,0.2701,62658606,0.27
2017-03-31,191535710,0.309,29876426,0.39
2016-12-31,713931651,0.1606,105286783,1.45
2016-09-30,509629804,0.1327,80496227,1.13
