date,基本每股收益,累积同比,归属于母公司普通股股东的净利润,营业收入
2026-03-31,0.755,0.9713,20079391507,98497579591
2025-12-31,1.95,0.6116,51777327785,349079082852
2025-09-30,1.425,0.5439,37863620974,254199543240
2025-06-30,0.877,0.5279,23291752471,167710853231
2025-03-31,0.383,0.6092,10166777095,78928282916
2024-12-31,1.21,0.5125,32050602437,303639957153
2024-09-30,0.923,0.5008,24357458921,230396480019
2024-06-30,0.574,0.468,15084385658,150416514457
2024-03-31,0.238,0.1498,6260843273,74776621392
2023-12-31,0.8,0.0526,21119419571,293403242878
2023-09-30,0.615,-0.0315,16164921291,225007761249
2023-06-30,0.391,-0.1854,10302151544,150333695834
2023-03-31,0.207,-0.1116,5441834217,74944985235
2022-12-31,0.76,0.2667,20042045977,270328998459
2022-09-30,0.635,0.4432,16667124548,204191144709
2022-06-30,0.48,0.8321,12630033097,132457528131
2022-03-31,0.233,1.3535,6123805269,64770745546
2021-12-31,0.6,1.4,15672870591,225102488592
2021-09-30,0.44,1.4444,11302418374,168975537944
2021-06-30,0.262,1.7579,6649028398,109863361694
2021-03-31,0.099,1.4146,2510984311,47502179195
2020-12-31,0.25,0.3889,6508553913,171501338490
2020-09-30,0.18,0.374,4572349849,130433510854
2020-06-30,0.095,0.1875,2421386475,83142262114
2020-03-31,0.041,0.0789,1040010519,36161856238
2019-12-31,0.18,0,4283957365,136097978018
2019-09-30,0.131,-0.1027,3005845833,101627327529
2019-06-30,0.08,-0.2727,1853453618,67198395835
2019-03-31,0.038,-0.1915,874482066,29041940841
2018-12-31,0.18,0.125,4093773630,105994246123
2018-09-30,0.146,0.46,3352369065,76172779128
2018-06-30,0.11,0.5942,2526423099,49813890835
2018-03-31,0.047,0,1085362589,22863594836
2017-12-31,0.16,0.7778,3507717627,94548619098
2017-09-30,0.1,0.5152,2214183323,61977261779
2017-06-30,0.069,1.76,1505399413,37523631910
2017-03-31,0.047,14.6667,1005633520,18457471590
2016-12-31,0.09,0.125,1839798820,78851137811
2016-09-30,0.066,-0.1538,1424499725,57291340015
