date,有息负债率,流动资产合计,所有者权益合计,毛利率(GM),净资产收益率(ROE),经营活动产生的现金流量净额,总资产收益率(ROA),自由现金流量,应收账款,长期负债合计,流动比率,资产合计,资产负债率,经营活动产生的现金流量净额对净利润的比率,净利润率,负债合计,基本每股收益,归属于母公司普通股股东的净利润,速动比率,流动负债合计,资本回报率(ROIC),货币资金,营业收入
2026-03-31,0.3342,1069601440,267419293687,0.3106,0.3378,27831931440,0.1592,59391694612,8356060642,57434023125,1.3448,549920131226,0.5137,1.1857,0.2076,282500837539,0.755,20079391507,1.0152,8166739628,0.2011,870048182431.84,98497579591
