date,metric,value
2026-03-31,有息负债率,0.3342
2026-03-31,流动资产合计,1069601440
2026-03-31,所有者权益合计,267419293687
2026-03-31,毛利率(GM),0.3106
2026-03-31,净资产收益率(ROE),0.3378
2026-03-31,经营活动产生的现金流量净额,27831931440
2026-03-31,总资产收益率(ROA),0.1592
2026-03-31,自由现金流量,59391694612
2026-03-31,应收账款,8356060642
2026-03-31,长期负债合计,57434023125
2026-03-31,流动比率,1.3448
2026-03-31,资产合计,549920131226
2026-03-31,资产负债率,0.5137
2026-03-31,经营活动产生的现金流量净额对净利润的比率,1.1857
2026-03-31,净利润率,0.2076
2026-03-31,负债合计,282500837539
2026-03-31,基本每股收益,0.755
2026-03-31,归属于母公司普通股股东的净利润,20079391507
2026-03-31,速动比率,1.0152
2026-03-31,流动负债合计,8166739628
2026-03-31,资本回报率(ROIC),0.2011
2026-03-31,货币资金,870048182431.84
2026-03-31,营业收入,98497579591
