date,应收账款,经营活动产生的现金流量净额对净利润的比率,净资产收益率(ROE),长期负债合计,总资产收益率(ROA),流动比率,毛利率(GM),资产负债率,所有者权益合计,资产合计,流动资产合计,自由现金流量,流动负债合计,速动比率,有息负债率,经营活动产生的现金流量净额,货币资金,归属于母公司普通股股东的净利润,营业收入,资本回报率(ROIC),净利润率,负债合计,基本每股收益
2026-03-31,67271995517,4.3233,0.0673,5596990096,0.0365,0.6784,0.2874,0.4587,475875808761,879079073895,4410788815,65022185944,62789647779,0.6278,0.052,23215066428,518845476423.33,7350127689,131393926307,0.0656,0.0608,403203265134,0.08
