date,有息负债率,流动比率,毛利率(GM),基本每股收益,归属于母公司普通股股东的净利润,资产负债率,总资产收益率(ROA),营业收入,净资产收益率(ROE),经营活动产生的现金流量净额,速动比率,经营活动产生的现金流量净额对净利润的比率,自由现金流量,净利润率
2025-09-30,0.0028,4.5886,0.7547,5.542,21511276550,0.1926,0.167,60945321084,0.2065,28247488417,4.0719,1.0994,29890128971,0.3584
