日期,理杏仁前复权(元),前复权(元),后复权(元),股价(元),市值(元),流通市值(元),自由流通市值(元),行业中位数,PE-TTM,PE-TTM 分位点,PE-TTM 80%分位点值,PE-TTM 50%分位点值,PE-TTM 20%分位点值
2025-12-19,=27.5100,=27.5100,=27.5100,=27.5100,=257978591671.5,=172020811587.0,=107927383497.57,,=12.3085,,,,
2025-12-18,=27.4100,=27.4100,=27.4100,=27.4100,=257040828706.5,=171395508746.0,=107535062946.87,,=12.2638,,,,
2025-12-17,=27.4900,=27.4900,=27.4900,=27.4900,=257791039078.5,=171895751018.0,=107848919387.43,,=12.2996,,,,
2025-12-16,=27.1900,=27.1900,=27.1900,=27.1900,=254977750183.5,=170019842495.0,=106671957735.33,,=12.1653,,,,
2025-12-15,=27.3500,=27.3500,=27.3500,=27.3500,=256515394277.5,=171020327041.0,=107299670616.45,,=12.2387,,,,
2025-12-12,=26.9400,=26.9400,=26.9400,=26.9400,=252670008111.0,=168456585392.0,=105691156358.58,,=12.0552,,,,
2025-12-11,=26.5500,=26.5500,=26.5500,=26.5500,=249012201757.5,=166017904312.0,=104161106210.85,,=11.8807,,,,
2025-12-10,=26.7000,=26.7000,=26.7000,=26.7000,=250419050355.0,=166955858574.0,=104749587036.9,,=11.9478,,,,
2025-12-09,=26.7100,=26.7100,=26.7100,=26.7100,=250512840261.5,=167018388858.0,=104788819091.97,,=11.9523,,,,
2025-12-08,=27.1700,=27.1700,=27.1700,=27.1700,=254827175960.5001,=169894781927.0,=106593493625.19,,=12.1582,,,,
2025-12-05,=27.5400,=27.5400,=27.5400,=27.5400,=258297402501.0,=172208402439.0,=108045079662.78,,=12.3237,,,,
2025-12-04,=27.6000,=27.6000,=27.6000,=27.6000,=258900788018.4,=172624230222.0,=108280471993.2,,=12.3525,,,,
2025-12-03,=27.9300,=27.9300,=27.9300,=27.9300,=261996340918.62,=174688215583.0,=109575129810.51,,=12.5002,,,,
2025-12-02,=27.7600,=27.7600,=27.7600,=27.7600,=260401662151.8401,=173624950397.0,=108908184874.32,,=12.4241,,,,
2025-12-01,=27.4700,=27.4700,=27.4700,=27.4700,=257681327784.98,=171811145080.0,=107770455277.29,,=12.2943,,,,
2025-11-28,=27.5800,=27.5800,=27.5800,=27.5800,=258713178751.72,=172499140200.0,=108202007883.06,,=12.3436,,,,
2025-11-27,=27.5900,=27.5900,=27.5900,=27.5900,=258806983385.06,=172561685211.0,=108241239938.13,,=12.3480,,,,
2025-11-26,=27.4000,=27.4000,=27.4000,=27.4000,=257024695351.6,=171373330003.0,=107495830891.8,,=12.2630,,,,
2025-11-25,=26.9300,=26.9300,=26.9300,=26.9300,=252615877584.62,=168433714488.0,=105651924303.51,,=12.0526,,,,
2025-11-24,=26.9200,=26.9200,=26.9200,=26.9200,=252522072951.2801,=168371169477.0,=105612692248.44,,=12.0482,,,,
2025-11-21,=27.0200,=27.0200,=27.0200,=27.0200,=253460119284.68,=168996619587.0,=106005012799.14,,=12.0929,,,,
2025-11-20,=26.7900,=26.7900,=26.7900,=26.7900,=251302612717.86,=167558084335.0,=105102675532.53,,=11.9900,,,,
2025-11-19,=26.5200,=26.5200,=26.5200,=26.5200,=248769887617.68,=165869369039.0,=104043410045.64,,=11.8691,,,,
2025-11-18,=26.3400,=26.3400,=26.3400,=26.3400,=247081404217.56,=164743558842.0,=103337233054.38,,=11.7886,,,,
2025-11-17,=26.5700,=26.5700,=26.5700,=26.5700,=249238910784.38,=166182094094.0,=104239570320.99,,=11.8915,,,,
2025-11-14,=26.9300,=26.9300,=26.9300,=26.9300,=252615877584.62,=168433714488.0,=105651924303.51,,=12.0526,,,,
2025-11-13,=27.3400,=27.3400,=27.3400,=27.3400,=256461867551.56,=170998059937.0,=107260438561.38,,=12.2361,,,,
2025-11-12,=27.2000,=27.2000,=27.2000,=27.2000,=255148602684.8,=170122429784.0,=106711189790.4,,=12.1735,,,,
2025-11-11,=26.8800,=26.8800,=26.8800,=26.8800,=252146854417.92,=168120989434.0,=105455764028.16,,=12.0303,,,,
2025-11-10,=27.1000,=27.1000,=27.1000,=27.1000,=254210556351.4,=169496979675.0,=106318869239.7,,=12.1287,,,,
2025-11-07,=26.6000,=26.6000,=26.6000,=26.6000,=249520324684.4,=166369729127.0,=104357266486.2,,=11.9050,,,,
2025-11-06,=26.9600,=26.9600,=26.9600,=26.9600,=252897291484.64,=168621349521.0,=105769620468.72,,=12.0661,,,,
2025-11-05,=26.7000,=26.7000,=26.7000,=26.7000,=250458371017.8,=166995179237.0,=104749587036.9,,=11.9497,,,,
2025-11-04,=26.6500,=26.6500,=26.6500,=26.6500,=249989347851.1,=166682454182.0,=104553426761.55,,=11.9273,,,,
2025-11-03,=26.7200,=26.7200,=26.7200,=26.7200,=250645980284.48,=167120269258.0,=104828051147.04,,=11.9587,,,,
2025-10-31,=26.8100,=26.8100,=26.8100,=26.8100,=251490221984.54,=167683174357.0,=105181139642.67,,=11.9989,,,,
2025-10-30,=25.8100,=25.8100,=25.8100,=25.8100,=242109758650.54,=161428673262.0,=101257934135.67,,=11.8950,,,,
2025-10-29,=25.6000,=25.6000,=25.6000,=25.6000,=240139861350.4,=160115228032.0,=100434060979.2,,=11.7982,,,,
2025-10-28,=25.5500,=25.5500,=25.5500,=25.5500,=239670838183.7,=159802502977.0,=100237900703.85,,=11.7752,,,,
2025-10-27,=25.9000,=25.9000,=25.9000,=25.9000,=242954000350.6,=161991578361.0,=101611022631.3,,=11.9365,,,,
2025-10-24,=25.6300,=25.6300,=25.6300,=25.6300,=240421275250.42,=160302863065.0,=100551757144.41,,=11.8121,,,,
2025-10-23,=25.7600,=25.7600,=25.7600,=25.7600,=241640735483.8401,=161115948207.0,=101061773860.32,,=11.8720,,,,
2025-10-22,=25.6100,=25.6100,=25.6100,=25.6100,=240233665983.74,=160177773043.0,=100473293034.27,,=11.8028,,,,
2025-10-21,=25.3500,=25.3500,=25.3500,=25.3500,=237794745516.9,=158551602758.0,=99453259602.45,,=11.6830,,,,
2025-10-20,=25.0900,=25.0900,=25.0900,=25.0900,=235355825050.06,=156925432474.0,=98433226170.63,,=11.5632,,,,
2025-10-17,=25.0200,=25.0200,=25.0200,=25.0200,=234699192616.68,=156487617397.0,=98158601785.14,,=11.5309,,,,
2025-10-16,=25.2500,=25.2500,=25.2500,=25.2500,=236856699183.5,=157926152649.0,=99060939051.75,,=11.6369,,,,
2025-10-15,=25.4100,=25.4100,=25.4100,=25.4100,=238357573316.94,=158926872824.0,=99688651932.87,,=11.7107,,,,
2025-10-14,=25.4200,=25.4200,=25.4200,=25.4200,=238451377950.2801,=158989417835.0,=99727883987.94,,=11.7153,,,,
2025-10-13,=25.1200,=25.1200,=25.1200,=25.1200,=235637238950.08,=157113067506.0,=98550922335.84,,=11.5770,,,,
2025-10-10,=25.6600,=25.6600,=25.6600,=25.6600,=240702689150.44,=160490498098.0,=100669453309.62,,=11.8259,,,,
2025-10-09,=25.4400,=25.4400,=25.4400,=25.4400,=238638987216.96,=159114507857.0,=99806348098.08,,=11.7245,,,,
2025-09-30,=25.3300,=25.3300,=25.3300,=25.3300,=237669194750.22,=158426512736.0,=99374795492.31,,=11.6768,,,,
2025-09-29,=25.5500,=25.5500,=25.5500,=25.5500,=239733435683.7,=159802502977.0,=100237900703.85,,=11.7783,,,,
2025-09-26,=25.7200,=25.7200,=25.7200,=25.7200,=241328530950.48,=160865768163.0,=100904845640.04,,=11.8566,,,,
2025-09-25,=25.3500,=25.3500,=25.3500,=25.3500,=237856853016.9,=158551602758.0,=99453259602.45,,=11.6861,,,,
2025-09-24,=25.8600,=25.8600,=25.8600,=25.8600,=242642138817.24,=161741398317.0,=101454094411.02,,=11.9212,,,,
2025-09-23,=25.5800,=25.5800,=25.5800,=25.5800,=240014923083.72,=159990138010.0,=100355596869.06,,=11.7921,,,,
2025-09-22,=25.7000,=25.7000,=25.7000,=25.7000,=241140872683.8,=160740678142.0,=100826381529.9,,=11.8474,,,,
2025-09-19,=26.3200,=26.3200,=26.3200,=26.3200,=246958278950.88,=164618468820.0,=103258768944.24,,=12.1332,,,,
2025-09-18,=26.0500,=26.0500,=26.0500,=26.0500,=244424892350.7,=162929753525.0,=102199503457.35,,=12.0088,,,,
2025-09-17,=26.7800,=26.7800,=26.7800,=26.7800,=251274419084.52,=167495539324.0,=105063443477.46,,=12.3453,,,,
2025-09-16,=25.9200,=25.9200,=25.9200,=25.9200,=243205113617.2801,=162116668382.0,=101689486741.44,,=11.9488,,,,
2025-09-15,=26.0000,=26.0000,=26.0000,=26.0000,=243955746684.0,=162617028470.0,=102003343182.0,,=11.9857,,,,
2025-09-12,=26.1900,=26.1900,=26.1900,=26.1900,=245738500217.46,=163805383678.0,=102748752228.33,,=12.0733,,,,
2025-09-11,=26.6200,=26.6200,=26.6200,=26.6200,=249773152951.08,=166494819149.0,=104435730596.34,,=12.2715,,,,
2025-09-10,=26.5800,=26.5800,=26.5800,=26.5800,=249397836417.72,=166244639105.0,=104278802376.06,,=12.2531,,,,
2025-09-09,=26.9300,=26.9300,=26.9300,=26.9300,=252681856084.62,=168433714488.0,=105651924303.51,,=12.4144,,,,
2025-09-08,=26.4400,=26.4400,=26.4400,=26.4400,=248084228550.96,=165369008952.0,=103729553605.08,,=12.1885,,,,
2025-09-05,=26.4600,=26.4600,=26.4600,=26.4600,=248271886817.64,=165494098974.0,=103808017715.22,,=12.1978,,,,
2025-09-04,=25.6900,=25.6900,=25.6900,=25.6900,=241047043550.46,=160678133131.0,=100787149474.83,,=11.8428,,,,
2025-09-03,=26.1900,=26.1900,=26.1900,=26.1900,=245738500217.46,=163805383678.0,=102748752228.33,,=12.0733,,,,
2025-09-02,=26.3000,=26.3000,=26.3000,=26.3000,=246770620684.2,=164493378799.0,=103180304834.1,,=12.1240,,,,
2025-09-01,=25.9500,=25.9500,=25.9500,=25.9500,=243486601017.3,=162304303415.0,=101807182906.65,,=11.9627,,,,
2025-08-29,=26.2600,=26.2600,=26.2600,=26.2600,=246395304150.8401,=164243198755.0,=103023376613.82,,=12.1056,,,,
2025-08-28,=26.0000,=26.0000,=26.0000,=26.0000,=243955746684.0,=162617028470.0,=102003343182.0,,=12.5396,,,,
2025-08-27,=25.7800,=25.7800,=25.7800,=25.7800,=241891505750.52,=161241038229.0,=101140237970.46,,=12.4335,,,,
2025-08-26,=26.2600,=26.2600,=26.2600,=26.2600,=246395304150.8401,=164243198755.0,=103023376613.82,,=12.6650,,,,
2025-08-25,=26.1900,=26.1900,=26.1900,=26.1900,=245738500217.46,=163805383678.0,=102748752228.33,,=12.6313,,,,
2025-08-22,=25.7800,=25.7800,=25.7800,=25.7800,=241891505750.52,=161241038229.0,=101140237970.46,,=12.4335,,,,
2025-08-21,=25.5900,=25.5900,=25.5900,=25.5900,=240108752217.06,=160052683021.0,=100394828924.13,,=12.3419,,,,
