日期,理杏仁前复权(元),前复权(元),后复权(元),股价(元),市值(元),流通市值(元),自由流通市值(元),行业中位数,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值
2026-03-06,=62.4600,=62.4600,=62.4600,=62.4600,=85207627257.66,=44292006400.0,=18987458244.48,,=2.8378,,,,
2026-03-05,=61.4000,=61.4000,=61.4000,=61.4000,=83761580429.4,=43540332900.0,=18665224723.2,,=2.7896,,,,
2026-03-04,=61.4200,=61.4200,=61.4200,=61.4200,=83788864331.82,=43554515419.0,=18671304600.96,,=2.7905,,,,
2026-03-03,=62.1000,=62.1000,=62.1000,=62.1000,=84716517014.1,=44036721060.0,=18878020444.8,,=2.8214,,,,
2026-03-02,=61.9700,=61.9700,=61.9700,=61.9700,=84539171648.37,=43944534688.0,=18838501239.36,,=2.8155,,,,
2026-02-27,=62.4700,=62.4700,=62.4700,=62.4700,=85221269208.87,=44299097659.0,=18990498183.36,,=2.8382,,,,
2026-02-26,=62.5200,=62.5200,=62.5200,=62.5200,=85289478964.92,=44334553956.0,=19005697877.76,,=2.8405,,,,
2026-02-25,=61.8600,=61.8600,=61.8600,=61.8600,=84389110185.06,=43866530834.0,=18805061911.68,,=2.8105,,,,
2026-02-24,=61.6500,=61.6500,=61.6500,=61.6500,=84102629209.65,=43717614386.0,=18741223195.2,,=2.8010,,,,
2026-02-13,=61.5400,=61.5400,=61.5400,=61.5400,=83952567746.34,=43639610532.0,=18707783867.52,,=2.7960,,,,
2026-02-12,=61.6400,=61.6400,=61.6400,=61.6400,=84088987258.44,=43710523127.0,=18738183256.32,,=2.8005,,,,
2026-02-11,=62.3300,=62.3300,=62.3300,=62.3300,=85030281891.93,=44199820027.0,=18947939039.04,,=2.8319,,,,
2026-02-10,=62.5700,=62.5700,=62.5700,=62.5700,=85357688720.97,=44370010254.0,=19020897572.16,,=2.8428,,,,
2026-02-09,=62.9000,=62.9000,=62.9000,=62.9000,=85807873110.9,=44604021815.0,=19121215555.2,,=2.8578,,,,
2026-02-06,=63.0500,=63.0500,=63.0500,=63.0500,=86012502379.05,=44710390706.0,=19166814638.4,,=2.8646,,,,
2026-02-05,=63.3300,=63.3300,=63.3300,=63.3300,=86394477012.93,=44908945970.0,=19251932927.04,,=2.8773,,,,
2026-02-04,=62.3500,=62.3500,=62.3500,=62.3500,=85057565794.35,=44214002546.0,=18954018916.8,,=2.8328,,,,
2026-02-03,=61.8600,=61.8600,=61.8600,=61.8600,=84389110185.06,=43866530834.0,=18805061911.68,,=2.8105,,,,
2026-02-02,=61.5300,=61.5300,=61.5300,=61.5300,=83938925795.13,=43632519273.0,=18704743928.64,,=2.7955,,,,
2026-01-30,=60.0800,=60.0800,=60.0800,=60.0800,=81960842869.68,=42604286655.0,=18263952791.04,,=2.7297,,,,
2026-01-29,=63.5700,=63.5700,=63.5700,=63.5700,=86721883841.97,=45079136197.0,=19324891460.16,,=2.8882,,,,
2026-01-28,=60.2600,=60.2600,=60.2600,=60.2600,=82206397991.46,=42731929325.0,=18318671690.88,,=2.7378,,,,
2026-01-27,=61.1800,=61.1800,=61.1800,=61.1800,=83461457502.78,=43384325193.0,=18598346067.84,,=2.7796,,,,
2026-01-26,=61.8900,=61.8900,=61.8900,=61.8900,=84430036038.69,=43887804612.0,=18814181728.32,,=2.8119,,,,
2026-01-23,=61.7900,=61.7900,=61.7900,=61.7900,=84293616526.59,=43816892018.0,=18783782339.52,,=2.8074,,,,
2026-01-22,=61.9500,=61.9500,=61.9500,=61.9500,=84511887745.95,=43930352169.0,=18832421361.6,,=2.8146,,,,
2026-01-21,=61.8500,=61.8500,=61.8500,=61.8500,=84375468233.85,=43859439575.0,=18802021972.8,,=2.8101,,,,
2026-01-20,=62.5400,=62.5400,=62.5400,=62.5400,=85316762867.34,=44348736475.0,=19011777755.52,,=2.8414,,,,
2026-01-19,=62.2400,=62.2400,=62.2400,=62.2400,=84907504331.04,=44135998692.0,=18920579589.12,,=2.8278,,,,
2026-01-16,=61.4500,=61.4500,=61.4500,=61.4500,=83829790185.45,=43575789197.0,=18680424417.6,,=2.7919,,,,
2026-01-15,=61.8500,=61.8500,=61.8500,=61.8500,=84375468233.85,=43859439575.0,=18802021972.8,,=2.8101,,,,
2026-01-14,=62.3800,=62.3800,=62.3800,=62.3800,=85098491647.98,=44235276324.0,=18963138733.44,,=2.8342,,,,
2026-01-13,=62.6600,=62.6600,=62.6600,=62.6600,=85480466281.86,=44433831588.0,=19048257022.08,,=2.8469,,,,
2026-01-12,=63.0900,=63.0900,=63.0900,=63.0900,=86067070183.89,=44738755744.0,=19178974393.92,,=2.8664,,,,
2026-01-09,=62.1800,=62.1800,=62.1800,=62.1800,=84825652623.78,=44093451136.0,=18902339955.84,,=2.8251,,,,
2026-01-08,=61.9000,=61.9000,=61.9000,=61.9000,=84443677989.9,=43894895872.0,=18817221667.2,,=2.8123,,,,
2026-01-07,=61.8200,=61.8200,=61.8200,=61.8200,=84334542380.22,=43838165796.0,=18792902156.16,,=2.8087,,,,
2026-01-06,=62.1600,=62.1600,=62.1600,=62.1600,=84798368721.36,=44079268617.0,=18896260078.08,,=2.8242,,,,
2026-01-05,=61.7500,=61.7500,=61.7500,=61.7500,=84239048721.75,=43788526980.0,=18771622584.0,,=2.8055,,,,
2025-12-31,=61.2000,=61.2000,=61.2000,=61.2000,=83488741405.2,=43398507712.0,=18604425945.6,,=2.7805,,,,
2025-12-30,=61.2700,=61.2700,=61.2700,=61.2700,=83584235063.67,=43448146528.0,=18625705517.76,,=2.7837,,,,
2025-12-29,=61.3600,=61.3600,=61.3600,=61.3600,=83707012624.56,=43511967862.0,=18653064967.68,,=2.7878,,,,
2025-12-26,=61.8900,=61.8900,=61.8900,=61.8900,=84430036038.69,=43887804612.0,=18814181728.32,,=2.8119,,,,
2025-12-25,=62.0300,=62.0300,=62.0300,=62.0300,=84621023355.63,=43987082244.0,=18856740872.64,,=2.8183,,,,
2025-12-24,=61.8900,=61.8900,=61.8900,=61.8900,=84430036038.69,=43887804612.0,=18814181728.32,,=2.8119,,,,
2025-12-23,=62.1000,=62.1000,=62.1000,=62.1000,=84716517014.1,=44036721060.0,=18878020444.8,,=2.8214,,,,
2025-12-22,=62.2900,=62.2900,=62.2900,=62.2900,=84975714087.09,=44171454989.0,=18935779283.52,,=2.8301,,,,
2025-12-19,=62.4800,=62.4800,=62.4800,=62.4800,=85234911160.08,=44306188919.0,=18993538122.24,,=2.8387,,,,
2025-12-18,=62.3200,=62.3200,=62.3200,=62.3200,=85016639940.72,=44192728768.0,=18944899100.16,,=2.8314,,,,
2025-12-17,=62.2400,=62.2400,=62.2400,=62.2400,=84907504331.04,=44135998692.0,=18920579589.12,,=2.8278,,,,
2025-12-16,=62.2000,=62.2000,=62.2000,=62.2000,=84852936526.2,=44107633655.0,=18908419833.6,,=2.8260,,,,
2025-12-15,=62.2100,=62.2100,=62.2100,=62.2100,=84866578477.41,=44114724914.0,=18911459772.48,,=2.8264,,,,
2025-12-12,=62.0900,=62.0900,=62.0900,=62.0900,=84702875062.89,=44029629801.0,=18874980505.92,,=2.8210,,,,
2025-12-11,=61.7000,=61.7000,=61.7000,=61.7000,=84170838965.7,=43753070683.0,=18756422889.6,,=2.8033,,,,
2025-12-10,=62.0200,=62.0200,=62.0200,=62.0200,=84607381404.42,=43979990985.0,=18853700933.76,,=2.8178,,,,
2025-12-09,=61.5900,=61.5900,=61.5900,=61.5900,=84020777502.39,=43675066829.0,=18722983561.92,,=2.7983,,,,
2025-12-08,=62.5800,=62.5800,=62.5800,=62.5800,=85371330672.18,=44377101513.0,=19023937511.04,,=2.8432,,,,
2025-12-05,=63.1200,=63.1200,=63.1200,=63.1200,=86107996037.52,=44760029522.0,=19188094210.56,,=2.8678,,,,
2025-12-04,=63.6200,=63.6200,=63.6200,=63.6200,=86790093598.02,=45114592494.0,=19340091154.56,,=2.8905,,,,
2025-12-03,=64.1000,=64.1000,=64.1000,=64.1000,=87444907256.1,=45454972946.0,=19486008220.8,,=2.9123,,,,
2025-12-02,=64.2000,=64.2000,=64.2000,=64.2000,=87581326768.2,=45525885541.0,=19516407609.6,,=2.9168,,,,
2025-12-01,=64.0500,=64.0500,=64.0500,=64.0500,=87376697500.05,=45419516649.0,=19470808526.4,,=2.9100,,,,
2025-11-28,=63.5500,=63.5500,=63.5500,=63.5500,=86694599939.55,=45064953678.0,=19318811582.4,,=2.8873,,,,
2025-11-27,=64.2400,=64.2400,=64.2400,=64.2400,=87635894573.04,=45554250578.0,=19528567365.12,,=2.9187,,,,
2025-11-26,=64.4000,=64.4000,=64.4000,=64.4000,=87854165792.4,=45667710729.0,=19577206387.2,,=2.9259,,,,
2025-11-25,=64.3500,=64.3500,=64.3500,=64.3500,=87785956036.35,=45632254432.0,=19562006692.8,,=2.9237,,,,
2025-11-24,=64.4300,=64.4300,=64.4300,=64.4300,=87895091646.03,=45688984507.0,=19586326203.84,,=2.9273,,,,
2025-11-21,=64.4900,=64.4900,=64.4900,=64.4900,=87976943353.29,=45731532064.0,=19604565837.12,,=2.9300,,,,
2025-11-20,=65.2700,=65.2700,=65.2700,=65.2700,=89041015547.67,=46284650300.0,=19841681069.76,,=2.9655,,,,
2025-11-19,=65.1900,=65.1900,=65.1900,=65.1900,=88931879937.99,=46227920224.0,=19817361558.72,,=2.9618,,,,
2025-11-18,=65.4900,=65.4900,=65.4900,=65.4900,=89341138474.29,=46440658007.0,=19908559725.12,,=2.9755,,,,
2025-11-17,=65.7200,=65.7200,=65.7200,=65.7200,=89654903352.12,=46603756974.0,=19978478319.36,,=2.9859,,,,
2025-11-14,=66.2400,=66.2400,=66.2400,=66.2400,=90364284815.04,=46972502464.0,=20136555141.12,,=3.0095,,,,
2025-11-13,=66.6700,=66.6700,=66.6700,=66.6700,=90950888717.07,=47277426620.0,=20267272512.96,,=3.0291,,,,
2025-11-12,=66.4800,=66.4800,=66.4800,=66.4800,=90691802466.24,=47142692691.0,=20209513674.24,,=3.0204,,,,
2025-11-11,=66.1600,=66.1600,=66.1600,=66.1600,=90255259494.08,=46915772389.0,=20112235630.08,,=3.0059,,,,
2025-11-10,=66.1600,=66.1600,=66.1600,=66.1600,=90255259494.08,=46915772389.0,=20112235630.08,,=3.0059,,,,
2025-11-07,=64.9300,=64.9300,=64.9300,=64.9300,=88577297444.84,=46043547479.0,=19738323147.84,,=2.9500,,,,
2025-11-06,=65.1500,=65.1500,=65.1500,=65.1500,=88877420738.2,=46199555186.0,=19805201803.2,,=2.9600,,,,
2025-11-05,=65.2500,=65.2500,=65.2500,=65.2500,=89013840417.0,=46270467781.0,=19835601192.0,,=2.9646,,,,
2025-11-04,=65.2400,=65.2400,=65.2400,=65.2400,=89000198449.12,=46263376521.0,=19832561253.12,,=2.9641,,,,
2025-11-03,=65.6100,=65.6100,=65.6100,=65.6100,=89504951260.68,=46525753120.0,=19945038991.68,,=2.9809,,,,
2025-10-31,=65.7100,=65.7100,=65.7100,=65.7100,=89641370939.48,=46596665715.0,=19975438380.48,,=2.9855,,,,
2025-10-30,=65.7000,=65.7000,=65.7000,=65.7000,=89627728971.6,=46589574455.0,=19972398441.6,,=2.9850,,,,
2025-10-29,=65.5700,=65.5700,=65.5700,=65.5700,=89450383389.16,=46497388083.0,=19932879236.16,,=2.9791,,,,
2025-10-28,=65.2800,=65.2800,=65.2800,=65.2800,=89054766320.64,=46291741559.0,=19844721008.64,,=2.9659,,,,
2025-10-27,=65.9600,=65.9600,=65.9600,=65.9600,=89982420136.48,=46773947200.0,=20051436852.48,,=3.1401,,,,
2025-10-24,=66.0900,=66.0900,=66.0900,=66.0900,=90159765718.92,=46866133573.0,=20090956057.92,,=3.1463,,,,
2025-10-23,=66.4400,=66.4400,=66.4400,=66.4400,=90637234594.72,=47114327653.0,=20197353918.72,,=3.1630,,,,
2025-10-22,=66.7700,=66.7700,=66.7700,=66.7700,=91087419534.76,=47348339214.0,=20297671901.76,,=3.1787,,,,
2025-10-21,=67.1800,=67.1800,=67.1800,=67.1800,=91646740217.84,=47639080851.0,=20422309395.84,,=3.1982,,,,
2025-10-20,=67.7100,=67.7100,=67.7100,=67.7100,=92369764515.48,=48014917601.0,=20583426156.48,,=3.2234,,,,
2025-10-17,=67.6000,=67.6000,=67.6000,=67.6000,=92219702868.8,=47936913747.0,=20549986828.8,,=3.2182,,,,
2025-10-16,=68.1400,=68.1400,=68.1400,=68.1400,=92956369134.32,=48319841756.0,=20714143528.32,,=3.2439,,,,
2025-10-15,=68.1200,=68.1200,=68.1200,=68.1200,=92929085198.56,=48305659237.0,=20708063650.56,,=3.2430,,,,
2025-10-14,=67.7100,=67.7100,=67.7100,=67.7100,=92369764515.48,=48014917601.0,=20583426156.48,,=3.2234,,,,
2025-10-13,=67.2000,=67.2000,=67.2000,=67.2000,=91674024153.6,=47653263370.0,=20428389273.6,,=3.1992,,,,
2025-10-10,=67.4300,=67.4300,=67.4300,=67.4300,=91987789414.84,=47816362336.0,=20498307867.84,,=3.2101,,,,
2025-10-09,=66.5800,=66.5800,=66.5800,=66.5800,=90828222145.04,=47213605285.0,=20239913063.04,,=3.1696,,,,
2025-09-30,=65.9200,=65.9200,=65.9200,=65.9200,=89927852264.96,=46745582163.0,=20039277096.96,,=3.1382,,,,
2025-09-29,=66.5600,=66.5600,=66.5600,=66.5600,=90800938209.28,=47199422766.0,=20233833185.28,,=3.1687,,,,
2025-09-26,=66.5600,=66.5600,=66.5600,=66.5600,=90800938209.28,=47199422766.0,=20233833185.28,,=3.1687,,,,
2025-09-25,=66.0000,=66.0000,=66.0000,=66.0000,=90036988008.0,=46802312238.0,=20063596608.0,,=3.1420,,,,
2025-09-24,=66.4700,=66.4700,=66.4700,=66.4700,=90678160498.36,=47135601431.0,=20206473735.36,,=3.1644,,,,
2025-09-23,=65.9900,=65.9900,=65.9900,=65.9900,=90023346040.12,=46795220979.0,=20060556669.12,,=3.1416,,,,
2025-09-22,=66.8800,=66.8800,=66.8800,=66.8800,=91237481181.44,=47426343068.0,=20331111229.44,,=3.1839,,,,
2025-09-19,=67.4500,=67.4500,=67.4500,=67.4500,=92015073350.6,=47830544855.0,=20504387745.6,,=3.2111,,,,
2025-09-18,=67.1500,=67.1500,=67.1500,=67.1500,=91605814314.2,=47617807072.0,=20413189579.2,,=3.1968,,,,
2025-09-17,=67.5900,=67.5900,=67.5900,=67.5900,=92206060900.92,=47929822487.0,=20546946889.92,,=3.2177,,,,
2025-09-16,=67.7200,=67.7200,=67.7200,=67.7200,=92383406483.36,=48022008860.0,=20586466095.36,,=3.2239,,,,
2025-09-15,=67.6100,=67.6100,=67.6100,=67.6100,=92233344836.68,=47944005006.0,=20553026767.68,,=3.2187,,,,
2025-09-12,=67.9000,=67.9000,=67.9000,=67.9000,=92628961905.2,=48149651530.0,=20641184995.2,,=3.2325,,,,
2025-09-11,=68.2500,=68.2500,=68.2500,=68.2500,=93106430781.0,=48397845610.0,=20747582856.0,,=3.2491,,,,
2025-09-10,=68.1800,=68.1800,=68.1800,=68.1800,=93010937005.84,=48348206794.0,=20726303283.84,,=3.2458,,,,
2025-09-09,=68.3900,=68.3900,=68.3900,=68.3900,=93297418331.32,=48497123242.0,=20790142000.32,,=3.2558,,,,
2025-09-08,=68.3000,=68.3000,=68.3000,=68.3000,=93174640620.4,=48433301907.0,=20762782550.4,,=3.2515,,,,
2025-09-05,=67.9300,=67.9300,=67.9300,=67.9300,=92669887808.84,=48170925308.0,=20650304811.84,,=3.2339,,,,
2025-09-04,=67.7000,=67.7000,=67.7000,=67.7000,=92356122547.6,=48007826341.0,=20580386217.6,,=3.2230,,,,
2025-09-03,=68.0700,=68.0700,=68.0700,=68.0700,=92860875359.16,=48270202940.0,=20692863956.16,,=3.2406,,,,
2025-09-02,=69.0400,=69.0400,=69.0400,=69.0400,=94184146243.52,=48958055105.0,=20987738027.52,,=3.2868,,,,
2025-09-01,=69.4400,=69.4400,=69.4400,=69.4400,=94729824958.72,=49241705482.0,=21109335582.72,,=3.3058,,,,
2025-08-29,=69.5000,=69.5000,=69.5000,=69.5000,=94811676766.0,=49284253039.0,=21127575216.0,,=3.3087,,,,
2025-08-28,=68.4100,=68.4100,=68.4100,=68.4100,=93324702267.08,=48511305761.0,=20796221878.08,,=3.2568,,,,
2025-08-27,=68.9800,=68.9800,=68.9800,=68.9800,=94102294436.24,=48915507548.0,=20969498394.24,,=3.2839,,,,
2025-08-26,=69.7800,=69.7800,=69.7800,=69.7800,=95193651866.64,=49482808303.0,=21206064404.64,,=3.5973,,,,
2025-08-25,=69.6900,=69.6900,=69.6900,=69.6900,=95070874155.72,=49418986968.0,=21178713504.72,,=3.5926,,,,
2025-08-22,=68.5700,=68.5700,=68.5700,=68.5700,=93542973753.16,=48624765912.0,=20838346750.16,,=3.5349,,,,
2025-08-21,=68.5700,=68.5700,=68.5700,=68.5700,=93542973753.16,=48624765912.0,=20838346750.16,,=3.5349,,,,
